,asr,cbw,ckdw,ckdp,comb
20180209,-0.04862511065136501,0.29791443882006385,0.1802529690236151,0.1406945435026937,0.29791443882006385
20180214,0.012503228381594046,0.07842609225544044,0.06303855454222071,0.038945208271219556,0.07842609225544044
20180223,-0.3242402620690756,0.2628696633352974,-0.2067995926028739,-0.3462285080102585,0.2628696633352974
20180302,-0.10796246531866333,0.14200518271179274,-0.00942363279634588,0.006652724839041196,0.14200518271179274
20180309,0.03796969070982411,0.0616558233680728,-0.014844868762349939,-0.034036069693614834,0.0616558233680728
20180316,-0.07100508642262257,-0.12797149648628475,0.09163752570215491,0.029745310450003587,-0.12797149648628475
20180323,-0.12985029145254548,0.17715985975167797,-0.058994091396789336,-0.018464948213850634,0.17715985975167797
20180330,0.03461711469963454,-0.023412676769678356,-0.034619652779157725,0.0024674903791496393,-0.023412676769678356
20180404,-0.0718400134502105,-0.04339351111514314,-0.031784611524043,-0.11464037384782388,-0.04339351111514314
20180413,0.04158163504014285,0.042191520546102416,0.02844812469170412,0.1371358092590921,0.042191520546102416
20180420,-0.07165617942495313,-0.02771993430816662,0.10806548759496824,-0.0021469137862688676,-0.02771993430816662
20180427,-0.03561016232740625,0.03400738870460667,0.09893818424271908,0.09224485579179482,0.03400738870460667
20180504,0.009271608818642894,-0.011937854298635905,-0.09433838212532067,-0.07229081491620692,-0.011937854298635905
20180511,-0.09815247242829875,-0.0022158093930467753,0.041922265614526694,0.09339487639498811,-0.0022158093930467753
20180518,-0.055442458207243216,-0.026288580963746627,0.01417424905587729,0.021075181424704027,-0.026288580963746627
20180525,0.04831858252295317,-0.10676363090448729,0.020043057765839953,0.07939313269905549,-0.10676363090448729
20180601,0.10486370741805164,0.07526987549040148,0.16016526569430292,0.2801447822458174,0.07526987549040148
20180608,0.025454257218209292,-0.1139948895708135,-0.02029729324955005,-0.04166291330187208,-0.1139948895708135
20180615,0.23782561035851615,-0.05219427489803605,0.3087408364255346,0.42333429991839056,-0.05219427489803605
20180622,-0.36161047423178455,0.13141996506060713,0.022218769420793125,-0.27634257161567477,0.13141996506060713
20180629,-0.10510584520434192,0.054629931254387074,-0.0517650075070043,-0.0968894075500737,0.054629931254387074
20180706,0.1904249887807475,-0.04625529542809273,0.255828876102784,0.2535878603233866,-0.04625529542809273
20180713,0.00420852790132249,-0.02804657937794121,-0.09559105530344653,-0.109478174500879,-0.02804657937794121
20180720,-0.362599597798109,0.23892861429772622,-0.27490069491913666,-0.529278895930009,0.23892861429772622
20180727,-0.05916155319087124,-0.07946649455475241,-0.024008508841047688,-0.013471365802494414,-0.07946649455475241
20180803,0.00046490639855094025,0.11853428180288558,-0.06045563576309981,-0.0012830676199880196,0.11853428180288558
20180810,0.041604496667790584,-0.09288993872309499,-0.14916352153610973,-0.06769213965436727,-0.09288993872309499
20180817,0.07319054022305985,0.0011267989112300225,0.14778488003467558,0.17241504139047265,0.0011267989112300225
20180824,0.002402178316084675,-0.009803853756706806,0.06216699780697887,0.042596272718189686,-0.009803853756706806
20180831,0.04463102535616897,0.04283475698067598,-0.06220671719915604,0.05100373118997281,0.04283475698067598
20180907,-0.09999626366995255,0.14168435525708958,-0.14049902494257432,-0.09929646920002688,0.14168435525708958
20180914,-0.05058499335120064,0.044708296961503205,0.16461865676933438,0.07017107444808092,0.044708296961503205
20180921,0.05727539042339011,-0.11862086992724147,0.23685741093270932,0.23012304842909273,-0.11862086992724147
20180928,0.19666011096973487,-0.1831645365711588,0.1639170964296712,0.38787662986687993,-0.1831645365711588
20181012,-0.09964342187117683,-0.021407034137162908,0.04968218168955141,-0.050687958668721576,-0.021407034137162908
20181019,-0.25917111476827387,0.25650832954502983,-0.21249191333202247,-0.3268329523237329,0.25650832954502983
20181026,-0.27655837575664227,0.2481205532086163,0.08942388018910812,-0.1944200040637614,0.2481205532086163
20181102,-0.12997353554114216,0.16162238644589297,-0.010227917378735627,-0.1860462014336822,0.16162238644589297
20181109,-0.2815068130598519,0.41825785104139596,-0.23212443813257175,-0.32546954309534337,0.41825785104139596
20181116,0.06346437498732663,-0.17440865508566739,0.13852520268668123,0.0067921393212980186,-0.17440865508566739
20181123,0.029690740444261215,0.042304754411642574,-0.037571622472939374,0.04689142744701177,0.042304754411642574
20181130,-0.10462418045301841,0.041826074502495,-0.09337202256194688,-0.09960964510257801,0.041826074502495
20181207,0.015768279024481777,-0.15633419647243318,0.16980460131482913,0.0981968919823163,-0.15633419647243318
20181214,-0.07209173649772098,-0.049110555668140154,-0.040413860778474336,-0.11764715199074546,-0.049110555668140154
20181221,-0.017679030163337276,-0.14642477790017086,0.29405272288600964,0.17591322923664385,-0.14642477790017086
20181228,-0.12105587098538168,0.15375842418496335,-0.13437299246648243,-0.1406231942012187,0.15375842418496335
20190104,-0.07100618792298938,0.14942862442571572,-0.09596056900378692,-0.11875605577232407,0.14942862442571572
20190111,-0.025149087485650146,-0.06047694961564974,0.06899957359023463,-0.08189388270393902,-0.06047694961564974
20190118,0.0808119641325831,-0.13882272960142125,0.13311936724340892,0.17130886665083037,-0.13882272960142125
20190125,-0.008357427039629613,-0.14658762424157945,0.14684317352226994,0.21242350767945906,-0.14658762424157945
20190201,-0.11022342314002821,0.27885217727902856,-0.20389023678045562,-0.34541575794958784,0.27885217727902856
20190215,-0.034764152819701244,0.14343658311420282,-0.09117838011734901,-0.03135710097401989,0.14343658311420282
20190222,0.1833121507697831,0.05354792606712464,-0.13393669793355317,-0.2105889462598522,0.05354792606712464
20190301,0.04163306149613876,0.15889629507668446,-0.10593834992887156,-0.11560782312740636,0.15889629507668446
20190308,0.23547385100916568,-0.13811000765623216,0.012819444221864812,-0.1596963500490685,-0.13811000765623216
20190315,0.02948968182782308,0.12492378238146329,-0.003299377217380732,-0.0982838454584478,0.12492378238146329
20190322,-0.12817199726320103,-0.05590876218520879,0.05206915592388059,0.15256622001781303,-0.05590876218520879
20190329,0.09600040591517782,0.15170632168054327,-0.11793974822768541,-0.1809424374423605,0.15170632168054327
20190404,0.05734047041258675,-0.19561716881473087,-0.23274260232584515,-0.1814475742283957,-0.19561716881473087
20190412,0.033617030894988874,-0.008580261772366071,-0.011355757936686786,-0.053125038373270234,-0.008580261772366071
20190419,0.03058683756374816,-0.060284773491760694,0.034493115926022035,0.0028417450442655154,-0.060284773491760694
20190426,-0.04638712756759428,-0.10484268084169725,-0.17152737059398251,0.0823823293627402,-0.10484268084169725
20190430,-0.10926322119932322,-0.019059684208741885,-0.014623743429056363,-0.018786065895354503,-0.019059684208741885
20190510,0.19214222833318942,-0.11304221502506605,-0.052332401477383925,0.17555881885261346,-0.11304221502506605
20190517,-0.04367520450157279,-0.15482266712440843,-0.08197193110094153,-0.16592491457336353,-0.15482266712440843
20190524,-0.01471041047735152,-0.015548219887759358,0.16072487641808894,0.10130055576259919,-0.015548219887759358
20190531,0.011857547536954985,-0.146887813578362,-0.06928916827067196,-0.06828397990189555,-0.146887813578362
20190606,-0.1273314802151095,0.12725721243445828,0.07405959424656293,0.019368911251557173,0.12725721243445828
20190614,-0.18550491454267068,0.18316479816540923,0.02507424565631343,-0.11915314860889857,0.18316479816540923
20190621,-0.022350369883561302,0.07042328250488021,0.21279376455983087,0.2679868070441477,0.07042328250488021
20190628,-0.03425053903025389,0.011585164600390696,-0.09637096723509922,-0.19552918481462309,0.011585164600390696
20190705,-0.08363421394842738,0.013187791407989627,0.1674949518241254,0.23799335407797276,0.013187791407989627
20190712,0.03284786711785442,0.00543165878755611,0.023592736229500012,-0.10602136317841654,0.00543165878755611
20190719,0.017444510339954502,0.030711945705472206,0.13569558147932276,0.18600431910834156,0.030711945705472206
20190726,-0.039188882998616066,-0.054431073515147504,-0.012251525453717325,0.0040291142845025685,-0.054431073515147504
20190802,-0.07926433809029815,0.038722295864946965,0.23656412637179172,0.3298102319446822,0.038722295864946965
20190809,-0.01850255383614225,0.04915089115649649,0.08483387806908116,0.10039212040031056,0.04915089115649649
20190816,0.0326173396773912,-0.01229078120162583,0.0037631986498503018,-0.05139133302689969,-0.01229078120162583
20190823,0.05316143712977886,-0.020762174856034998,0.09209893579844228,0.024000422631289136,-0.020762174856034998
20190830,0.07096615196510501,-0.05105400980945917,-0.09154754183342764,-0.15207541783649034,-0.05105400980945917
20190906,0.14964489338881365,0.008282737631034305,-0.2720333446761977,-0.33496101524206756,0.008282737631034305
20190912,-0.04330837056401341,0.06883375905770875,0.2474361508260115,0.18741454126395762,0.06883375905770875
20190920,-0.16490556841650458,0.01356266350696759,0.05833443675702783,0.1229272275264815,0.01356266350696759
20190927,-0.037615935304439595,-0.06711021048205075,-0.12035710464056329,-0.12143151361160646,-0.06711021048205075
20190930,-0.02022297990397214,0.14335631652590405,0.10141479435916864,0.09364891864982786,0.14335631652590405
20191011,-0.009566599759350862,-0.014236456342150055,-0.10087744335241237,-0.010676569430115739,-0.014236456342150055
20191018,0.05264885096404777,-0.05630147450835278,0.04915155751916411,-0.02785024793285104,-0.05630147450835278
20191025,0.05038675883700779,0.0651097581977398,0.11877275778331632,0.17486761109004506,0.0651097581977398
20191101,0.11456586538294863,-0.001140224777577866,0.10014382426999066,0.17334137755415763,-0.001140224777577866
20191108,-0.03382330104382823,0.027615086825821842,0.23074227948102102,0.2950949837206603,0.027615086825821842
20191115,-0.0406138570425207,-0.06136309176346709,-0.18072145868129,-0.31307426614497785,-0.06136309176346709
20191122,0.01985736366950633,-0.03642139935543997,-0.16519280193294186,-0.18059925151416556,-0.03642139935543997
20191129,-0.038820732721272955,0.00017479407098905725,0.11444464332412431,0.08334717518010956,0.00017479407098905725
20191206,0.12143014947921801,-0.03310769600377982,0.09198093543216115,0.11469080746858919,-0.03310769600377982
20191213,0.028403607498353932,0.010732647593066918,-0.22198025404843433,-0.2928786153361683,0.010732647593066918
20191220,-0.06952520339611079,-0.0015010803183541756,-0.023773319469363972,0.016999795668325275,-0.0015010803183541756
20191227,0.023033237292800122,0.010027746252298294,-0.022383186001507373,-0.021833525711315176,0.010027746252298294
20200103,-0.04461739072334542,0.041636394808410845,0.14725695050900584,0.08963159495881845,0.041636394808410845
20200110,-0.048474877754465705,0.01984768694604495,0.2113284736452048,0.22014053171685147,0.01984768694604495
20200117,-0.0937996653496691,-0.023763554567023712,0.14118041474709284,0.14971923641917917,-0.023763554567023712
20200123,-0.16765324585555486,0.059296458880722366,0.21003430712259782,0.4160489332035209,0.059296458880722366
20200207,-0.020543294518594095,0.1031400010196513,0.2365823875971054,-0.0593052191245156,0.1031400010196513
20200214,-0.018207280641510143,-0.016697390437046367,0.02848865860190834,-0.007878426417573973,-0.016697390437046367
20200221,0.15052352124618001,-0.06885371455614256,-0.053745366007357465,-0.14462955651004644,-0.06885371455614256
20200228,0.06601677388108901,-0.06592384400424693,-0.07782007041297846,-0.12569219997115452,-0.06592384400424693
20200306,0.06656208340505917,-0.06584736337537721,-0.19664746406414846,-0.21258021554040524,-0.06584736337537721
20200313,4.617869443088212e-06,-0.03755016721226152,-0.07367125648872834,-0.10275404486024893,-0.03755016721226152
20200320,-0.10830569782553674,-0.10143548693850786,0.014228964845589541,-0.08824039693143053,-0.10143548693850786
20200327,-0.08935293326416091,0.04904134056103208,0.03864839103990526,0.03207696982865447,0.04904134056103208
20200403,0.004184400470687239,-0.0021380460396879758,0.15550030486251948,0.10084330903272415,-0.0021380460396879758
20200410,0.031143750455076894,0.08704008830632044,0.10007289411120338,0.06008075692938399,0.08704008830632044
20200417,0.04341355092454857,-0.04397853422226019,0.16972792470646061,0.23068234842683302,-0.04397853422226019
20200424,0.058215808781184195,0.0027022572125646404,0.005834892565203448,-0.043907977772847294,0.0027022572125646404
20200430,0.0004705495634258758,0.07008881449252201,0.046500063169512384,0.11881806781570692,0.07008881449252201
20200508,0.008188600300750753,-0.08138586035903604,0.0614072510459237,0.2049620257020753,-0.08138586035903604
20200515,-0.10133303387162904,0.020524478708790293,-0.12562102158740673,-0.11828862210112977,0.020524478708790293
20200522,-0.04036416176210003,0.10801465655494279,-0.02857666907972023,0.11395804515036834,0.10801465655494279
20200529,0.04871106644414006,0.019495707950288543,-0.12742428697818037,-0.18075457174632883,0.019495707950288543
20200605,-0.016829256948274345,-0.007482741981454076,0.15856429695896937,0.13057322072764094,-0.007482741981454076
20200612,-0.048993775864271616,0.043017955683325455,0.033984241663782645,0.07358477691044844,0.043017955683325455
20200619,0.017846112664253188,-0.1739520026982287,0.23892351736354442,0.23711421945451752,-0.1739520026982287
20200624,0.1284753148813796,-0.03182551294534453,-0.11868331466947636,-0.1908960985126526,-0.03182551294534453
20200703,-0.058099736743517816,-0.031276385760506,0.07575532638393846,0.17926082088111084,-0.031276385760506
20200710,0.066146016049482,0.09516878178546831,0.0848500413696186,-0.02066589407703083,0.09516878178546831
20200717,0.07268212631868588,0.03148208550465448,-0.14972161642427825,-0.019757483902120596,0.03148208550465448
20200724,-0.23902525146601694,0.15515043600489317,0.23996751289385884,0.24608754656963247,0.15515043600489317
20200731,0.08279404595064657,-0.04627207921159838,-0.0038126106448034165,-0.015864333955860163,-0.04627207921159838
20200807,0.2846306745362191,-0.19181544761071098,-0.2511127502667313,-0.36838006021141956,-0.19181544761071098
20200814,0.009695739975763517,0.03278359842895197,-0.03712649825907406,-0.0295816567544723,0.03278359842895197
20200821,-0.1342355857993172,0.13665314854970825,0.160041100784378,0.16503899749613501,0.13665314854970825
20200828,0.030237984850411577,-0.03292503353622645,-0.04736170660725347,-0.01593940907966678,-0.03292503353622645
20200904,0.0591311497808903,-0.014768118077038674,-0.20688434641537598,-0.09505330776857089,-0.014768118077038674
20200911,-0.05384692234177755,0.007997810365536354,0.07611428076187743,0.01213632029874775,0.007997810365536354
20200918,-0.024302411942475673,0.059550555269286216,0.015975987369139747,-0.08862034795066781,0.059550555269286216
20200925,-0.05668540885567415,0.19861502065425,0.16993579722752994,0.16900625294209828,0.19861502065425
20200930,-0.10143262715087582,0.06581364726039349,0.0992433887307353,-0.011846030211523561,0.06581364726039349
20201009,-0.03365820784176579,0.05372351019708804,0.04255667300038377,0.07537052656538998,0.05372351019708804
20201016,0.12396267926670204,-0.14210855402062414,-0.1443466767796876,-0.14631007425878245,-0.14210855402062414
20201023,-0.1697911225288426,0.19757088643556625,0.2262168251677497,0.2802484871474617,0.19757088643556625
20201030,0.0008969163674500427,0.10820925024918857,0.05821756806205136,0.16930026803340004,0.10820925024918857
20201106,0.032044836701479375,0.02287180865891928,-0.006687631036870834,0.038255185983503186,0.02287180865891928
20201113,0.07221240923976223,0.014301423100113063,0.07490999200205076,0.11062989808380227,0.014301423100113063
20201120,0.1913843463449374,-0.12171834188462247,-0.09898876065543982,-0.060352292804626353,-0.12171834188462247
20201127,-0.13651792637731555,-0.029898387273436224,-0.01676964014164333,-0.19663642594735917,-0.029898387273436224
20201204,-0.0760143353982963,0.08206061692257974,0.18398634163566802,0.1959312473053786,0.08206061692257974
20201211,-0.02650601067005112,0.16951726624479097,0.2365630668059236,0.24876038203836492,0.16951726624479097
20201218,-0.035515540462908245,0.07817870375665883,0.15189562934968676,0.3041292409713529,0.07817870375665883
20201225,-0.15532539862331252,0.04508743972175731,0.031904884830348,-0.030723967339540165,0.04508743972175731
20201231,-0.161448508773228,0.1405072133535706,0.17493764319716426,0.2612291836101004,0.1405072133535706
20210108,0.13482343911109287,-0.15020707719792264,-0.12610562248049398,-0.23401835707106808,-0.15020707719792264
20210115,-0.2583080357904223,0.21318080523903252,0.23448297892070089,0.2616595021161001,0.21318080523903252
20210122,-0.015143035039786559,-0.06876706016782418,-0.06733905162015127,-0.0839539267788542,-0.06876706016782418
20210129,-0.05253737219429061,0.08447584223633002,0.01698519391355041,0.1615571470843002,0.08447584223633002
20210205,-0.10873010058306744,0.18020240345636637,0.21597742516788154,0.16095245798106964,0.18020240345636637
20210210,0.04454842323464077,-0.06337165604323973,-0.2702877267825509,-0.4844029779380191,-0.06337165604323973
20210219,0.18346557188246962,-0.18204021284926006,-0.3231738083541007,-0.40837007630147615,-0.18204021284926006
20210226,0.18238006337300325,-0.14741535040187861,-0.1897061071857138,-0.2075791604379197,-0.14741535040187861
20210305,0.20275256911308098,-0.06005459272510539,0.11072306613532869,0.24423677359522877,-0.06005459272510539
20210312,0.03112463999680063,-0.025616070139265937,-0.053852649987984044,-0.017942919723566056,-0.025616070139265937
20210319,-0.13248247210180045,-0.07874096448861571,-0.11635283921880461,-0.20719766417438765,-0.07874096448861571
20210326,-0.19959711086470644,0.09486768883367376,0.17843280831443828,0.04588265616826815,0.09486768883367376
20210402,0.12852735561215667,-0.035594111042779555,0.06851470849144135,0.02534406162193419,-0.035594111042779555
20210409,0.004696042828887232,-0.013565105609829198,-0.11769157750013322,-0.06816112596716026,-0.013565105609829198
20210416,-0.20142806162319632,0.08904024144321568,0.05508272034995958,0.028913507383237457,0.08904024144321568
20210423,-0.0672503441223599,0.027807473263420222,0.07704200842367108,0.16887361217005817,0.027807473263420222
20210430,0.22479150299068218,-0.04295397536759888,0.06756606059579388,-0.03227903453931254,-0.04295397536759888
20210507,-0.05400678400349886,-0.08432138386108999,-0.20228931771298828,-0.23160931869167978,-0.08432138386108999
20210514,-0.08704227267894066,0.0006031479330248694,0.078194481013612,0.021188662452394456,0.0006031479330248694
20210521,-0.12883648934282663,0.017550771238261043,-0.07042531569650952,-0.09991447284108891,0.017550771238261043
20210528,-0.040871839506418255,-0.055227387775186335,-0.07580055561018569,0.029498443510458865,-0.055227387775186335
20210604,-0.01534061992083155,0.1138365416790997,0.07871067318681453,0.015368785143753992,0.1138365416790997
20210611,0.038504442392502405,-0.1011690733285672,-0.08565939846789643,-0.0501617628943422,-0.1011690733285672
20210618,-0.005318094242507885,0.0889951810184092,0.11608747408777945,0.0877165828924319,0.0889951810184092
20210625,-0.06306198870655119,-0.03624142974010436,-0.009607150230683112,-0.03803520435583637,-0.03624142974010436
20210702,0.02569047812416113,-0.03513558289405659,0.09682089175393732,0.12384467430841398,-0.03513558289405659
20210709,0.07161781359128204,0.04291664377225582,0.15382490663914597,0.12782017406318955,0.04291664377225582
20210716,-0.066429459577947,0.037356939320670704,0.04056876271435461,0.2620409458827726,0.037356939320670704
20210723,0.038829256284959854,0.015506853811136966,0.04318579376267336,0.1829480881174524,0.015506853811136966
20210730,0.0707874330854815,0.04436497824512633,0.027044861214142134,0.07645725231506892,0.04436497824512633
20210806,0.008272079335081105,0.04260947399534339,0.055827123256793364,-0.19710027171572603,0.04260947399534339
20210813,0.06178648053481929,-0.007903027768019545,-0.17929631092280476,-0.18326819495968424,-0.007903027768019545
20210820,0.11490425508889034,0.06963300447570048,0.2783667478390951,0.29560902762715713,0.06963300447570048
20210827,0.10577176281550371,0.026161961736305264,-0.1448357726856938,-0.00814845207633343,0.026161961736305264
20210903,-0.030207706834271132,0.025965412760668723,0.09710288608839528,0.09113890963733905,0.025965412760668723
20210910,-0.06279434787961424,0.054741512839826624,-0.0760559461465071,-0.03673255641031062,0.054741512839826624
20210917,-0.027784793633908365,-0.04569673213520893,-0.1484563411994895,-0.0966540587346644,-0.04569673213520893
20210924,-0.08494361467844733,-0.05253480155614066,-0.28271584414453366,-0.2632574048864225,-0.05253480155614066
20210930,0.18716190570297975,-0.25933332281629395,-0.4040470571696579,-0.3080560931098407,-0.25933332281629395
20211008,-0.006388646307796431,-0.1348966146556626,-0.06403495991954422,-0.20723360135101399,-0.1348966146556626
20211015,-0.12411371184429218,0.11227959465606259,0.13168978174568918,0.00965963033216096,0.11227959465606259
20211022,0.0051614983544193,0.011008254029489536,0.042808632204331495,0.10845956946044345,0.011008254029489536
20211029,0.12843828667430018,-0.18789175358296928,-0.16180311659253022,-0.06463160277995043,-0.18789175358296928
20211105,0.01300018993392023,-0.04249565077965633,0.10191712232974535,0.010795938000743572,-0.04249565077965633
20211112,-0.007271214366833258,0.06186460096670391,-0.05625987313062481,-0.19288243931387603,0.06186460096670391
20211119,-0.06367390483399313,-0.02943440928256227,-0.07173016356283086,-0.09688485534577805,-0.02943440928256227
20211126,0.04716811850287829,0.002500120241215629,-0.0244885040200072,-0.07219057839638243,0.002500120241215629
20211203,-0.029202791152382675,0.01869155258267009,-0.09560301800962002,-0.2720630659470105,0.01869155258267009
20211210,0.08576310972309824,0.09950386346725001,-0.15349157318223935,-0.16901820167213183,0.09950386346725001
20211217,-0.039390714049500286,0.022996462781521555,0.03691690505379323,0.11149661704222813,0.022996462781521555
20211224,-0.031647436599994125,-0.06833384087527954,-0.009688524319440077,-0.1651194366739521,-0.06833384087527954
20211231,0.15729606663106205,0.06453554291321321,-0.4095353246621279,-0.24784570024295244,0.06453554291321321
20220107,0.07015636653072044,-0.028482452240382594,-0.09050377216584798,-0.15433401879165995,-0.028482452240382594
20220114,0.20605530424044533,-0.01927430874285169,-0.04663296485530208,0.06578602584774382,-0.01927430874285169
20220121,-0.12132800798889483,0.028688283835056123,0.1108409604586081,-0.015643451947753212,0.028688283835056123
20220128,0.2372735992462484,0.00443738708233853,-0.19234012708815085,0.06327966015642968,0.00443738708233853
20220211,-0.2698442911841465,0.08380950930784853,0.01444324125140383,-0.2798993057862804,0.08380950930784853
20220218,-0.1803812870214947,0.1477761297519042,-0.03913799291487242,-0.20148514321099315,0.1477761297519042
20220225,0.3077287868384064,-0.04957172611232288,0.002753416560843713,0.13546287392506212,-0.04957172611232288
20220304,0.08384323029867884,-0.052583761697331005,0.07836002492406244,0.18618389215052022,-0.052583761697331005
20220311,-0.15292104393818032,0.09883272200937916,-0.057479615097835904,-0.11120657894997751,0.09883272200937916
20220318,0.16348621055039395,-0.06392246993267622,0.015345387817757166,0.08407626728921289,-0.06392246993267622
20220325,0.12401671481432895,-0.03936752031121321,0.06632266789847488,0.12751532271301314,-0.03936752031121321
20220401,0.195093507221616,-0.10936539051164924,0.07869488506873694,0.2858615751706725,-0.10936539051164924
20220408,0.06728788564045424,-0.06583644401752317,0.08187550079783204,0.1444065628756145,-0.06583644401752317
20220415,0.04239136592914934,-0.10486902913659663,0.03337873665004392,0.02871236134162019,-0.10486902913659663
20220422,0.0034152943030608977,0.041094284116826016,0.09933398335863676,0.043811250066757124,0.041094284116826016
20220429,-0.11011562413840578,0.12923123970852318,0.024336905170395592,-0.054704067609291196,0.12923123970852318
20220506,-0.1511328660707137,0.2511166396009555,-0.13835306358061208,-0.19186230748303548,0.2511166396009555
20220513,-0.16578385485535965,0.28972696565006045,-0.13215632046170206,-0.11001194521381896,0.28972696565006045
20220520,0.048681556294359794,-0.08520609148302359,0.02762885019237119,0.014989761533301648,-0.08520609148302359
20220527,-0.1735942418570591,0.3093930293224981,-0.1995571231309746,-0.20747347323328538,0.3093930293224981
20220602,-0.017700163209313106,0.00033735259786761714,0.06147350897664308,0.05678064600964364,0.00033735259786761714
20220610,-0.15272975187968615,0.15966160575707505,-0.10083122080612766,-0.15444985546144918,0.15966160575707505
20220617,-0.12233302953057612,0.11655520712177017,-0.10816276965805045,-0.07257895770082812,0.11655520712177017
20220624,0.015241687482871842,-0.06007488776160172,0.07502173673219441,0.028839999940438326,-0.06007488776160172
20220701,0.03576813895488963,0.07843369346326005,0.04347501939312542,-0.012612558220003428,0.07843369346326005
20220708,-0.020831650728776786,-0.02830847849058741,0.12837440240232081,0.109373336428041,-0.02830847849058741
20220715,0.03868008439186018,0.0835318763203354,-0.2250383111513949,-0.2893627659356034,0.0835318763203354
20220722,-0.026917553791268766,0.11037027513301043,-0.03535403901024201,-0.051647252974890236,0.11037027513301043
20220729,-0.06832413518260273,0.05575381234871059,-0.11687242718287306,-0.1139274083604598,0.05575381234871059
20220805,-0.06901453527554706,0.05130273483908989,-0.05693761034026428,-0.15588261302002962,0.05130273483908989
20220812,0.04433589785767786,0.08201101689760841,0.069118315296693,0.03313738177416247,0.08201101689760841
20220819,0.05378888639833792,-0.14584972053087567,-0.09431325326769179,-0.12489686812190798,-0.14584972053087567
20220826,-0.013986082975388184,0.008364140971812295,-0.28419119289584444,-0.29449075902720123,0.008364140971812295
20220902,-0.06888681271215889,0.013412058269739855,0.17191535301760602,0.10876460624151621,0.013412058269739855
20220909,0.07981095579871979,-0.12276698611714293,-0.14435133634984004,-0.08417429078988682,-0.12276698611714293
