trade_date,300502.SZ,002028.SZ,002463.SZ,002422.SZ,601058.SH,000975.SZ,000933.SZ,601168.SH,300394.SZ,002340.SZ,600066.SH,600160.SH,000423.SZ,000988.SZ,000630.SZ,300418.SZ,600988.SH,600157.SH,600418.SH,002532.SZ,002625.SZ,600096.SH,601555.SH,601233.SH,002078.SZ,002156.SZ,600885.SH,601128.SH,002517.SZ,002223.SZ,600161.SH,600398.SH,300207.SZ,600352.SH,603939.SH,600873.SH,600177.SH,600482.SH,600079.SH,000932.SZ,300003.SZ,600415.SH,600060.SH,002384.SZ,002353.SZ,600642.SH,300144.SZ,000783.SZ,600109.SH,600985.SH,000400.SZ,002185.SZ,002273.SZ,600497.SH,000009.SZ,002128.SZ,300017.SZ,002138.SZ,002739.SZ,603606.SH,600348.SH,600765.SH,601666.SH,300012.SZ,000683.SZ,000878.SZ,300474.SZ,002465.SZ,600298.SH,600536.SH,002444.SZ,002673.SZ,002797.SZ,600839.SH,000066.SZ,002738.SZ,300136.SZ,603816.SH,000039.SZ,601717.SH,000831.SZ,600529.SH,002008.SZ,601997.SH,603160.SH,002409.SZ,000723.SZ,000728.SZ,600141.SH,300395.SZ,600862.SH,000960.SZ,300037.SZ,002155.SZ,601198.SH,002432.SZ,002756.SZ,600549.SH,603338.SH,300073.SZ,300001.SZ,600282.SH,000703.SZ,002195.SZ,600546.SH,002472.SZ,600895.SH,600699.SH,002595.SZ,002385.SZ,300146.SZ,600521.SH,600879.SH,600155.SH,600369.SH,300285.SZ,601966.SH,600038.SH,002294.SZ,600673.SH,603589.SH,600499.SH,002064.SZ,300058.SZ,600704.SH,600118.SH,600863.SH,600820.SH,601216.SH,600486.SH,600998.SH,600153.SH,600170.SH,000623.SZ,002262.SZ,002558.SZ,000513.SZ,000591.SZ,600021.SH,000830.SZ,600566.SH,601179.SH,600129.SH,002600.SZ,600143.SH,000629.SZ,600516.SH,600583.SH,002372.SZ,600970.SH,000738.SZ,002152.SZ,600637.SH,002439.SZ,600392.SH,300251.SZ,300529.SZ,000598.SZ,000729.SZ,300118.SZ,002044.SZ,002281.SZ,600909.SH,600008.SH,002120.SZ,600867.SH,600511.SH,300024.SZ,000997.SZ,002407.SZ,601016.SH,002624.SZ,600535.SH,600580.SH,300383.SZ,000893.SZ,000021.SZ,002025.SZ,000060.SZ,002299.SZ,300568.SZ,002430.SZ,601000.SH,300487.SZ,601636.SH,603077.SH,603000.SH,002497.SZ,000750.SZ,603658.SH,600004.SH,600884.SH,300114.SZ,300088.SZ,002131.SZ,600166.SH,600325.SH,300373.SZ,000998.SZ,600582.SH,000636.SZ,000883.SZ,600380.SH,600498.SH,600563.SH,002508.SZ,300390.SZ,601958.SH,601991.SH,600655.SH,002056.SZ,002065.SZ,002429.SZ,002414.SZ,000519.SZ,002507.SZ,002568.SZ,002500.SZ,603568.SH,002670.SZ,603885.SH,300009.SZ,600737.SH,600755.SH,300253.SZ,600131.SH,600416.SH,600739.SH,603688.SH,601866.SH,600373.SH,601880.SH,600859.SH,002240.SZ,002506.SZ,600995.SH,000027.SZ,002244.SZ,002203.SZ,002653.SZ,600848.SH,000887.SZ,002572.SZ,002607.SZ,300070.SZ,600435.SH,600707.SH,601231.SH,002080.SZ,600329.SH,600801.SH,600390.SH,600399.SH,002557.SZ,603883.SH,002019.SZ,002373.SZ,300296.SZ,002683.SZ,601611.SH,300595.SZ,600258.SH,002531.SZ,000155.SZ,601933.SH,300558.SZ,002268.SZ,601098.SH,002487.SZ,002368.SZ,002831.SZ,000050.SZ,600598.SH,603737.SH,000581.SZ,000563.SZ,600208.SH,000547.SZ,600271.SH,000709.SZ,600062.SH,000778.SZ,601118.SH,603858.SH,300026.SZ,600959.SH,000937.SZ,002092.SZ,600528.SH,000825.SZ,600977.SH,000739.SZ,002032.SZ,603228.SH,000987.SZ,600378.SH,002266.SZ,601928.SH,600517.SH,603456.SH,600316.SH,600056.SH,300212.SZ,603444.SH,000970.SZ,300438.SZ,002408.SZ,600663.SH,300357.SZ,600871.SH,002468.SZ,002423.SZ,601992.SH,601608.SH,000785.SZ,002192.SZ,600500.SH,000089.SZ,601106.SH,002326.SZ,600481.SH,600315.SH,600827.SH,600967.SH,000559.SZ,600022.SH,300244.SZ,000537.SZ,000958.SZ,603026.SH,600126.SH,002030.SZ,002511.SZ,000156.SZ,603218.SH,002608.SZ,002010.SZ,600350.SH,002690.SZ,600597.SH,600377.SH,000967.SZ,000930.SZ,600095.SH,600808.SH,600167.SH,000898.SZ,600339.SH,600764.SH,002153.SZ,002563.SZ,000539.SZ,002761.SZ,000401.SZ,002791.SZ,000959.SZ,001914.SZ,300363.SZ,603866.SH,300257.SZ,002518.SZ,001872.SZ,601139.SH,600299.SH,002399.SZ,002505.SZ,000402.SZ,000031.SZ,603355.SH,601158.SH,000553.SZ,603868.SH
20170602,9.0575,15.9273,3.6223,13.2514,2.9347,5.5017,5.2244,5.3368,8.8441,4.8152,13.5642,7.7591,58.1188,13.1867,2.4476,21.2486,5.7975,3.4905,9.9847,6.7912,,6.4036,8.837,7.7263,6.2132,9.1579,16.8949,8.4391,10.7149,20.1788,15.0452,6.7486,10.6727,7.8019,11.333,3.9588,4.8726,24.0564,18.173,2.2859,18.7517,7.044,12.3916,15.6846,15.0706,4.7115,11.4479,7.9667,11.0808,9.9957,15.4074,5.3343,10.5002,5.0343,6.0055,,10.6517,15.7265,37.3875,6.0758,3.1257,9.2946,3.4658,4.5585,2.397,10.4863,19.5961,9.6764,20.8328,10.6913,14.2876,12.7591,8.9787,3.2297,7.665,8.4588,35.0179,24.7035,7.4938,,10.0271,10.3387,29.5787,8.7253,88.1278,,6.47,9.156,8.7474,8.5293,8.9959,10.9343,9.8652,8.6844,15.6245,10.4806,15.4048,13.553,19.9262,16.2297,16.37,2.024,6.6531,3.47,3.1983,9.8747,15.0835,20.9865,19.7321,5.4268,9.6282,14.7187,7.2946,15.4626,4.9077,11.9828,17.3781,38.1278,27.6825,,30.7732,6.8196,4.3382,7.5033,5.6781,26.437,2.3792,7.5077,3.5083,25.3764,8.4721,7.4546,2.8341,19.4803,12.6721,39.3844,23.2136,4.8972,11.4802,4.3427,29.0859,4.9719,12.5688,,4.7879,,4.4894,5.7816,8.2635,7.5169,18.2345,6.752,12.9272,17.6992,8.615,7.4406,14.1256,4.9226,6.259,12.9209,10.3077,20.0147,7.8087,5.2358,16.9419,11.8454,30.8315,18.5682,17.8323,11.9994,3.1642,18.7171,24.0765,6.284,11.515,,7.935,,5.7552,10.7229,8.4234,7.2376,2.7261,7.0264,3.039,2.1413,12.3303,8.0914,4.4976,29.1848,10.9243,8.6397,12.8456,,3.459,2.757,6.1272,17.2267,21.1435,3.3822,7.3145,4.14,6.9341,20.1468,37.7101,36.2562,3.8905,5.8485,4.3416,,5.9734,10.1451,3.0789,2.5073,11.5455,7.527,7.8431,8.0803,8.53,10.4693,14.8936,6.2137,7.5303,6.148,5.6246,6.8034,11.9983,16.1408,5.894,2.9702,14.9004,2.6012,13.8252,10.5379,4.06,8.0496,4.8593,5.9132,7.1247,11.3263,14.0988,,30.9688,3.833,17.5478,13.5967,8.48,12.2796,6.8668,14.6135,4.391,8.0584,5.75,12.0442,23.0383,13.6327,13.3355,10.8203,7.633,10.9745,8.0413,16.841,6.3605,,6.4129,54.0107,17.1917,12.0273,5.99,17.8559,27.9,16.3742,8.596,12.8225,15.6788,4.2717,4.665,9.5764,16.6056,3.5955,15.5108,5.393,5.1898,33.0569,4.1662,10.2505,3.6678,10.1455,12.8367,3.2227,17.4054,6.7778,28.9076,20.6583,5.2435,11.4085,4.4902,7.1132,7.3822,7.7193,14.8666,15.3116,13.842,218.0717,10.8092,15.6724,6.5446,15.8673,11.8845,3.59,23.4751,9.4249,5.5722,,9.0956,21.777,6.1743,8.8385,3.03,11.4902,4.9104,26.5448,13.8944,11.2755,7.7245,1.8346,28.4363,6.9996,8.3234,22.9799,4.4324,7.8851,6.3455,11.9066,17.9673,11.7955,14.653,4.3149,11.804,10.9145,6.7922,8.7733,8.891,6.9507,2.38,6.5654,3.2474,6.8664,29.7029,8.0006,6.0958,4.6834,8.8249,13.4732,22.6255,6.5118,,13.9268,9.1905,17.4597,12.4983,19.9519,5.445,10.6412,,,9.671,6.9158,30.7529,5.5186,13.003,46.8918
20170609,9.1888,16.5133,3.7236,13.8677,2.9797,5.5597,5.3658,5.6969,9.1809,5.0482,14.3314,7.8832,61.188,13.7969,2.5026,23.0356,6.007,3.5204,9.7339,7.1341,,6.5392,8.7887,7.9179,6.443,9.3262,18.0437,8.6776,11.3723,21.2602,16.1196,6.792,11.1949,7.9792,11.731,3.966,5.093,25.9813,18.375,2.3094,19.3177,6.8409,12.9504,16.1071,15.2717,4.8363,11.8153,8.0346,11.274,10.1188,16.4288,5.9934,10.8389,5.222,6.2185,,10.8605,16.6602,38.8369,6.1631,3.2259,9.5518,3.5299,4.9619,2.4431,10.8914,22.0218,9.8135,22.7971,11.2088,14.393,12.7872,9.2414,3.3157,8.2755,8.8866,37.2473,26.7148,7.8755,,10.3253,10.8821,30.8619,8.6703,91.8319,,6.8403,9.291,8.9696,8.8921,9.5865,11.1477,10.673,9.1247,15.452,10.6559,16.4436,13.8875,21.6149,18.4749,16.5281,2.0624,6.4904,3.5329,3.2134,10.0296,15.4084,21.5655,19.9597,5.6261,9.8608,14.4949,7.6734,16.3305,4.9798,11.7922,18.5649,40.3275,30.0553,,31.5044,6.956,4.4299,7.8027,5.6382,26.5442,2.4031,7.662,3.53,27.0993,8.5802,7.6642,2.8976,20.4949,12.8515,44.4071,24.0216,4.9152,11.4444,4.4719,31.0507,5.1491,12.8793,,5.0264,,4.5612,5.918,9.1474,7.7652,18.8755,7.0802,13.3112,18.8609,8.9693,7.7379,14.7529,5.0028,6.5312,13.0422,11.0193,20.3124,8.0294,5.5293,17.0186,12.0191,31.4485,18.9172,18.583,12.4482,3.124,21.1288,24.3245,6.3117,12.3894,9.55,8.0578,,5.8846,12.0841,8.4008,7.6555,2.9089,7.4801,3.0748,2.1853,12.6643,8.3138,4.581,28.5058,11.7687,9.1971,13.0512,,3.7265,2.8062,6.2925,17.9063,21.5237,3.4716,7.6094,4.106,7.253,21.9247,40.6714,38.6049,3.9585,5.9175,4.1662,,6.0266,10.0556,3.1539,2.61,12.0976,8.3972,8.1188,8.1672,8.6456,11.4986,15.4043,6.5557,7.8186,6.3461,5.8993,6.9737,12.6831,16.747,6.1893,3.03,15.9419,2.7303,14.3698,11.0208,4.17,8.3842,5.0274,6.125,7.4013,11.8235,14.789,,33.0744,4.0677,18.4143,14.0513,8.47,12.8683,7.2708,15.1162,4.641,8.4692,5.98,12.5274,23.4802,14.502,14.0047,11.9593,7.9541,11.2015,8.6939,18.3951,6.4903,,6.6412,56.9775,17.1663,12.3798,6.2663,19.1716,29.1046,17.354,8.8248,12.6324,16.3273,4.3799,4.5712,9.8413,17.365,3.6542,16.2153,5.615,5.4782,33.6993,4.2709,10.1095,3.8081,10.416,13.2196,3.3116,18.2733,6.9876,31.4423,21.5555,5.6248,11.5124,4.6329,7.1875,7.4007,7.9872,15.342,16.1148,14.641,229.7708,11.3069,16.7756,6.5512,15.4683,12.008,3.6,23.8227,9.8454,5.8355,,9.6937,23.8096,6.6037,9.0294,3.1,12.0603,4.7375,27.3306,13.9862,11.8952,7.8237,1.8845,29.9231,7.2173,8.5638,23.5661,4.5193,8.1594,6.9909,12.2977,18.0133,12.6086,14.5246,4.3977,12.3732,11.5715,6.8135,9.6137,9.4282,8.09,2.4019,7.0279,3.2724,6.6062,30.344,7.9616,6.2473,4.7993,8.8249,14.1347,23.5818,6.6083,,14.7373,9.3249,18.3679,12.6419,22.4615,5.6549,10.7739,,,9.9989,7.0958,33.2999,5.4312,13.1204,49.1548
20170616,9.1001,15.6968,3.7574,14.2815,2.9978,5.5955,5.5821,6.229,9.525,5.8249,14.5527,7.8832,61.3118,13.7772,2.5301,23.5663,6.1717,3.5104,10.3513,6.9841,,6.5754,8.9496,8.2348,6.5165,9.2569,19.5063,8.6776,11.5718,20.9761,16.1196,6.7124,11.2329,7.962,11.8907,4.009,5.0629,25.7664,18.5189,2.2859,19.3281,6.8132,12.7286,15.6846,15.5406,4.8285,11.3669,8.1294,11.3802,9.5683,15.9952,6.3054,10.8658,5.3741,6.3906,,11.5725,16.7065,37.9765,6.261,3.276,9.6561,3.5868,4.957,2.4616,11.1492,23.0079,9.8867,22.0686,11.2676,14.4313,13.1512,9.3581,3.3826,8.2464,9.8622,37.9772,26.5191,8.0105,,10.524,11.1824,30.1416,8.4657,93.2453,,7.3411,9.4185,9.0592,9.1022,9.635,11.4776,11.7049,9.2519,15.5791,11.2279,16.603,14.6563,21.5199,22.0847,16.3799,2.1008,6.4412,3.5958,3.4856,10.0683,15.3244,22.1014,19.8869,5.5446,9.5784,14.2841,8.0472,16.3605,5.0068,12.43,18.5741,41.9273,29.1475,,30.2828,6.9663,4.4758,7.6578,5.7263,26.6245,2.3712,7.5,3.4434,27.3865,8.4418,7.8017,2.8976,20.2378,13.2197,42.5575,24.0622,4.8011,11.0424,4.5868,30.0066,5.1077,12.9376,,5.0264,,4.7007,5.8348,8.8853,7.7735,18.9741,7.2736,13.9064,19.1175,9.1652,7.8862,15.0539,4.9761,6.3854,13.285,11.344,20.783,8.0294,5.6324,17.9572,12.2542,30.8762,18.9172,18.6836,13.9245,3.0919,21.3229,24.2197,6.3301,13.1558,9.33,7.9822,,6.2495,12.4348,9.3234,7.7444,2.8723,7.4801,3.1895,2.1985,12.7311,9.2901,4.6662,29.6137,11.5219,10.3637,13.1687,,3.5606,2.8357,6.1455,18.4066,21.5137,3.6505,7.6855,4.1571,7.204,22.954,44.9569,36.8113,3.9968,6.1328,4.0872,,6.1064,10.1781,3.0553,2.6569,12.2356,8.1071,8.076,8.2793,8.8852,12.6508,15.1783,6.5927,7.871,6.5295,6.1359,7.0683,13.0702,16.747,6.8262,3.047,16.6008,2.8133,14.4251,10.7311,4.27,8.4746,4.9324,5.9725,7.6779,12.1295,16.1306,,31.6816,4.123,18.3667,14.1106,7.97,13.1255,7.4808,15.5381,4.674,8.5683,6.15,12.5721,24.3022,14.7122,13.8768,11.858,7.9908,10.9555,8.5682,18.905,6.5471,,6.3558,57.9795,16.9678,12.4144,6.3057,18.5816,29.0678,17.2861,8.8248,12.5074,16.3344,4.452,4.4585,10.4398,17.3558,3.6207,16.1546,5.6547,5.5577,33.6401,4.2804,10.0313,3.8336,10.9568,12.7637,3.3519,17.7101,6.8234,30.5192,21.4613,5.5717,11.503,4.6614,7.2766,7.2344,8.1742,15.55,15.7335,14.624,242.1074,11.7824,16.8996,6.5842,15.4511,12.1641,3.53,24.4987,10.8013,5.7845,,9.8257,24.5694,6.5969,9.0103,3.05,12.3364,4.772,27.7235,13.7659,12.5148,8.171,1.8845,29.9623,7.1215,8.4159,26.0781,4.5327,8.2003,6.9909,12.3393,18.192,12.0155,14.4054,4.2804,12.6162,11.3838,6.7352,9.4505,9.5178,8.0326,2.4311,7.1854,3.3161,6.439,32.4684,8.016,6.2978,4.7637,9.7065,13.5318,23.8058,6.3382,,14.6636,9.661,18.7585,13.2166,23.683,5.6805,10.8472,,,9.4845,7.0769,32.8547,5.4087,12.9345,46.9574
20170623,8.6527,15.447,3.8503,14.6099,2.8987,5.6133,5.8983,6.1635,9.2797,5.6404,14.8154,8.0997,64.1421,14.0429,2.5301,22.87,6.1417,3.4905,10.0523,6.8674,,6.5211,9.006,8.8623,6.4614,9.4549,18.6809,8.4093,11.1205,20.4171,16.6919,6.7269,11.3943,8.0826,11.731,3.9732,5.098,24.6916,18.4511,2.2859,20.257,6.7759,13.3318,16.0687,15.1948,4.8519,11.248,8.1725,11.4286,9.5393,15.8121,6.2307,10.9249,5.3741,6.4315,,11.1358,17.0023,35.731,6.2664,3.281,9.5727,3.5441,4.5866,2.4155,11.3518,23.7441,9.8776,23.1937,10.9735,14.508,13.2456,8.9787,3.4113,8.2173,9.8334,40.3249,27.1014,7.8243,,10.5836,10.9346,32.5396,8.8792,97.232,,7.3691,9.426,8.7306,9.2486,9.2767,11.6328,11.856,9.1247,15.5972,10.7851,16.4849,14.9979,22.5613,24.2526,16.9529,2.1969,6.7911,3.9845,3.5083,10.4072,15.7272,22.6516,19.6775,5.5174,9.7529,14.3861,8.1306,15.4726,5.0248,12.7554,20.4876,41.9463,31.1788,,31.2205,6.9847,4.4391,7.5709,5.6943,26.7418,2.3632,7.6852,3.5011,28.4058,8.6191,8.0245,3.0167,20.0362,14.1923,41.3451,24.2134,4.5992,11.1751,4.8093,29.7518,5.1552,12.7629,,5.0529,,5.0305,5.6686,8.8185,7.4175,19.2502,7.2561,13.8616,18.6832,9.527,7.5782,14.3065,4.9493,6.3465,12.9302,11.5306,20.783,8.4383,5.4579,17.9609,12.7458,32.1013,19.1765,18.3541,14.2562,2.9474,19.7641,25.3359,6.3117,12.7726,8.74,8.1424,,6.426,12.4181,9.6785,7.5844,2.7313,7.2165,3.1752,2.1897,12.5307,9.1935,4.7002,28.999,11.9895,10.4739,13.3057,,3.3925,2.7963,6.1602,18.265,21.1835,3.5692,8.0089,4.2167,7.1794,22.9072,44.1427,37.4946,3.9288,5.9864,4.1048,,6.7622,9.8388,2.9863,2.7126,12.0089,7.9113,7.7528,8.2092,8.9637,12.3973,14.8022,6.6133,8.1942,6.4781,5.9756,7.4543,13.0503,16.908,6.5714,3.047,17.0519,2.7303,14.6835,10.9532,4.2,8.7348,4.9909,5.9556,7.5158,11.9255,18.1004,,32.7876,4.3167,17.6716,13.9624,7.86,13.7197,7.9292,15.8433,4.5252,8.5187,6.16,12.4827,23.9562,14.7408,13.0009,12.1174,7.7614,11.334,8.2826,19.0283,6.443,,6.7459,55.9656,16.8587,12.6175,6.0886,18.2631,30.0314,17.7323,8.8902,12.6441,17.4034,4.5061,4.3835,10.0953,18.0237,3.56,16.1667,5.4802,5.4583,32.8929,4.4135,10.0313,3.7742,10.9195,12.7729,3.4004,17.8301,6.6501,32.4985,21.678,5.4614,11.3708,4.6424,7.1949,7.0773,8.3663,15.7976,15.8794,14.0387,231.8121,13.0055,16.0053,7.1383,16.0326,11.963,3.35,24.4601,11.5278,5.5552,,9.5706,24.4115,6.3038,8.848,3.02,12.2562,4.6251,29.9989,14.1146,12.8452,8.1876,1.9122,30.6869,7.0518,8.0737,26.3013,4.4926,8.3275,6.6767,12.2977,17.6711,11.8625,14.2128,4.2873,12.1622,11.5902,6.8705,9.5012,9.4372,8.2336,2.4676,7.2089,3.3598,6.1974,31.923,8.9991,6.1247,4.7458,10.9109,12.8368,22.579,6.4057,,13.9175,9.2525,18.778,13.5308,26.2508,5.634,10.7661,,,10.1632,7.0674,33.0105,5.3188,12.5432,51.2867
20170630,8.5142,15.3125,3.8419,14.6721,3.0788,5.6401,6.0818,6.2945,9.3676,5.8734,15.1887,8.3999,63.5849,14.3578,2.6034,22.4287,6.3613,3.5603,10.3638,6.7924,,6.693,9.0382,9.3622,6.8018,10.0786,19.2553,8.2974,11.5097,21.7,16.9407,6.8717,11.1949,8.2118,12.8189,4.0664,5.0729,24.7111,18.9833,2.2859,20.9585,6.7386,13.456,15.8127,15.1948,4.9144,11.275,8.1639,11.3223,9.3655,17.3056,6.3805,11.0916,5.8569,6.6281,,11.4586,17.178,33.8515,6.5384,3.3962,9.6065,3.7505,4.5183,2.4892,12.1435,23.2708,9.8227,23.8576,11.2676,14.9296,13.4154,8.9593,3.459,8.7309,9.7565,39.4766,28.7653,8.3921,,10.9215,11.7115,32.8335,8.8345,97.7682,,7.4997,9.1635,9.2385,9.3249,9.3832,13.2046,11.9759,9.3594,15.7905,10.6375,16.6443,15.439,23.1945,24.1364,16.5577,2.3762,7.0177,4.0874,3.6217,10.6202,15.8115,22.9303,20.2327,5.6986,11.4143,15.3258,8.6418,14.7444,5.0518,12.8204,20.7999,43.8038,32.0506,,33.3713,7.2971,4.4207,7.6198,5.8384,27.2209,2.4031,7.7932,3.53,30.301,9.3193,8.4699,3.0325,20.8943,14.2868,43.0787,25.1247,4.5115,10.9576,4.9528,31.2644,5.2786,13.0734,,5.3268,,6.0112,5.7609,9.5997,7.194,19.2995,7.3634,13.868,18.3575,9.9416,7.6435,14.2535,5.0117,6.5312,13.1169,11.7447,21.34,8.2502,5.2199,18.8447,12.9952,32.4053,19.4458,20.7708,14.3017,2.9554,20.1759,25.477,6.3207,13.3228,8.89,8.1519,,6.5908,12.4181,9.5993,7.8155,2.7261,7.2856,3.3414,2.238,12.5689,9.3771,4.6832,30.8074,11.9895,10.6748,13.198,,3.254,2.7963,6.1381,19.0202,22.0341,3.7318,8.0945,4.2763,7.4247,23.7213,44.2054,37.1359,3.899,6.1759,3.9644,,6.647,10.2676,3.0258,2.6833,12.423,8.1506,7.9002,8.4021,8.9306,12.2129,14.6382,6.7617,8.3594,6.6909,5.9604,7.6923,13.648,17.0785,6.6756,3.0727,17.9772,2.7303,14.905,11.3492,4.59,8.8901,5.027,5.9213,7.7638,12.0646,16.72,,33.5905,4.2153,17.7573,14.1603,7.92,13.9325,8.0059,16.2562,5.2528,8.5754,6.24,12.948,25.1449,15.935,13.4241,11.896,8.2752,11.3245,8.9395,19.2092,6.2916,,6.7364,58.5886,16.69,13.2426,6.1873,18.9332,30.6235,19.9537,9.0781,12.5289,18.4582,4.6593,4.2239,10.3023,18.8837,3.577,16.6586,5.3137,5.6472,32.6378,4.4801,10.0313,3.9688,11.8427,13.0281,3.53,17.2853,6.7608,32.1152,22.7284,5.5813,11.6549,4.6424,7.2469,7.1319,8.5533,15.9164,16.4565,14.3632,228.6009,13.0055,16.4492,7.3099,15.9853,12.3683,3.34,24.5373,11.4704,5.4957,,9.8697,25.339,6.5777,8.9244,3.03,12.3453,4.5905,31.2008,14.9131,12.8263,8.783,1.903,30.8044,7.1476,7.4725,26.8693,4.5862,8.9387,7.5563,12.4058,18.1001,11.9486,14.1758,4.2804,12.2645,11.9656,6.9773,9.8464,9.6521,8.224,2.5844,7.1184,3.5776,6.0209,31.8177,8.832,6.1175,4.8266,12.2994,12.8871,22.6179,6.7434,,13.9636,9.1982,20.5845,13.1268,24.7217,5.7402,10.9735,,,9.9426,7.1337,33.9225,5.3563,13.5411,50.7045
20170707,8.8373,14.9378,3.8587,14.9208,3.2678,5.9617,6.9661,6.9165,9.7263,6.2811,15.2509,8.6722,60.4008,14.6629,2.7501,21.5853,6.3962,3.7199,10.3933,7.2175,,7.0005,9.183,10.0849,7.3941,10.3261,20.5055,8.3347,11.2186,21.0127,15.7839,7.0599,11.7647,8.3497,12.2217,4.0951,5.1381,24.2421,18.4028,2.2859,20.4182,6.7759,13.1278,16.1455,15.435,4.9612,11.221,8.0691,10.8972,9.5031,17.5354,6.5655,12.097,6.4381,6.9559,,11.2023,17.6033,34.5621,6.5656,3.6317,10.0387,3.9782,4.4695,2.6736,12.4934,24.8551,10.5269,21.6628,11.5734,15.2456,13.9532,9.0468,3.5068,9.1766,11.1743,40.1998,29.2644,8.1082,,12.9687,11.4923,35.26,8.7395,103.3243,,7.4624,9.4485,9.6791,9.9869,9.5962,13.8546,13.3204,9.8191,16.2668,10.8312,16.6443,18.363,22.5648,26.1301,16.4293,2.5428,7.7373,3.9216,4.0829,10.3104,15.7366,23.5091,19.3408,5.8979,11.3645,15.7555,8.4353,14.5947,5.1256,13.3215,19.344,43.4784,30.6754,,32.5578,7.5637,4.5858,7.7368,5.7023,27.3676,2.459,7.7083,3.6094,29.0142,9.0211,8.3913,3.0484,20.7117,13.8618,42.7898,24.1373,4.9328,11.0301,5.161,30.1135,5.2596,13.0929,,5.2826,,7.5415,5.7794,9.5842,7.1443,19.5066,7.3103,13.7528,19.3445,11.9389,7.7088,14.943,5.1544,6.502,13.1263,11.8345,19.9282,8.4464,5.093,18.4469,12.7387,31.4038,20.6125,20.9722,15.8301,3.0437,19.7524,24.1338,6.4968,13.1852,8.81,8.3229,21.0617,6.8321,13.437,10.5038,8.2245,2.7418,7.5406,3.6674,2.298,12.8742,12.287,4.7513,31.2863,12.9182,12.4484,13.5113,,3.3727,2.8062,5.9837,18.9163,22.8145,3.8537,8.6367,4.2337,7.4329,23.1505,46.4241,35.0178,3.9926,6.6582,3.9557,,7.3649,10.3242,3.0652,2.7112,13.6653,7.9403,8.2044,8.9459,8.8191,12.067,14.5322,6.6298,8.262,6.5521,6.0138,7.4067,13.8274,17.268,6.5888,3.1239,17.1819,2.7764,14.7481,13.2424,4.47,8.8261,5.0943,5.8015,8.1548,12.1387,16.5261,,31.9192,4.3075,18.3667,15.0805,8.49,12.9126,8.4018,16.1664,5.6,8.8869,7.21,12.6706,24.2715,15.8586,13.4733,11.9339,8.3944,11.334,8.891,19.6944,6.2159,,6.6888,58.176,17.1068,12.8732,6.2465,19.8289,30.3856,20.8558,9.2334,12.2397,18.3822,4.6773,4.3178,10.3023,17.9322,3.7222,15.6201,5.2978,5.7764,33.4579,4.4326,10.0313,4.2087,12.0572,13.2105,3.6598,17.4608,6.6871,30.2454,22.5023,5.8261,11.8632,4.7565,7.284,7.2732,8.9843,16.2829,16.2599,15.3025,222.9611,14.4574,17.9113,7.0658,16.0461,12.4673,3.3,23.9483,12.1013,5.4947,,9.94,29.2958,6.7841,9.3826,3.05,12.755,4.651,29.922,14.4542,13.6356,8.783,1.9954,28.8852,7.191,7.5835,30.777,4.8736,8.6803,7.5963,12.4225,18.6772,11.8529,14.3327,4.5151,12.2581,11.8342,7.0841,9.6284,9.9475,8.4538,3.0005,7.2558,3.7104,6.0673,31.1574,8.696,6.0453,4.8085,11.5535,13.7914,22.9295,7.11,,13.1715,9.2603,20.4967,13.5129,23.3755,5.7402,10.9644,,,9.8408,7.1716,32.8835,5.3638,13.9227,47.6134
