trade_date,600519.SH,601318.SH,600036.SH,000333.SZ,601899.SH,000858.SZ,600900.SH,601166.SH,002594.SZ,601328.SH,601398.SH,600276.SH,000651.SZ,600030.SH,600887.SH,600309.SH,002475.SZ,300059.SZ,000725.SZ,600919.SH,601288.SH,601088.SH,002714.SZ,000568.SZ,300124.SZ,600028.SH,002415.SZ,601668.SH,600809.SH,601857.SH,300498.SZ,601012.SH,600690.SH,000001.SZ,300274.SZ,601225.SH,300308.SZ,601601.SH,002142.SZ,600000.SH,600016.SH,601919.SH,600031.SH,000792.SZ,601988.SH,601985.SH,600406.SH,002352.SZ,600050.SH,000338.SZ,601169.SH,000063.SZ,601766.SH,600150.SH,000100.SZ,600837.SH,002230.SZ,601229.SH,002371.SZ,600089.SH,600660.SH,600048.SH,601688.SH,601888.SH,000625.SZ,600436.SH,601390.SH,600104.SH,601600.SH,002027.SZ,601211.SH,600438.SH,601006.SH,600019.SH,601818.SH,603288.SH,603993.SH,601989.SH,600585.SH,300015.SZ,002304.SZ,000002.SZ,601998.SH,603986.SH,601009.SH,600886.SH,600999.SH,601628.SH,600547.SH,000425.SZ,002050.SZ,000938.SZ,600893.SH,600926.SH,300014.SZ,603019.SH,600111.SH,600795.SH,000538.SZ,601939.SH,601669.SH,600674.SH,600015.SH,600760.SH,600009.SH,600426.SH,600958.SH,002311.SZ,600489.SH,002241.SZ,000166.SZ,000596.SZ,000157.SZ,601186.SH,603799.SH,600011.SH,300122.SZ,300408.SZ,002460.SZ,000776.SZ,002252.SZ,002049.SZ,002179.SZ,000977.SZ,002466.SZ,600584.SH,601377.SH,002129.SZ,002601.SZ,600010.SH,001979.SZ,600188.SH,601111.SH,000661.SZ,600115.SH,601901.SH,000768.SZ,603369.SH,000786.SZ,002236.SZ,601633.SH,600029.SH,601800.SH,002648.SZ,601788.SH,300433.SZ,600570.SH,600085.SH,002493.SZ,600346.SH,601117.SH,002271.SZ,600196.SH,601360.SH,002001.SZ,601872.SH,600845.SH,300347.SZ,600233.SH,000963.SZ,601021.SH,600176.SH,600600.SH,600219.SH,601699.SH,601336.SH,600023.SH,002180.SZ,601689.SH,600745.SH,601100.SH,000895.SZ,600362.SH,002736.SZ,600741.SH,300033.SZ,000983.SZ,002459.SZ,601881.SH,601898.SH,000999.SZ,000301.SZ,600372.SH,600515.SH,600183.SH,002812.SZ,601618.SH,600588.SH,601877.SH,000876.SZ,002555.SZ,002709.SZ,600332.SH,300450.SZ,002074.SZ,300142.SZ,002202.SZ,300316.SZ,300496.SZ,000408.SZ,600875.SH,601607.SH,002007.SZ,603806.SH,601238.SH,002821.SZ,601799.SH,000733.SZ,300413.SZ,600803.SH,300223.SZ,600132.SH,600061.SH,600018.SH,600460.SH,002410.SZ,000708.SZ,002603.SZ,000617.SZ,002841.SZ,600039.SH,603899.SH,600754.SH,000069.SZ,600732.SH,601808.SH,000877.SZ,601155.SH,600606.SH,000800.SZ
20181102,550.6107,55.679,25.3723,33.6997,3.2037,49.6374,13.0318,12.7984,47.5984,4.3444,4.2905,38.531,30.1818,15.2405,20.6761,27.119,9.9419,5.1387,2.6173,4.7847,2.8885,13.7747,9.2957,38.0201,15.513,4.4139,24.4193,4.4589,23.9085,6.7127,18.669,6.3502,12.3515,10.265,6.1563,6.0556,30.1385,29.3094,16.0641,8.8735,4.8708,2.0842,7.3908,7.88,2.7708,4.9916,9.7249,37.4931,4.9557,6.748,4.5159,17.6793,7.5654,11.1184,2.0865,8.8552,24.4235,7.2966,40.9047,4.7187,19.4094,10.1369,15.4841,56.5926,3.3859,81.2116,6.6161,23.0904,3.8077,5.7858,13.4897,6.1629,5.8137,5.5618,3.0308,31.6362,3.9001,4.1925,26.8854,7.7399,89.8656,19.3308,4.599,36.564,5.7226,6.5876,10.4178,20.8725,13.7471,3.0564,6.9502,17.9707,23.6857,7.0058,6.5118,22.1984,10.1476,2.2359,42.0789,5.4927,4.4196,7.0327,6.3281,17.5699,53.247,10.6832,8.4531,20.1182,7.4827,7.4709,4.2013,56.9739,2.8279,9.8499,21.7281,6.0391,24.8651,19.0693,17.4416,11.7384,19.2695,23.5367,16.2151,17.7746,25.1469,10.6551,4.4869,4.7524,9.968,1.5971,15.4259,4.4162,8.1301,89.8582,5.4504,5.5054,15.0409,14.6774,13.6556,11.9174,5.704,6.6428,11.3862,3.5739,9.8941,8.3804,16.2486,27.9624,6.8186,9.2328,5.2291,8.9182,26.1419,22.4986,8.7599,3.1428,8.1136,29.6863,10.7153,30.5522,35.352,7.582,30.9742,2.1421,6.1342,42.7021,4.0826,25.0706,10.4545,30.3148,12.8036,16.8742,12.8218,7.952,14.5877,36.5832,3.8847,5.8727,6.7539,4.597,22.2199,5.3321,13.8398,3.5478,8.4742,23.9953,2.8525,14.6319,21.487,6.0683,10.8752,3.7336,35.0756,15.0834,12.7913,16.3862,8.0921,9.8428,23.4823,9.4831,6.8613,17.838,17.9179,7.2318,10.1198,49.411,45.8513,11.7555,20.052,10.5036,18.5687,25.7412,5.983,4.8035,9.2247,18.3716,4.3479,7.3024,7.1063,57.2531,2.093,26.1779,23.9427,5.1223,2.9311,9.3521,6.3025,22.0228,4.7451,5.8934
20181109,515.8247,53.422,23.9251,32.7047,3.0951,46.2351,12.2304,12.2514,49.561,4.2278,4.0699,36.747,29.0394,14.4952,20.0281,24.8882,8.834,4.8891,2.5267,4.6324,2.7243,13.9518,10.245,36.1376,15.1071,4.2882,22.9721,4.336,22.7488,6.535,17.8668,6.5898,11.8903,9.7652,7.1512,5.8271,30.3282,27.1765,15.1047,8.5322,4.7107,1.9825,7.2819,7.74,2.6812,4.85,9.3975,35.7749,4.8211,6.5023,4.3986,19.1542,7.3398,11.8021,2.0371,8.3253,23.4268,6.8173,41.1837,4.6183,18.8672,9.7296,14.6355,55.1151,3.2521,77.3313,6.3047,22.3673,3.6104,4.8884,12.8469,6.7327,5.7144,5.3678,2.8879,30.4626,3.8349,4.1226,25.9968,7.3971,84.7421,18.4907,4.4055,33.0315,5.5261,6.5964,10.2244,20.1267,12.7698,3.0026,6.7498,17.8052,23.4111,6.6941,6.4963,21.401,9.797,2.1997,42.0789,5.1479,4.2454,6.7931,6.0621,16.6013,48.7671,9.9691,8.2299,20.5051,6.9007,7.0569,4.0717,54.4559,2.7869,9.2993,21.6872,6.0482,27.5417,17.6024,16.5823,11.2048,19.2695,22.0861,15.6333,17.2826,23.8663,10.1628,4.196,4.8552,10.2592,1.5478,14.5868,4.2482,7.6971,86.0308,5.1833,5.2883,14.4842,14.1205,12.96,11.497,5.6494,6.4939,10.7023,3.4959,9.3227,7.9059,15.9475,27.67,6.7169,9.165,5.0519,8.453,26.1039,21.8109,8.8732,2.8571,7.6341,29.3021,10.188,29.454,34.0647,7.4988,30.9174,2.0713,5.7996,39.9143,3.9628,25.8875,10.0926,30.3148,13.0547,17.2139,12.2857,7.9871,14.4584,35.7096,3.6845,6.3312,6.5358,4.4758,21.9904,5.3039,13.2749,3.5748,8.2583,24.2266,2.799,13.7696,21.3034,6.2471,10.1944,3.6436,34.7101,15.5279,12.6824,17.1931,8.3019,9.9,22.8447,9.3806,6.963,17.7144,17.5714,7.6277,9.8216,49.1047,46.4908,11.4333,20.0927,10.6488,18.3507,25.4279,5.7247,4.5512,8.9371,17.6304,4.2412,7.1184,7.0175,57.2993,2.0631,26.3462,22.0768,4.9595,2.9311,9.4472,6.1024,21.3807,4.594,6.0369
20181116,513.989,53.9429,23.8247,34.5385,3.1313,46.8638,12.222,12.3608,51.0974,4.2643,4.0623,35.5158,29.0019,15.0606,20.7987,25.8418,9.2364,5.5071,2.6626,4.7774,2.687,13.4272,10.4622,37.3617,15.4421,4.2254,25.108,4.5163,23.0507,6.3492,18.669,6.8694,12.4961,9.7837,8.1756,5.7199,34.0797,27.0118,15.0519,8.5401,4.6955,2.074,7.4181,8.17,2.6887,4.9474,9.6068,36.2548,5.0186,6.6953,4.4352,21.005,7.4526,12.1688,2.1525,8.936,25.1735,6.9357,45.039,4.7857,19.2484,10.3846,15.6403,53.6181,3.4373,77.8997,6.4085,21.4469,3.7781,5.3158,13.8239,7.0045,5.6719,5.339,2.9029,29.3076,3.8908,4.2524,25.646,7.4715,85.2866,19.4564,4.4597,39.402,5.6204,6.6584,10.7899,20.7804,13.1023,3.1371,7.2618,19.2246,23.7348,6.8933,6.9242,22.3778,10.0307,2.2721,42.0789,5.102,4.4288,7.0926,6.1951,17.2404,50.6927,9.8291,8.8905,21.7915,6.9007,7.5575,4.3586,54.3229,3.0574,9.7275,21.769,6.1946,27.9942,18.2216,17.4004,12.3431,19.2695,24.39,16.2434,18.5126,25.2829,11.2165,4.6897,5.1873,10.0949,1.6266,15.3848,4.3658,8.0908,88.5745,5.4405,5.7422,15.1386,14.7057,13.8386,13.0415,5.8041,7.0598,10.9155,3.5977,10.0845,8.2665,18.5451,28.4813,6.7678,9.1588,5.1405,9.0422,26.1798,24.2376,9.225,2.9247,8.3623,31.0928,10.6211,27.2028,35.0352,7.8995,31.0877,2.1863,6.0078,40.2327,4.0911,26.232,10.4282,30.3148,13.2478,17.6201,12.6554,8.2062,14.3371,40.9888,3.7964,5.7752,7.1903,4.5104,22.8351,5.548,14.5508,3.9608,8.3446,26.7707,2.8792,15.2184,21.3401,6.7238,11.2071,4.1747,34.1893,15.7922,12.8111,18.5279,9.3512,10.9671,24.6888,9.9872,7.3976,18.3943,17.9375,7.4576,9.8578,51.0745,46.4812,12.0679,21.6813,10.7759,18.3507,24.4417,6.6286,4.9381,9.6909,18.427,4.45,7.5127,7.7027,61.6892,2.1469,26.4864,23.6285,5.3279,3.1625,9.3616,6.3942,22.5261,4.9718,6.4585
20181123,511.1437,51.7852,23.3228,32.7951,3.068,46.2444,11.8964,12.2202,53.5259,4.2132,4.0547,35.6982,28.1526,14.221,20.536,24.3773,8.8573,5.0753,2.4543,4.6469,2.6646,12.8959,9.7784,37.306,13.6898,4.0787,22.9808,4.4507,22.2959,6.1715,18.1142,6.8055,12.2972,9.5523,7.7127,5.5414,30.1877,25.7353,14.823,8.3338,4.6193,1.9673,7.0731,8.45,2.6812,4.7173,9.1775,35.4965,4.7133,6.5198,4.3326,19.0578,7.4526,12.3471,2.0206,8.3702,24.4729,6.77,40.4863,4.4912,18.4859,10.3846,15.035,52.9571,3.1903,81.5252,6.3566,20.6417,3.6104,5.0081,13.4468,6.8204,5.4946,5.1091,2.8578,28.9504,3.6022,4.1127,24.391,7.2935,85.242,19.5507,4.3668,36.3841,5.5104,6.3131,10.3285,19.7124,12.9159,2.922,7.2395,17.4641,22.754,6.7201,6.4654,20.9126,9.4172,2.2178,44.9549,5.0943,4.3187,6.93,6.0543,16.4266,48.1384,8.954,8.3103,21.4723,6.9007,6.7969,4.118,51.4153,2.9181,9.4216,19.1231,6.1489,27.9296,17.0405,16.2935,11.7473,19.2695,23.3589,15.4716,16.1894,23.13,9.9658,4.4781,4.7445,9.7067,1.5478,15.1544,4.1431,7.9825,90.4739,5.213,5.3969,14.533,14.13,13.8936,11.4878,5.6039,7.1194,10.6934,3.2583,9.8179,7.213,17.0397,27.7737,6.3734,8.0124,4.9632,8.4902,26.028,22.1842,9.7617,2.8571,7.8081,30.6044,9.8867,26.1909,33.8865,7.7407,28.3449,2.1155,5.5914,38.1075,3.8686,23.9189,9.6518,30.3148,12.353,16.8004,12.1562,7.7854,14.03,38.6838,3.5904,4.8484,6.7358,4.268,22.174,5.257,14.0736,3.7983,7.8177,26.1925,2.7633,13.7638,20.128,6.5053,9.9477,3.7194,32.7549,14.8852,11.9102,19.1455,8.6881,9.6236,22.0404,9.8334,7.1572,17.6437,18.8063,6.8799,9.2885,48.5688,44.8587,11.1111,21.4718,9.5503,18.3507,23.1883,6.4933,4.6521,9.2942,16.6952,4.269,6.9672,6.9477,56.218,2.0093,24.7849,21.7531,5.1994,3.1555,8.8009,6.3109,23.2376,4.7527,6.4406
20181130,518.5782,52.4879,23.8833,31.8166,3.068,48.4355,11.9799,12.4546,56.4995,4.2643,4.0547,37.3056,27.6942,14.4524,20.8688,24.5902,8.799,5.0792,2.5177,4.6252,2.6646,12.7801,10.8645,38.0201,13.7413,4.1206,23.687,4.7294,24.6016,6.1473,19.1713,7.4285,12.4328,9.5893,8.2446,5.5129,30.8903,25.8506,14.8846,8.5004,4.6498,2.0842,7.291,8.32,2.6962,4.7084,9.4351,33.7879,4.7403,6.5988,4.3472,19.1542,7.5741,13.2885,2.0371,8.478,24.2952,6.7877,40.5361,4.5849,18.4859,10.4645,14.9548,53.6667,3.1698,79.6634,6.2096,20.4198,3.5907,4.9141,13.7468,7.434,5.4663,4.8289,2.8954,29.3957,3.6953,4.2325,24.7963,7.5725,89.4193,19.9747,4.39,37.6432,5.4868,6.4636,10.2244,19.8689,13.6262,2.9937,7.4009,17.5393,23.0286,6.6854,7.5068,19.9656,9.4756,2.254,44.6374,5.0943,4.3187,6.853,6.0934,16.1819,49.219,8.863,8.2389,21.8592,7.2241,6.9221,4.1087,54.1328,2.9099,9.6052,19.8649,6.3136,27.574,16.7071,17.3935,11.9874,19.2695,22.7474,15.8272,15.9981,25.435,9.8476,4.4605,5.211,9.4528,1.5083,15.5,4.0087,8.0514,92.8518,5.1932,5.3969,14.6405,14.6302,14.0675,12.1916,5.5948,7.0499,10.5069,3.3024,9.5036,7.4978,17.3568,27.4435,6.3861,8.3884,5.0164,8.7321,26.417,21.9583,9.6723,3.0526,7.4209,31.6528,9.5289,26.7714,34.2034,7.6576,29.1583,2.0005,5.5171,38.1763,3.8429,24.7949,9.6123,30.3148,11.941,16.9111,12.2764,7.8643,13.6987,39.6783,3.5786,4.5411,6.9812,4.2507,22.5229,5.0411,14.6774,3.6087,7.6881,29.1355,2.7633,13.5971,20.7524,7.0118,10.1774,4.2876,34.6096,17.0477,12.4349,18.6275,9.2505,9.7285,22.6976,9.6454,7.0462,17.8733,18.4402,7.6189,9.4421,47.9563,46.5576,11.0525,20.6281,9.7047,18.3507,23.9533,6.4319,4.6858,8.9668,15.8569,4.2226,6.8226,6.9033,54.3419,2.0153,25.6169,21.9816,5.148,2.9451,8.8009,6.3525,23.7409,4.6469,6.5213
20181207,538.7706,52.0828,23.9084,31.6439,3.077,49.1844,11.9799,12.5249,56.3905,4.2715,4.0699,33.2758,27.4161,14.6066,20.1594,26.5656,8.834,5.0634,2.4905,4.5599,2.672,12.998,11.9143,39.5131,13.8315,4.0927,23.809,4.8688,26.3103,6.115,19.7037,7.6362,12.4328,9.5153,9.4955,5.6128,30.2088,25.2,14.7614,8.6433,4.6269,2.0791,7.4362,8.4,2.6887,4.7084,9.8108,34.4502,4.7223,6.6866,4.3986,19.2698,7.8951,12.8822,2.1113,8.6666,24.1571,6.8351,43.4551,4.7053,18.6045,10.129,15.3999,56.8161,3.2367,85.1017,6.2009,20.313,3.5907,5.0252,13.9953,8.223,5.6151,4.9726,2.8954,30.6992,3.7698,4.2524,24.1961,7.8116,91.2937,19.8961,4.359,38.2278,5.4632,6.7292,10.4699,19.8413,14.1501,3.0116,7.8572,17.6196,23.1463,6.6768,7.9863,19.6616,9.5048,2.3083,45.578,5.079,4.4288,6.9899,6.0387,15.5927,49.052,9.087,8.0068,22.5749,7.4365,7.0376,4.118,55.5486,3.0492,9.8674,20.7352,6.7345,27.1279,16.2403,17.6754,11.9251,17.3448,23.2309,15.9444,16.1256,26.8996,9.8181,4.4429,5.6697,9.5125,1.5182,14.9817,4.1473,8.2089,91.895,5.2328,5.387,14.367,14.8473,14.7356,11.6432,5.4584,7.318,10.5069,3.506,9.4084,7.27,17.738,27.3775,6.5133,8.5486,5.0519,9.1414,24.785,21.7716,9.6961,3.0901,7.7477,30.2593,9.689,23.4377,33.8568,7.6954,30.1513,2.027,5.7401,37.6773,3.9371,23.663,9.665,26.5006,12.5204,17.3469,12.2857,7.8292,14.4018,39.2229,3.6316,4.7265,6.8903,4.268,21.6231,5.088,14.3073,3.6358,8.025,30.4712,2.799,13.7408,21.3034,7.2601,9.854,4.247,34.8015,17.288,12.1379,18.9263,9.41,10.3859,23.345,9.7052,7.2496,16.2131,18.4402,8.3315,9.3698,50.0513,47.2448,11.9508,22.5192,9.7138,20.699,24.921,6.315,4.6437,9.066,16.4458,4.2365,7.0395,6.9477,53.1405,2.0392,26.3088,21.6484,5.148,3.1976,8.991,6.4776,22.8384,4.6469,6.629
20181214,544.2409,51.2065,23.6992,32.6882,3.0589,48.9902,12.4892,12.3374,56.7969,4.1841,4.0699,33.5722,28.0549,14.4352,20.3959,26.4804,8.2509,5.103,2.4724,4.4657,2.6646,13.1752,11.2587,40.0602,14.1408,4.1136,24.3844,5.0573,26.7838,6.2119,18.8264,7.5124,13.0115,9.4135,9.2788,5.5486,30.4547,25.0353,14.4357,8.429,4.5354,2.0181,7.6814,8.18,2.6737,4.7173,10.0899,33.6151,4.7043,6.7568,4.3472,18.9421,8.1641,12.7931,2.0206,8.5588,24.4137,6.912,41.1538,4.6451,18.7147,10.3846,15.1329,58.9838,3.3396,90.0304,6.3826,20.3212,3.5315,5.3329,13.9267,7.6181,5.6435,4.8648,2.8653,32.2764,3.7977,4.2025,24.5001,7.8329,90.2404,20.7755,4.2971,35.235,5.3138,6.7647,10.336,19.5927,14.3969,3.0474,7.3452,16.787,22.3617,6.5815,8.4761,19.4274,9.0861,2.2631,47.3336,5.0637,4.5388,7.0669,5.9292,15.2432,50.3292,8.989,7.5515,22.8651,7.6028,6.8066,3.9329,55.9857,3.0082,10.3393,19.5086,6.7894,25.2789,16.2975,16.816,11.5872,10.2469,21.9723,15.3827,15.8796,26.0833,9.5818,4.3371,5.4878,9.3408,1.5379,15.2943,4.0297,8.1105,87.0634,5.1141,5.1502,13.8689,14.8756,14.4702,11.6798,5.3492,7.2088,10.9865,3.5434,9.0656,6.9758,17.3921,28.3115,6.4306,8.7212,5.105,9.4701,24.1777,21.8797,9.4457,3.015,7.6092,30.409,9.576,21.3512,32.1436,7.907,34.0385,1.9474,5.5543,37.4966,3.9028,23.1314,9.6387,27.2464,13.1062,17.2778,12.2394,7.689,14.523,38.8976,3.5609,4.4875,6.6085,4.242,22.5964,5.1256,13.6353,3.5071,7.8782,31.3385,2.8257,13.2636,22.0012,7.1707,10.22,4.3335,33.7965,17.9427,12.1775,19.5738,9.1917,9.9762,23.188,10.047,7.3236,15.542,16.7172,7.9298,9.4963,46.606,47.722,11.3747,22.7811,9.7773,19.7082,27.3633,5.9707,4.4754,8.7685,16.3834,4.1669,7.0658,6.7129,54.6192,2.093,26.5799,21.6674,5.2422,3.1976,8.9244,6.4943,23.1335,4.7451,6.5124
20181221,520.7902,48.2303,21.2398,31.1833,3.0589,46.7806,12.8398,11.7436,52.5148,4.1185,3.9482,28.5506,27.108,13.7927,19.3713,24.6753,7.697,4.9643,2.3547,4.3569,2.6198,12.8822,10.9288,36.796,13.4321,3.932,22.7106,4.754,25.1163,5.9776,19.3213,7.105,12.5233,8.747,9.1508,5.4414,28.4525,23.9318,13.7843,7.9925,4.3601,2.0486,7.6723,7.8,2.6663,4.6464,9.7893,31.6762,4.6146,6.8533,4.208,18.5469,7.8691,12.1688,1.9793,8.1996,22.9433,6.6398,39.6196,4.5313,18.9434,9.5458,14.2071,56.5926,3.2933,81.9465,6.1836,21.0361,3.4328,4.8799,13.4039,7.399,5.6577,4.757,2.745,30.3838,3.6581,4.0727,23.0658,7.0012,83.4568,19.0403,4.1887,33.4612,5.1016,6.9417,9.6216,19.5927,14.9359,2.9847,6.8222,15.824,21.5672,6.443,8.208,19.3526,8.8718,2.245,42.6901,4.8262,4.4563,7.1867,5.7649,15.0186,48.5707,8.688,7.2481,21.4046,7.5012,6.7007,3.8311,52.9166,2.9918,9.8761,18.8544,6.7802,24.0957,15.8212,15.8535,11.1693,6.93,21.5457,13.2169,16.0436,25.507,8.7644,4.2489,5.8753,9.3632,1.528,13.9862,3.8322,7.7561,79.6265,4.9163,5.0515,13.361,13.9506,13.3627,10.9395,5.1036,6.7917,10.4891,3.2752,8.6752,6.6626,17.075,25.3115,6.2144,8.3884,4.9189,8.8251,22.4981,21.0053,8.6049,2.8947,7.4316,27.6286,9.5948,20.3472,30.9355,7.7332,33.1967,1.9119,5.2048,35.6123,4.0055,22.3932,9.6255,22.8512,12.8487,18.0841,12.0823,7.5399,14.6523,36.1185,3.3196,4.5411,6.4449,4.1295,20.9895,5.1537,13.2847,3.3853,8.2323,28.2624,2.7811,12.8382,21.3585,7.1508,9.5307,4.1394,32.161,17.2699,11.3657,18.5279,8.453,9.6618,22.5505,9.4831,7.2496,14.9857,15.6922,7.8359,9.3518,43.453,45.2596,11.1013,21.9664,9.2054,18.9056,27.3356,5.8047,4.4081,8.5403,15.6561,4.0463,6.9343,6.5162,51.7542,2.0033,26.7108,20.3251,5.0709,3.1976,8.4302,6.0608,20.9468,4.5789,6.1715
20181228,541.5333,46.3785,21.0809,30.3117,3.0227,47.0395,13.2572,11.6733,50.5522,4.2205,4.0243,30.0667,26.8224,13.7156,20.0368,23.8324,8.1984,4.794,2.3818,4.3279,2.687,12.2351,11.5644,37.7048,12.9747,3.5269,22.4577,4.672,24.0526,5.8241,19.6287,6.9653,12.5233,8.6822,8.7863,5.3129,28.586,23.4129,14.2773,7.7782,4.3677,2.0537,7.5724,6.98,2.6962,4.6642,9.945,31.4362,4.6415,6.7568,4.1127,18.8842,7.8257,13.0111,2.0206,7.9032,24.315,6.622,37.6172,4.5447,19.2992,9.418,14.4207,58.5172,3.391,84.9057,6.0453,21.9153,3.5019,4.4782,13.1297,7.2587,5.8349,4.6708,2.7826,31.9145,3.4998,4.2424,22.8242,6.988,84.5457,18.7027,4.2196,31.1379,5.078,7.1277,9.9713,18.7732,15.2382,2.8951,7.0614,15.6786,21.3024,6.4083,8.1049,17.8823,8.5407,2.3174,44.3138,4.8798,4.4563,7.4177,5.7805,13.8353,49.8674,8.45,7.1142,22.4105,7.9261,6.6236,3.7663,51.2727,2.9181,9.5003,17.5869,6.7528,25.059,16.1165,15.1798,11.276,7.9073,20.5502,13.6089,14.5039,23.4661,8.1145,4.0903,5.7171,9.184,1.459,14.2741,3.6893,7.5199,82.895,4.6986,5.239,12.9313,13.6769,12.5939,10.4734,5.0945,6.5932,10.0007,3.282,8.3514,6.1785,16.649,25.9435,6.4179,8.1665,4.7505,8.0313,22.0806,20.013,8.9507,2.7744,7.4067,27.837,9.4159,20.7551,31.5,7.3099,32.9698,1.8677,4.952,36.3436,4.0483,22.5605,9.7242,21.0116,12.7521,18.1148,12.1655,7.3383,14.8705,35.5051,3.2313,4.0826,6.1995,4.0256,22.8259,5.1256,12.6419,3.1889,8.6902,28.5689,2.7722,12.246,22.2584,7.2303,8.033,3.8218,32.6726,17.3841,11.4449,19.0259,8.3859,9.5474,21.6775,9.5856,7.2959,15.0122,16.0095,7.8594,9.2976,47.2255,45.3359,10.6815,21.5358,9.0238,18.0832,28.3218,5.528,4.3577,8.0543,14.416,4.0695,6.8752,6.8208,52.586,1.9615,28.2815,20.2775,5.4392,3.1695,8.1166,5.9274,20.5563,4.6167,5.9383
20190104,552.5382,46.7836,21.3402,30.4186,2.7874,45.8006,12.7897,11.8764,50.2053,4.2715,4.0091,30.9787,27.5439,13.7156,19.7216,24.2241,7.7028,5.0674,2.3818,4.4149,2.6795,12.31,11.9867,36.1376,13.0907,3.5619,22.5885,4.6966,23.4076,5.8888,20.296,7.165,12.2882,9.0247,8.5795,5.3343,27.6165,23.8659,14.4797,7.9052,4.4058,2.1808,7.3273,6.81,2.6737,4.7173,9.9986,31.6282,4.6684,6.6778,4.1713,18.5083,7.9732,13.3084,2.1195,8.5947,26.7721,6.6812,39.0617,4.8727,18.4097,9.7695,15.7471,55.5039,3.5454,81.0156,6.0626,20.3376,3.5216,4.4868,14.3724,7.0834,5.764,4.678,2.8879,30.3745,3.565,4.502,22.1382,6.8285,80.6541,19.5742,4.2119,30.3434,5.1488,6.9063,10.6634,18.8653,15.6361,2.913,7.0114,15.9946,21.8124,6.5555,8.208,18.1814,8.94,2.3265,42.5103,4.8722,4.5846,7.161,5.8588,14.5942,48.944,8.0299,7.8818,21.9172,8.037,6.6333,4.0902,49.6099,2.9181,9.6838,17.6512,6.4966,24.3285,14.4972,15.5442,11.7562,7.8086,21.1048,13.9402,14.7226,24.1544,8.2622,4.4605,5.8278,9.296,1.4985,14.2906,3.6683,7.5002,81.7108,4.7778,6.3243,13.5759,13.3654,12.7403,10.5922,5.14,6.7917,10.0362,3.2277,9.2751,6.0931,17.0814,25.302,6.507,8.4069,4.8391,8.1305,20.6573,20.0621,8.6705,2.8044,8.135,26.0919,9.4159,20.0099,31.2326,7.2569,31.5889,1.9031,4.9817,37.3675,3.9884,22.7377,9.6847,20.4647,12.3852,18.445,12.184,8.0134,14.1189,38.5723,3.1901,4.1021,6.9176,4.1035,22.1924,5.0599,13.4795,3.2905,8.3878,28.7308,2.7633,13.5108,20.5688,7.4687,8.1181,3.8288,31.2839,16.0385,11.5637,18.0099,8.2264,9.395,22.9624,9.56,7.5548,14.7649,15.2627,7.7714,9.3789,47.6709,42.8448,11.1697,21.2507,9.1146,18.3606,27.5015,6.1797,4.4166,8.2725,14.707,4.1623,6.8292,6.586,52.0315,2.0213,26.4864,19.2113,5.2508,3.422,7.936,6.0357,21.7798,4.6545,6.1625
20190111,583.6345,48.0071,22.1349,32.7623,2.7603,46.8638,12.8481,12.0327,48.5896,4.3153,3.9862,31.8907,28.3555,14.538,20.5885,26.3186,8.6008,5.0158,2.4271,4.3859,2.6347,12.6097,12.1556,36.4436,14.0313,3.7365,24.8029,4.6638,24.2722,5.9615,20.8508,8.0037,12.7222,9.4412,9.3576,5.4486,29.2253,22.96,14.5325,7.9766,4.3982,2.3333,7.4362,6.59,2.6364,4.7615,10.2884,31.561,4.8121,6.9323,4.2006,19.7711,7.843,13.6255,2.2597,8.5858,28.5879,6.6398,41.3331,4.9463,19.1044,9.5778,15.8183,58.9838,3.9313,83.4359,6.1058,20.6827,3.5512,4.7773,14.2867,7.6707,5.7853,4.8432,2.9105,31.2698,3.565,4.472,23.1282,6.895,83.9031,19.8647,4.2042,30.5933,5.1409,6.8178,10.3657,18.8285,15.3389,2.9488,7.5845,16.2704,22.2832,6.5209,8.3936,18.0717,8.8231,2.3446,44.17,4.8722,4.5755,7.0926,5.8353,15.423,48.2366,8.562,7.3195,21.7625,7.7506,6.8162,4.0347,52.3845,2.9754,9.4216,17.2481,6.3776,24.3608,15.1069,15.4273,11.9251,7.2163,21.7803,14.91,14.677,23.3781,8.6364,4.6104,5.8436,9.2363,1.5083,14.5456,3.6305,7.9923,84.3302,5.0251,6.7091,13.82,14.3471,13.2254,11.1497,5.6221,7.2981,9.9118,3.3567,9.1608,6.3209,17.9366,25.4341,6.6978,8.3761,4.8835,8.5088,21.0274,20.3765,8.8434,2.9548,8.2415,25.4928,9.7455,19.602,30.9454,7.2267,31.4092,1.9474,5.071,33.9775,3.9285,24.4701,9.9676,20.3553,13.1898,18.9672,12.4428,7.6451,15.1615,38.6652,3.196,4.2533,6.8176,4.1468,21.2558,4.9472,14.2099,3.3582,8.7593,26.8054,2.7187,13.873,21.7625,7.5878,8.7308,3.9365,31.9326,16.2908,12.2072,18.6275,8.856,9.757,25.2577,9.6967,7.8599,14.4029,15.087,8.267,9.5867,49.411,47.4643,11.4821,22.0828,9.2326,18.9254,26.8103,5.9522,4.467,8.8776,16.044,4.2319,6.9343,6.4274,52.5675,2.0332,26.3368,20.1537,5.3536,3.8988,8.0881,6.2275,21.5108,4.7225,6.3778
