trade_date,600519.SH,601318.SH,600036.SH,000333.SZ,601899.SH,000858.SZ,600900.SH,601166.SH,002594.SZ,601328.SH,601398.SH,600276.SH,000651.SZ,600030.SH,600887.SH,600309.SH,002475.SZ,300059.SZ,000725.SZ,600919.SH,601288.SH,601088.SH,002714.SZ,000568.SZ,300124.SZ,600028.SH,002415.SZ,601668.SH,600809.SH,601857.SH,300498.SZ,601012.SH,600690.SH,000001.SZ,300274.SZ,601225.SH,300308.SZ,601601.SH,002142.SZ,600000.SH,600016.SH,601919.SH,600031.SH,000792.SZ,601988.SH,601985.SH,600406.SH,002352.SZ,600050.SH,000338.SZ,601169.SH,000063.SZ,601766.SH,600150.SH,000100.SZ,600837.SH,002230.SZ,601229.SH,002371.SZ,600089.SH,600660.SH,600048.SH,601688.SH,601888.SH,000625.SZ,600436.SH,601390.SH,600104.SH,601600.SH,002027.SZ,601211.SH,600438.SH,601006.SH,600019.SH,601818.SH,603288.SH,603993.SH,601989.SH,600585.SH,300015.SZ,002304.SZ,000002.SZ,601998.SH,603986.SH,601009.SH,600886.SH,600999.SH,601628.SH,600547.SH,000425.SZ,002050.SZ,000938.SZ,600893.SH,600926.SH,300014.SZ,603019.SH,600111.SH,600795.SH,000538.SZ,601939.SH,601669.SH,600674.SH,600015.SH,600760.SH,600009.SH,600426.SH,600958.SH,002311.SZ,600489.SH,002241.SZ,000166.SZ,000596.SZ,000157.SZ,601186.SH,603799.SH,600011.SH,300122.SZ,300408.SZ,002460.SZ,000776.SZ,002252.SZ,002049.SZ,002179.SZ,000977.SZ,002466.SZ,600584.SH,601377.SH,002129.SZ,002601.SZ,600010.SH,001979.SZ,600188.SH,601111.SH,000661.SZ,600115.SH,601901.SH,000768.SZ,603369.SH,000786.SZ,002236.SZ,601633.SH,600029.SH,601800.SH,002648.SZ,601788.SH,300433.SZ,600570.SH,600085.SH,002493.SZ,600346.SH,601117.SH,002271.SZ,600196.SH,601360.SH,002001.SZ,601872.SH,600845.SH,300347.SZ,600233.SH,000963.SZ,601021.SH,600176.SH,600600.SH,600219.SH,601699.SH,601336.SH,600023.SH,002180.SZ,601689.SH,600745.SH,601100.SH,000895.SZ,600362.SH,002736.SZ,600741.SH,300033.SZ,000983.SZ,002459.SZ,601881.SH,601898.SH,000999.SZ,000301.SZ,600372.SH,600515.SH,600183.SH,002812.SZ,601618.SH,600588.SH,601877.SH,000876.SZ,002555.SZ,002709.SZ,600332.SH,300450.SZ,002074.SZ,300142.SZ,002202.SZ,300316.SZ,300496.SZ,000408.SZ,600875.SH,601607.SH,002007.SZ,603806.SH,601238.SH,002821.SZ,601799.SH,000733.SZ,300413.SZ,600803.SH,300223.SZ,600132.SH,600061.SH,600018.SH,600460.SH,002410.SZ,000708.SZ,002603.SZ,000617.SZ,002841.SZ,600039.SH,603899.SH,600754.SH,000069.SZ,600732.SH,601808.SH,000877.SZ,601155.SH,600606.SH,000800.SZ
20210723,1807.2439,51.077,45.4514,59.2094,9.7249,261.0479,17.5084,17.492,257.4181,3.8388,4.143,61.0354,39.7861,21.424,32.0817,110.9423,40.1331,23.4651,5.6581,6.2853,2.6093,15.0773,46.3588,206.993,79.2967,3.3349,62.5309,4.2808,346.987,4.122,12.6761,64.8161,24.7718,19.2749,136.7565,9.3518,34.1152,26.8288,32.8002,8.684,3.7626,12.9467,26.3794,8.84,2.6697,4.6136,18.5906,60.1757,3.9483,17.0749,3.8916,35.2463,5.5513,15.6117,6.7718,11.2436,62.3371,6.4746,372.5171,11.0807,44.9613,9.7908,14.3307,273.6738,14.2379,413.2581,4.8939,18.8133,6.1949,7.1375,15.4451,39.377,5.2253,6.9294,3.0286,87.9115,6.865,4.06,34.2589,37.2815,188.2032,19.5739,4.2475,193.5042,8.9359,8.271,17.1634,30.0711,17.4425,5.8502,20.797,26.9384,60.2806,12.6668,123.0492,30.0806,38.6426,2.2089,68.4096,5.2289,4.1937,10.577,5.0432,51.9559,43.13,32.2358,11.6604,69.9659,8.2041,38.6257,4.3548,216.1574,7.4223,6.7603,105.6347,3.92,112.2985,47.4178,132.6186,14.676,7.4207,122.0025,45.2714,30.0884,83.058,35.3851,8.7205,38.9012,26.3992,2.6685,9.8369,9.3988,7.23,348.5425,4.9,9.1507,27.9256,51.3546,37.6086,21.0565,53.9493,5.86,6.1139,18.51,16.1864,24.4817,46.2635,36.3749,19.823,26.7335,9.2805,47.5322,75.715,12.4071,20.4844,3.842,38.181,160.2543,9.2386,36.4335,53.8,14.5946,93.5337,4.867,10.3363,39.5726,3.26,33.4894,31.3554,88.1922,102.8249,23.7206,24.4757,10.2853,19.252,98.2662,6.8007,27.9323,9.7635,7.3357,23.4715,27.1934,16.1429,7.7117,21.3947,258.4814,3.7688,36.3743,34.9022,12.05,19.3152,50.7071,30.2548,64.1546,59.7375,76.3735,12.7489,57.2725,134.843,22.8534,10.8902,18.4083,37.2337,64.9144,14.2048,255.3512,215.3582,77.7321,57.2376,17.2145,145.8148,185.9582,7.9004,4.7433,63.2668,49.2139,20.3462,17.2423,5.1989,109.9754,4.0511,69.9936,47.5473,7.0236,10.2376,12.5703,12.7197,36.07,4.2884,10.309
20210730,1597.0234,47.559,42.2276,56.1588,9.8401,212.4786,17.7041,15.6182,263.4187,3.7257,4.046,53.978,38.5524,19.9657,31.4137,106.109,36.6903,21.3538,5.3505,5.5029,2.557,14.424,41.3328,163.5866,76.4398,3.2774,56.5933,4.0795,279.7257,4.0957,12.3616,60.3424,23.5823,16.9638,167.2576,9.277,42.2799,23.9563,29.9023,8.1854,3.5655,11.6712,23.9217,8.84,2.6258,4.585,21.2001,57.6965,3.8365,15.844,3.7349,37.6012,5.3242,14.7632,6.4908,10.4652,58.3539,6.2728,431.0017,10.8231,44.1568,8.7898,13.2311,237.523,13.4485,363.064,4.9659,17.2182,5.8891,6.6997,14.448,39.0876,5.1038,6.7838,2.9054,85.1269,6.7191,3.81,31.2649,34.5231,155.9652,17.4988,4.0201,227.109,7.856,7.9346,15.7284,26.9869,17.4629,5.431,20.9241,26.2222,54.471,11.4124,110.5311,31.857,46.7831,2.1993,64.9016,5.0876,4.7059,10.3409,4.798,47.7724,38.55,29.2975,10.2604,62.0514,7.7504,37.4752,4.1609,181.8167,6.9136,6.7146,100.0589,3.83,103.6284,45.6317,136.5468,14.657,7.2721,136.2978,44.101,30.2273,99.8517,38.6395,7.9758,39.8485,25.5844,2.8273,8.8715,10.3332,6.58,291.3509,4.41,8.7045,28.8988,40.055,30.9353,19.8096,59.6045,5.35,6.2963,17.6695,14.699,24.7153,42.6289,33.5323,18.1898,26.9272,8.4132,48.6608,79.6857,11.7947,19.8625,3.5852,41.4041,155.3264,8.8187,34.3525,47.47,13.6259,77.3474,4.8013,10.1735,36.2413,3.27,35.7472,33.3832,109.0136,95.5075,21.8881,24.4284,9.7595,17.6816,88.1286,7.3397,29.8663,9.0249,6.7083,22.9615,26.6829,16.1919,7.8335,25.1434,246.4306,3.5775,35.5016,41.3225,11.41,17.0672,48.7929,28.6957,74.2689,54.5191,85.8478,13.7891,61.7807,144.2474,23.947,11.2962,18.0386,35.9347,67.9455,13.4359,278.8086,202.5889,80.7134,54.677,16.5899,188.7635,148.1739,7.1576,4.497,69.3358,44.1971,19.5976,18.2109,4.9026,104.9119,3.9034,67.4522,40.4212,6.336,8.7912,11.9143,11.3043,31.67,3.925,10.3466
20210806,1589.4235,47.559,43.2175,62.207,10.2529,217.5319,17.7506,15.5121,301.9996,3.7431,3.9931,54.3949,38.7472,20.3987,33.3047,104.9706,40.3315,22.6467,5.3785,5.5029,2.5395,14.8652,41.3425,170.6999,82.8703,3.261,54.8584,4.1619,302.1037,3.982,12.8333,64.5422,25.2627,17.1269,159.2436,9.0777,41.3584,24.3061,29.3485,8.2307,3.5655,13.3366,28.8661,8.84,2.6258,4.7951,20.6052,58.5554,3.8738,18.204,3.7436,38.4249,5.4604,16.6498,6.7455,10.6359,56.7606,6.2991,375.1311,11.9892,48.929,9.4396,13.4559,248.3643,14.1721,372.9937,4.9942,17.988,5.5636,6.5211,14.5994,45.8433,5.0691,6.3898,2.9054,85.2383,6.7483,4.05,34.7005,32.994,162.7496,17.8714,3.9847,193.4943,7.649,8.2243,16.0511,26.8134,17.3933,6.0552,22.2147,29.6741,63.4883,11.1106,119.0599,31.5807,47.0479,2.2569,63.3082,5.0169,5.363,10.3409,4.8068,52.5545,37.52,30.8614,11.5758,66.8041,7.6748,41.0546,4.1996,176.447,7.7675,6.8587,100.0742,3.98,111.8944,44.9252,133.9935,15.7984,7.2423,139.5935,50.0858,32.9545,104.1339,38.245,8.559,39.1639,25.8589,2.7479,8.7862,9.6462,6.31,264.9373,4.32,8.2683,33.2684,40.2206,34.2243,19.7346,61.3815,5.26,6.4306,20.1812,14.8934,26.1949,39.9583,33.0324,18.2583,28.7353,9.1842,53.5383,77.6906,12.0318,19.8164,3.6899,41.559,169.2132,8.8577,34.8848,47.75,14.8048,79.0816,4.7638,10.6212,35.9996,3.34,37.1297,39.763,114.2788,109.3998,22.3142,23.4445,9.8887,19.9616,90.0877,7.2236,31.7023,9.2522,6.4038,23.0481,22.2259,18.456,7.3664,26.1034,288.1266,3.5297,38.8634,49.7529,11.73,15.7449,59.6497,28.7722,78.0703,63.7087,86.5566,13.5123,63.3577,138.1029,26.0828,11.5774,17.9533,36.5012,70.3531,13.9357,296.5386,214.267,92.078,52.3049,15.7476,160.4291,157.7734,7.1962,4.5609,65.1571,44.4918,21.077,18.9665,4.9408,102.0537,4.0254,71.1497,40.6907,6.4342,10.3716,12.0514,12.0444,32.5,4.0068,11.032
20210813,1617.0458,48.1262,46.4776,63.3212,10.8385,231.7774,18.2631,16.4667,298.5565,3.7953,4.0636,56.1121,37.757,21.3003,33.2012,105.9037,39.0318,22.1172,5.3878,6.0567,2.557,15.2386,45.8112,180.605,72.6698,3.2856,52.5575,4.235,315.6206,3.982,13.2264,59.1063,26.084,19.0735,143.5146,9.2936,40.0703,24.9414,33.1694,8.3214,3.5924,14.3147,29.7142,37.32,2.6609,4.862,21.2271,58.6726,3.939,18.3983,3.7523,34.4032,5.5483,17.3984,6.6225,10.8728,53.9026,6.343,348.1735,12.3111,46.5246,10.5548,13.8514,253.9328,15.3197,383.9551,4.9565,18.0913,6.2146,6.7801,15.0,41.6922,5.1125,7.0664,2.9494,85.8992,7.0595,4.02,36.3432,31.1355,165.1993,19.3028,4.0644,170.2059,8.315,8.5234,16.7061,27.3821,18.0993,6.1576,24.7569,25.4264,62.0682,12.78,109.067,29.5082,44.3017,2.305,61.9903,5.2201,5.1504,10.7848,4.8681,50.984,38.2,35.3257,12.7879,68.059,7.8166,40.8087,4.2675,199.8135,7.9947,6.7927,95.858,4.02,103.7985,43.2962,123.6539,17.3487,7.2423,136.8471,50.2188,31.4272,98.453,34.6553,8.873,37.2614,31.2365,2.7578,9.4592,10.1133,6.57,293.6569,4.42,8.2881,31.4908,43.3183,34.8916,19.1815,57.3856,5.4,6.3922,22.3286,14.8545,24.0923,39.3615,33.5494,19.5492,28.5508,10.6875,50.7457,69.8272,11.8935,21.0065,3.823,40.4743,156.2135,9.014,34.4589,48.9,15.9654,84.4977,5.5609,12.0862,37.1402,3.3,36.3042,39.6345,106.0021,103.3915,23.0131,23.9081,10.1931,19.9983,92.9217,7.2236,30.209,9.4037,6.6898,23.51,25.9073,18.2305,7.671,24.4302,257.3091,3.5584,37.594,52.524,12.18,15.9476,57.8176,29.107,77.611,56.7341,76.5931,13.2547,59.9813,130.2889,23.0756,12.77,17.9723,36.2179,66.7949,14.5988,292.6922,195.7864,91.9305,55.5802,16.817,152.8488,166.8646,7.8232,4.6247,60.491,44.0006,22.4851,18.0075,4.9886,108.0636,4.2501,72.2771,44.5831,6.8664,9.4262,12.2472,12.5994,36.55,4.0522,10.7785
20210820,1472.4282,46.9742,46.3414,63.666,9.6385,198.6471,18.4961,16.1397,283.6993,3.8127,4.1077,48.1017,37.4162,21.7779,31.2631,97.8419,37.6527,21.6014,5.3132,5.9249,2.5832,14.6446,43.3569,156.1063,68.1144,3.2528,49.7,4.2716,266.072,3.8507,12.7743,55.5667,24.649,18.6228,137.3546,8.6957,37.3058,24.3706,32.431,8.403,3.5924,13.2177,27.0252,41.5,2.6522,4.9193,20.9905,56.6716,3.8924,17.9078,3.7871,34.477,5.5389,18.2668,6.3854,11.4985,51.4828,6.3956,364.9547,11.8461,43.1146,11.3308,15.3485,224.9767,16.4014,343.9188,4.9847,17.2557,5.7904,6.3424,15.6211,44.2787,5.1645,7.1863,2.967,78.3028,6.4566,3.95,37.2264,27.495,152.0706,19.269,4.0821,165.9411,8.234,8.6039,17.2187,28.5869,17.4927,5.9899,23.74,25.4761,62.5647,12.6479,96.7847,29.6859,42.0754,2.3914,58.1609,5.2377,5.6915,10.3976,4.8593,51.4277,39.0,30.5581,15.043,64.6698,7.7126,38.3504,4.51,186.3257,7.3496,6.8304,93.7957,4.75,95.4722,38.3699,126.4387,18.861,7.1829,154.0457,50.6071,30.6636,112.7558,34.4284,10.147,36.7759,28.1832,2.5892,9.516,9.2119,7.1,258.1147,4.63,8.5856,31.7589,39.7141,34.0908,19.7534,57.2089,5.61,6.5746,20.0646,15.1754,24.472,40.9301,31.8798,18.4343,25.3406,9.3865,48.6225,61.7301,11.686,21.8433,3.7184,43.0156,133.9099,8.9749,36.6949,51.9,16.6782,83.0405,5.0076,10.4747,37.4463,3.35,34.6431,37.7947,101.5147,91.4726,21.4875,21.4766,10.8572,19.339,103.6964,7.2983,26.7817,9.7541,6.3299,22.9808,25.6521,18.2992,7.6507,23.0679,254.3287,3.5393,35.7495,49.0504,11.59,15.283,61.1965,28.6957,74.1418,52.8727,81.0957,13.2727,58.9752,125.3002,24.9978,16.1541,17.8775,34.9677,65.3453,14.9064,239.2426,183.6757,96.5845,52.8607,17.3375,154.2794,134.5274,8.537,4.6247,59.4463,41.0116,22.1999,17.126,4.9886,108.8396,4.2758,68.0541,45.2617,6.9843,8.8406,11.9241,14.8381,35.57,3.9886,10.2621
20210827,1518.1134,46.0792,45.7239,59.9522,10.0321,197.9733,18.1979,15.9187,286.7444,3.7953,4.0901,45.7096,36.9929,22.2181,31.5172,97.6927,37.6824,21.3194,5.3132,5.7139,2.557,15.4083,41.9683,163.8449,73.7301,3.3678,48.8929,4.3265,274.8354,4.1395,13.0102,63.7767,25.0802,17.6351,148.6978,9.7504,35.8789,24.1036,30.2714,8.3123,3.5745,14.3676,26.312,42.29,2.6522,5.053,21.3961,55.8517,3.8645,19.0122,3.761,33.5415,6.1938,22.2097,6.2887,11.7829,52.4089,6.3255,389.0987,14.6788,42.7032,10.4707,14.8683,236.7641,15.3854,358.7985,5.2957,17.7345,7.1517,6.6194,16.1912,51.8846,5.234,7.7945,2.9142,78.7781,7.5457,4.2,34.727,27.6714,161.8119,18.7184,4.0555,173.2564,8.261,8.6907,17.0098,28.3941,17.9601,5.7571,25.1382,24.0735,62.3661,12.1292,100.3613,29.0148,48.1268,2.3626,55.9316,5.1671,5.7495,10.8131,4.833,53.8082,41.39,33.6765,15.5973,62.4269,8.3364,46.0106,4.5003,193.9743,7.2315,7.0471,104.0002,5.2,108.0505,38.3307,137.7323,19.2795,7.1334,164.4248,51.5008,30.0091,125.9762,32.9491,9.0002,41.6713,31.1421,3.2935,9.516,11.7458,7.17,245.6225,4.66,8.2862,29.7727,41.1363,32.5846,20.3721,61.8233,5.67,6.8337,20.1423,15.6225,23.5764,39.9048,32.8776,18.5321,24.99,11.9693,47.3696,65.1558,11.6366,22.5113,4.1083,44.9432,134.521,9.0824,30.4032,52.48,16.1938,85.44,5.3921,11.8013,37.743,3.48,35.1206,34.7679,112.5637,89.8509,20.9334,24.05,10.7096,20.74,108.6035,8.7828,34.3462,9.773,6.9943,26.9937,31.0809,19.4212,7.7658,22.6748,277.1785,4.3619,35.0653,55.9098,11.11,15.2562,67.292,28.4278,73.6825,53.4015,81.4451,13.5742,69.4235,121.0919,26.0486,14.6802,17.9818,31.3049,76.988,16.819,246.795,183.5479,96.5255,47.4416,19.3063,150.6631,137.1359,8.537,4.7616,59.2772,42.1412,20.8988,16.6417,4.9122,100.511,4.4941,67.1656,45.3615,6.611,9.2427,12.7563,13.8852,33.46,3.9886,10.525
20210903,1577.2674,45.8222,47.2223,61.9329,10.6273,198.1754,18.6918,17.1826,252.8704,3.8998,4.1694,45.7592,35.0582,23.8892,34.0197,95.9665,33.932,21.512,5.4251,5.6875,2.6268,16.944,44.8334,178.2773,67.7414,3.5814,47.6868,4.6375,261.2794,4.4195,13.1183,60.1106,27.2244,17.2995,139.4079,11.6108,36.6914,25.6043,32.0065,8.3758,3.6999,13.1846,27.1119,38.94,2.6873,5.4255,24.2016,54.8463,3.939,18.0756,3.8829,32.3916,6.278,24.8749,6.2975,12.5223,49.322,6.5009,328.2397,20.2943,42.2278,11.4804,16.3467,232.9894,14.1794,326.1128,5.748,18.2509,7.4871,6.4318,16.6049,52.9518,5.3555,8.6082,3.0727,66.8823,6.9136,4.34,38.5865,24.1838,159.1517,18.7452,4.1706,145.9796,8.5129,9.607,18.054,29.8398,18.2584,6.7259,25.0404,23.7552,58.5427,13.5157,88.3836,27.9489,50.4414,2.6411,60.2395,5.3084,6.6868,11.1814,5.0081,52.7658,45.2,33.2405,14.7423,63.9782,8.4026,46.0204,5.1792,215.3358,7.8402,7.895,89.3503,7.06,105.444,35.6418,126.4948,20.4399,7.0046,154.1456,46.3832,29.4537,108.3778,32.8604,9.5923,39.2594,28.8779,3.6407,9.9331,14.2356,7.56,230.7005,4.85,8.5541,28.73,42.1493,34.005,20.2315,60.4783,6.01,8.3118,19.2387,16.3128,23.849,41.3051,33.4111,19.3145,25.1837,13.3667,46.901,60.9224,12.0318,23.4019,4.4602,45.7614,129.1595,10.6742,29.9289,57.42,17.9119,83.7011,4.7638,12.0617,39.6348,3.66,37.9851,35.3317,111.7858,90.31,21.3766,24.8825,11.4199,20.8956,113.311,9.9356,35.7416,10.5117,7.5203,26.7531,32.3572,17.6377,8.0637,20.9742,254.8155,4.7254,32.4473,55.3439,11.72,17.7083,60.8098,29.2791,66.5293,51.9647,72.0806,16.676,72.558,115.0759,23.8786,15.9989,18.6548,29.0193,71.9751,18.5008,228.0473,182.2012,96.3877,44.2656,18.6752,138.5723,127.1624,9.1255,5.318,53.0291,43.3621,21.7009,16.6514,5.1797,77.4654,5.1232,63.3153,50.0823,7.171,11.1759,13.8136,15.2543,36.36,4.2339,10.8724
20210910,1581.4145,45.8222,49.1475,64.0197,11.4913,205.6928,19.0086,17.4478,264.3143,3.9868,4.2223,47.0992,35.6196,24.5002,34.2455,98.1125,35.7378,24.3798,5.509,5.7491,2.653,19.0058,44.4423,181.2663,68.8017,3.7374,49.8392,4.8113,283.3445,4.5421,13.4131,58.8605,26.9851,19.7256,143.0461,12.3749,35.2844,26.0555,33.4462,8.5299,3.7267,14.817,27.2854,36.95,2.7224,6.6004,21.7206,61.2104,4.0228,17.8602,3.9525,34.2918,6.3997,26.1426,6.4293,12.2379,51.8911,6.6237,368.8457,19.9009,42.1729,11.6487,17.8721,251.321,14.5668,338.6911,6.0872,19.7154,9.174,6.7087,17.4232,53.0422,5.5725,9.6275,3.1343,67.4021,7.7207,4.67,41.9338,26.4128,163.6874,18.2706,4.2414,157.8558,8.7829,9.8385,18.9367,30.6398,19.8695,6.5955,24.1311,25.5259,59.9231,14.5814,96.3032,29.0444,59.8373,2.7467,61.564,5.538,8.5518,11.8425,5.0869,52.7729,45.78,35.8281,16.5557,60.6681,8.7523,46.5416,6.2461,224.8134,8.3853,8.5639,91.0995,6.78,104.5159,37.0451,133.9794,23.046,7.0838,159.353,45.7502,30.6537,123.5429,33.8564,10.2027,38.1609,29.4011,3.7201,9.8762,16.1154,7.74,234.1404,5.05,8.7824,33.189,44.0196,35.7496,23.2034,58.927,6.16,9.2812,20.8905,16.6822,24.1507,43.4094,34.0631,21.329,26.5582,13.0872,46.3846,61.01,12.2293,22.8491,4.793,44.2862,149.1173,11.895,29.8031,59.26,19.0086,85.1,5.2796,14.5522,39.9779,4.01,38.1343,37.2902,108.4951,93.2995,22.0074,27.0397,11.4107,22.4156,132.2262,12.3573,33.744,10.7958,8.4061,27.0033,36.1956,18.2388,8.7408,21.6965,279.1754,5.4332,32.6754,52.0069,12.09,18.3235,69.0708,30.2165,69.0407,58.2807,75.1255,16.112,72.8386,123.1664,28.6117,16.7552,19.1382,28.7165,73.0902,17.9915,263.9143,188.7382,94.8528,43.154,19.5836,145.5466,133.7794,9.2316,5.5551,59.5657,42.4851,23.8576,16.7579,5.3709,79.169,5.4442,61.0318,48.8947,7.1218,10.1458,14.8611,15.7631,36.74,4.2975,10.9099
20210917,1603.6912,43.1372,46.5412,60.359,10.3777,194.383,18.9247,16.5109,253.8755,3.9172,4.143,46.6029,33.0458,23.3142,33.3894,104.5321,33.2673,23.864,5.2293,5.2656,2.6006,18.344,43.6991,176.0428,64.3838,3.8194,51.1102,4.5003,309.9087,5.1011,13.4425,56.3252,25.6545,17.7694,123.5792,12.3998,34.3827,25.0151,32.3849,8.2579,3.5565,13.6671,25.4734,33.47,2.6961,6.5909,24.0732,62.0791,3.8645,17.0922,3.8568,33.1322,5.9974,25.9629,5.8584,11.6501,50.736,6.4483,356.175,17.4973,40.7559,12.1255,16.9116,245.9004,12.9588,343.2145,5.6726,18.8799,9.4107,6.53,17.1014,44.6947,5.4162,8.9508,2.9934,66.162,7.0789,4.57,41.1831,30.618,169.3714,17.0794,4.1086,149.3164,8.36,9.9542,17.8072,29.7049,20.0883,6.3533,21.9801,24.6604,52.3061,14.3362,89.2483,27.0114,48.8329,2.8428,62.9541,5.3614,7.856,12.5507,4.9118,49.0964,43.64,36.0461,15.7477,59.433,8.2986,43.7686,5.7806,213.2035,7.9038,7.9138,84.1794,6.65,104.6081,35.0432,120.3781,22.1329,6.9253,143.096,44.7554,29.2256,103.9423,31.6769,9.7017,35.9798,30.0529,3.353,10.1511,17.1652,7.45,231.7105,4.66,8.3457,31.5801,42.5487,30.983,22.444,55.7755,5.8,8.5998,21.6095,15.9142,21.6393,41.9249,31.129,20.3413,26.7704,11.6802,39.0874,57.1269,12.1997,23.7628,5.0688,41.9433,170.9971,12.3637,28.8352,54.99,18.4511,79.6015,4.7638,13.0384,37.9285,3.94,39.3378,33.9667,96.6185,82.5432,22.1182,24.8731,11.0048,21.1703,127.2145,10.5244,28.7891,10.3223,8.443,26.349,34.8507,16.9184,7.2783,20.4073,304.0023,4.9167,32.6655,50.4359,13.3,19.019,74.944,28.9635,70.6629,51.8749,72.1605,18.4263,65.5151,122.4947,26.5698,16.5031,18.5789,27.5737,67.2764,16.5114,290.7971,183.6462,86.9123,41.963,19.9469,130.1574,128.6488,8.9808,5.6828,54.3125,43.0815,21.4513,16.5642,5.2371,76.9827,6.0926,61.7006,42.5271,6.67,9.4403,14.8807,15.0416,32.65,4.1431,10.4311
20210924,1611.3007,42.6055,44.289,59.4216,9.9265,193.0066,19.6515,15.8391,250.5419,3.8998,4.0901,49.4318,32.7435,23.3951,34.8853,97.7206,35.3211,23.5958,4.8658,4.9403,2.5657,18.5815,44.4031,180.3087,63.9911,3.862,48.6888,4.5003,314.6523,5.3427,13.5506,57.4559,23.606,16.6378,139.9462,12.159,34.3332,24.9506,31.3328,8.1764,3.5028,14.2024,24.9434,31.29,2.6785,7.2691,23.3566,66.3349,3.8552,16.9424,3.8132,33.5902,5.9693,28.9974,5.6476,11.5838,52.877,6.3606,381.7757,17.9265,41.1581,12.5462,16.7139,243.4364,12.5495,336.9254,5.6066,18.4762,8.7498,6.4943,17.0371,45.988,5.4249,8.2313,2.9582,74.8054,6.6316,4.89,38.4275,30.5121,156.9412,18.1989,4.0289,148.2798,8.081,10.8127,17.5604,28.5579,19.2629,6.2508,22.7818,25.2672,53.4978,13.9495,87.9611,27.0903,48.166,3.3326,64.9475,5.2377,9.1412,12.7963,4.9293,51.7446,43.96,32.8803,16.1799,59.2947,8.0151,43.8079,5.5963,213.2231,7.5041,7.9138,87.1506,8.32,105.1215,35.74,117.8458,21.6954,7.0046,149.302,45.7395,29.4438,99.8038,31.5586,9.3464,37.6515,26.8967,3.5217,11.6297,15.9945,7.55,240.0768,4.75,8.2664,34.3012,43.2208,30.6779,22.5659,53.4094,5.82,8.4942,20.6476,15.3892,21.4251,41.8254,31.2574,18.8646,24.7686,11.1983,38.6379,55.7839,11.686,21.6898,5.3636,42.6747,167.0942,14.1118,29.6385,53.12,17.6103,76.794,4.3418,12.4198,37.6225,4.08,38.7808,34.5207,95.6312,82.5725,22.6296,23.5296,11.2078,21.0604,124.4186,10.1015,30.87,10.1992,8.2861,27.6674,30.8355,17.3717,7.3054,20.133,295.061,4.8019,33.7067,56.7392,14.12,20.4724,72.5464,29.2983,69.373,51.6255,65.2419,17.0552,65.9891,117.1603,24.6048,18.7042,18.7211,27.5151,61.4829,15.9815,306.0283,180.4023,92.7176,43.8289,18.2449,127.1372,125.3499,8.7879,5.6372,60.9287,44.2883,19.5976,16.5545,5.2466,77.1815,6.0862,62.7707,42.5171,7.2397,9.6943,15.1156,14.5235,36.57,4.2067,10.2902
20210930,1740.6613,42.8536,45.8147,61.5438,9.6865,211.1696,20.4994,16.175,248.2929,3.9172,4.1077,49.8587,33.469,22.7123,35.4686,99.6055,35.4302,23.6371,4.7073,5.1161,2.5657,19.2264,50.7492,214.339,61.8508,3.7939,51.0267,4.3905,308.5785,5.3785,14.2188,57.9264,25.0323,17.194,147.9004,12.2918,34.5611,24.9875,32.4403,8.1582,3.5028,11.4201,24.5193,29.93,2.6785,6.887,24.276,63.7873,3.8272,16.0714,3.7958,32.2844,5.8102,25.0545,5.4983,11.508,52.6778,6.4132,364.8449,17.3471,38.6258,13.1165,15.9983,256.2489,12.206,375.1662,5.3334,17.9129,7.645,6.539,16.3935,46.0694,5.4336,7.4519,2.9846,81.6815,5.8732,4.41,36.0341,31.4061,158.922,19.0856,4.0378,143.1364,8.144,11.6326,17.3895,28.7218,19.5015,6.5116,22.2538,24.8096,52.8225,14.0816,97.3055,26.4686,43.419,3.1213,64.1213,5.273,8.1846,13.5707,4.8768,48.1316,44.25,31.2121,14.2161,66.5966,7.9111,42.3821,5.3344,233.2935,7.495,7.4428,78.9778,8.27,104.6476,36.4073,114.2964,19.9358,6.7569,147.5187,43.6435,28.2835,97.313,31.6276,8.9638,36.5132,24.6238,3.1447,12.2647,15.934,7.44,261.7165,4.71,8.1175,30.8155,44.1268,30.4587,22.2378,51.6421,5.78,7.9087,18.9618,15.0976,20.3641,43.8302,30.9808,18.3854,24.0214,10.4081,42.3869,50.8984,11.7354,20.6226,5.2495,40.9082,171.4899,13.604,28.7287,54.58,16.0659,78.2318,4.098,12.2164,37.2423,4.11,37.1496,36.0439,93.3975,82.6312,23.141,23.1417,10.9033,20.8956,114.0147,9.8361,32.2898,9.9245,8.323,27.2151,27.6057,16.2385,7.7184,19.8039,278.2912,4.161,32.8539,55.2268,14.76,18.7158,73.5325,28.4757,68.2296,47.3849,63.0755,16.9094,62.2548,123.6703,22.8705,17.7443,18.1334,27.2513,64.2707,14.5357,312.9771,177.9251,98.6115,43.2632,17.4799,127.6637,125.8485,8.4888,5.5551,56.7998,46.7511,18.2697,16.1089,5.0746,74.1529,5.4185,64.949,45.3615,7.3576,10.4422,15.7618,13.0157,37.28,4.2703,10.0931
