trade_date,601229.SH,601006.SH,601009.SH,600886.SH,600926.SH,600674.SH,600015.SH,601058.SH,600256.SH,601168.SH,601901.SH,600066.SH,600845.SH,600157.SH,600233.SH,601021.SH,601699.SH,600219.SH,600023.SH,600362.SH,601233.SH,600741.SH,601898.SH,600885.SH,601128.SH,600372.SH,600515.SH,600161.SH,600183.SH,600352.SH,601099.SH,600482.SH,600079.SH,600060.SH,600642.SH,600109.SH,601727.SH,600985.SH,600497.SH,600348.SH,601666.SH,600536.SH,600839.SH,603816.SH,601799.SH,601717.SH,600529.SH,601997.SH,603160.SH,600236.SH,600803.SH,600141.SH,600702.SH,600862.SH,603198.SH,600559.SH,600549.SH,603338.SH,600018.SH,600282.SH,600061.SH,600546.SH,600699.SH,601001.SH,600879.SH,600369.SH,600155.SH,601966.SH,600705.SH,600038.SH,600673.SH,600499.SH,600704.SH,600820.SH,600863.SH,601216.SH,600486.SH,600170.SH,600153.SH,600998.SH,600566.SH,601179.SH,600129.SH,601018.SH,600143.SH,600039.SH,600516.SH,600583.SH,600970.SH,600392.SH,600100.SH,603899.SH,600909.SH,600008.SH,600511.SH,600711.SH,600535.SH,601016.SH,600580.SH,601000.SH,601636.SH,603005.SH,603000.SH,603658.SH,600004.SH,600884.SH,601677.SH,600325.SH,600166.SH,600582.SH,600380.SH,600312.SH,600498.SH,600563.SH,600655.SH,601991.SH,600771.SH,603568.SH,600685.SH,603885.SH,600737.SH,600483.SH,601808.SH,600755.SH,600416.SH,600131.SH,600739.SH,601866.SH,600373.SH,601880.SH,600707.SH,600435.SH,601231.SH,600329.SH,600201.SH,600390.SH,600399.SH,600801.SH,601375.SH,600750.SH,603883.SH,601222.SH,600258.SH,601611.SH,600171.SH,601098.SH,600598.SH,603737.SH,600330.SH,600572.SH,600271.SH,600123.SH,600062.SH,600667.SH,603858.SH,601118.SH,600728.SH,600977.SH,600116.SH,603228.SH,600057.SH,600993.SH,600596.SH,600641.SH,600517.SH,601928.SH,600316.SH,603456.SH,603444.SH,600606.SH,600456.SH,600718.SH,603027.SH,600273.SH,600338.SH,600782.SH,600446.SH,600633.SH,601992.SH,600500.SH,600562.SH,601106.SH,600072.SH,600409.SH,603678.SH,600827.SH,600481.SH,600967.SH,600216.SH,600328.SH,600267.SH,603026.SH,601519.SH,603218.SH,600138.SH,600597.SH,600185.SH,600773.SH,600211.SH,601718.SH,600478.SH,600740.SH,600110.SH,600095.SH,600206.SH,600259.SH,600006.SH,600339.SH,603919.SH,601890.SH,601858.SH,600776.SH,603866.SH,601908.SH,603888.SH,600787.SH,600556.SH,600195.SH,601969.SH,601139.SH,600335.SH,603025.SH
20180105,6.0799,6.3183,5.881,6.5195,7.1492,8.673,7.0209,3.2678,3.7789,6.761,7.0279,16.8617,6.8515,3.36,16.1435,38.2229,8.6088,2.9536,4.4703,18.3912,18.0556,21.1859,5.1015,21.5578,5.7925,13.6781,8.0908,12.9903,10.4983,10.7624,3.6658,24.5939,17.8416,14.2817,4.8207,9.4191,6.6147,10.828,6.608,3.7519,4.8393,9.8856,3.4017,28.5402,48.9123,6.0779,10.5967,7.7895,94.5807,3.4419,13.3051,13.6897,43.0363,9.5478,15.1842,16.3816,18.8875,27.4056,5.8688,3.2217,8.2201,3.7427,24.3737,5.8221,7.816,4.3187,11.0832,16.97,4.9526,45.115,6.7822,10.7895,5.7183,6.7685,2.4179,3.4128,39.5101,3.0405,7.8558,8.2992,32.8593,4.3007,15.8218,4.6728,5.8215,2.4539,14.1614,6.0656,8.204,14.3227,9.7781,23.0911,6.3338,4.5456,25.1445,8.6638,22.0792,2.6904,7.8777,2.5799,5.3343,11.7461,10.6818,36.7632,13.9859,12.9432,8.698,6.1307,2.8557,4.0159,9.8159,9.547,28.3429,45.8784,9.3951,3.7188,30.86,9.0504,26.2057,15.5929,7.3234,5.0051,11.2306,7.8462,12.1139,6.7498,16.8891,3.0044,13.351,2.6001,7.5,12.3593,13.6487,13.6537,22.6064,8.5187,5.67,8.626,6.4078,9.9462,33.0735,8.6948,24.8174,10.4217,15.9486,9.8254,8.9719,14.3165,8.9727,6.2163,20.0274,5.3112,17.7287,8.2476,24.3054,5.7963,8.4162,14.6707,8.2475,24.0859,4.1149,19.6417,6.197,10.8054,6.1332,6.1891,14.4011,7.9093,159.5357,6.3982,22.3537,14.7542,6.5752,7.0844,27.9863,5.1573,15.4393,13.9247,5.2893,5.9653,18.0926,3.86,13.0977,8.4713,26.3264,12.6898,3.6945,11.3771,12.9193,8.0175,14.3582,23.7507,5.0,11.6925,20.8586,14.3681,5.6448,11.8662,16.7005,6.4699,7.48,5.4759,9.1611,6.2135,11.557,39.04,5.4799,5.6399,13.0939,6.4358,9.636,7.2174,10.602,5.2427,22.7131,10.6439,7.0509,7.8197,8.7314,5.3686,10.7522,10.918
20180112,6.0472,6.5466,6.2716,6.3204,7.0228,8.2837,7.1742,3.2138,3.734,7.023,6.9391,16.44,6.9893,3.36,15.7881,35.789,8.6955,2.9536,4.5779,18.3455,18.1974,21.5107,5.17,21.8426,5.6584,13.4067,8.7408,12.9205,10.0198,10.4781,3.6558,23.9294,17.4159,14.4186,4.74,9.3129,6.4811,10.5505,6.9925,3.797,4.7682,10.015,3.3727,29.7391,47.748,5.7535,10.3226,7.8622,94.1713,3.3881,12.1845,13.3984,43.6347,9.267,15.2354,15.743,18.5929,25.9667,5.754,3.2217,8.104,3.8636,24.3308,5.8312,7.7177,4.3462,10.8737,16.562,4.9265,41.9567,7.5852,10.3208,5.7023,6.5646,2.3938,3.4128,38.8065,2.9928,8.0112,7.9059,34.224,4.2438,16.7333,4.6384,5.8568,2.4186,14.47,6.1764,8.3695,15.3867,10.116,23.6475,6.2762,4.3393,25.2071,8.927,22.9501,2.7707,7.9611,2.5329,5.2602,11.5723,10.8158,36.0211,14.3506,12.3377,8.5184,6.1749,2.8955,3.975,10.3898,9.3378,27.9727,42.5055,9.5434,3.7452,30.9673,9.2239,26.2057,14.8986,7.1374,5.1168,11.1267,7.8685,11.0778,6.6546,16.9459,2.9446,13.2669,2.5909,7.32,12.0624,12.8062,13.6356,21.8774,8.278,5.59,7.7827,6.2814,9.9613,32.2052,8.2405,24.1924,10.06,14.4717,9.9249,9.2415,14.1348,8.3122,6.2337,20.1006,5.2611,18.0946,7.7436,23.7969,5.7764,8.2396,14.1288,8.4042,24.4264,4.0743,19.4653,6.7838,10.9289,5.9354,6.1891,13.9947,7.956,172.4612,6.6738,21.16,14.7838,6.5447,7.0844,27.946,5.3407,17.1252,14.2376,5.1096,5.7795,17.0722,3.78,12.8322,8.1398,24.8828,12.3182,3.6682,10.7749,14.6626,7.2215,14.4742,23.1327,4.92,11.482,21.6755,13.8989,5.7458,12.0646,17.2281,6.2536,6.9,5.6577,9.0832,6.1656,11.938,39.06,5.508,5.6213,13.1152,6.4358,9.3859,7.4314,11.0518,5.0702,22.3151,10.5973,6.8622,7.8709,8.8772,5.3819,10.4942,10.8818
20180119,6.5709,6.654,6.9551,6.2511,7.763,8.1843,7.5344,3.1418,3.6517,6.9247,7.3236,15.7694,6.7525,3.36,15.601,33.9858,8.356,2.8819,4.5862,17.8161,17.8529,20.0803,5.2471,21.2392,6.3889,12.9801,8.3955,12.3705,9.818,11.0985,3.885,23.5483,16.9708,14.9665,4.8126,9.7669,6.3379,11.4778,6.5365,3.7669,4.7184,9.2858,3.3341,30.1649,43.3347,5.523,9.7457,8.5439,89.8629,3.3702,11.7663,12.5844,45.4394,9.1314,15.5762,16.5738,17.5943,23.3247,5.8606,3.2217,8.5254,3.9619,22.2658,5.9586,7.5309,4.6488,11.592,16.7011,5.057,39.8895,7.5465,9.2455,5.7503,6.5959,2.3617,3.4128,38.3205,3.0563,8.126,7.7546,33.8869,4.3007,16.7134,4.6298,5.7773,2.4362,12.8213,6.0194,8.1377,14.0359,10.0862,21.7557,6.8602,4.3314,23.7227,8.8685,22.4165,2.7305,8.0538,2.6739,5.1936,10.4426,10.5765,33.2763,15.1282,11.641,8.3855,6.2263,2.8557,3.9831,10.0155,9.2998,26.4445,42.5145,9.2385,3.6224,30.6884,9.0752,26.2057,14.4743,7.1994,5.0577,11.6745,8.1511,10.5299,6.131,17.3248,2.9788,12.181,2.5816,7.27,11.3203,12.3717,13.545,21.632,8.3629,5.55,7.8047,7.4191,9.9726,31.616,8.1068,26.9225,10.1552,13.2154,10.0812,9.5112,13.6386,7.539,6.1727,19.0118,5.2778,17.3629,7.3403,24.2168,5.8858,7.9061,14.2596,8.1462,22.7145,4.1657,19.4468,7.3941,10.2497,5.8506,6.1665,13.3505,8.5013,160.9477,6.8697,20.2927,13.5592,6.1308,7.0844,25.3926,5.4171,15.5379,13.9063,5.0753,5.8002,15.21,3.74,12.2718,8.2973,24.0756,12.2532,3.5629,10.9254,13.6095,7.0559,15.2284,21.678,4.66,11.672,21.4324,14.4995,5.8284,11.3403,16.4172,6.0279,6.29,5.8707,8.4504,5.9933,10.541,35.82,5.33,5.2868,13.8787,6.4553,9.4931,7.266,11.0131,4.8977,22.0403,10.8113,6.7629,7.9458,8.5953,5.1695,9.7295,11.0736
20180126,6.5627,6.8622,7.4508,6.3377,7.6667,8.234,7.7107,3.0878,3.6817,7.1212,7.2743,15.7763,7.0564,3.36,15.601,35.5328,8.486,2.874,4.9422,18.3729,18.3123,21.4488,5.3327,20.2159,6.2175,13.3776,7.5559,12.807,9.8238,10.6246,3.8152,24.1248,17.4255,14.8204,4.9176,9.7476,6.5002,11.5873,6.5365,3.792,4.8038,9.2093,3.3727,30.3998,44.9873,5.5828,10.1784,8.7674,89.5315,3.3702,11.9587,13.6523,46.8641,9.2476,15.3632,16.2259,18.3702,25.1541,6.1557,3.3754,8.4888,4.098,22.18,5.9131,7.9143,4.6304,11.4723,16.8773,4.9874,41.4303,7.9238,9.4753,5.9265,6.6665,2.3697,3.4128,36.4563,3.1357,8.5786,7.7848,34.6679,4.4526,17.2484,4.7415,5.7685,2.4127,12.9439,6.7026,8.9325,13.3115,10.2948,23.1931,6.7944,4.3155,24.1341,9.1706,22.6741,2.7546,7.8221,2.7574,5.764,10.9604,10.9306,33.9607,15.8673,12.0121,8.4785,6.6674,2.786,4.0404,10.7143,9.3093,27.9727,41.1903,9.4692,3.7013,32.8192,9.29,26.2057,15.4579,7.3145,5.1299,13.0157,8.0619,10.7391,6.1786,17.3059,3.0214,13.3969,2.6094,8.27,11.4291,12.5668,13.7805,22.3393,8.5329,5.53,8.2898,7.0885,9.8897,30.5719,8.089,27.3748,10.4502,13.34,10.2304,10.0341,13.8808,7.5793,6.2424,19.6706,5.0997,17.9263,7.6611,23.5543,6.0747,7.7296,15.5771,7.8513,21.2673,4.5411,19.1961,7.3413,10.103,5.7658,6.3325,13.4298,9.3375,159.1323,6.8479,21.0294,13.7271,6.1783,7.0844,25.1104,5.7533,16.8492,14.5138,5.0925,5.9378,15.8208,3.75,13.0879,8.4962,23.6957,12.2253,3.5716,11.4148,13.6095,7.3743,13.5847,21.9632,4.73,11.3024,22.6868,14.096,5.9752,11.2411,16.6126,6.0843,7.06,6.2084,8.5185,5.9646,10.3163,36.41,5.3488,5.0731,13.4475,6.5918,9.5913,7.7038,11.2612,5.1085,22.5615,11.1184,6.594,7.997,8.78,5.269,9.8493,11.7032
20180202,6.6282,6.5399,7.5184,6.2165,7.426,7.9938,7.5727,2.8267,3.5919,6.4827,6.8504,15.486,6.8727,3.36,14.4225,35.1091,10.0677,2.7466,4.8759,19.6416,17.9745,20.6911,5.2642,19.265,5.8149,12.0398,7.5559,11.7768,8.9763,11.0382,3.2275,23.519,14.5906,14.5556,4.8853,8.9458,6.0707,12.1203,7.073,4.4983,5.1881,7.104,3.0731,31.0996,44.2549,5.1218,9.2216,9.3765,78.0293,3.3283,12.1594,12.0392,38.8476,8.3471,13.5568,14.3151,17.5009,23.6976,6.1393,3.6572,8.0613,4.2039,21.2082,6.5863,7.2556,4.3095,10.9635,16.2374,4.8568,38.0041,7.2079,8.4368,5.5181,6.3058,2.2573,3.4128,37.4428,3.1357,8.7339,7.3655,32.0208,4.1393,16.5054,4.5783,5.5565,2.3068,11.4094,6.7857,9.2305,11.9909,9.5496,23.5084,6.2926,4.0062,25.2339,8.7223,21.5456,2.5619,6.988,2.5276,6.2308,9.9538,10.3851,33.9103,16.5296,10.9835,8.0796,6.5792,2.5572,4.0322,10.0405,8.5486,24.5082,37.7548,8.6451,3.5083,31.2032,8.6704,26.2057,15.3133,6.7389,4.6898,12.024,7.5933,8.8862,5.3408,16.8891,2.8849,12.4793,2.4336,8.54,10.2516,11.1212,13.1557,20.4843,7.8743,5.5,8.5158,6.5342,9.1809,28.8301,6.8329,26.0262,9.5556,12.0645,10.2588,9.2987,12.9157,6.645,5.9115,17.6852,5.1832,17.0117,6.8088,22.1595,5.4682,6.8271,15.5491,7.2892,21.4991,4.3686,16.9591,7.6465,9.4856,4.8708,5.8495,12.1314,9.3478,143.9557,6.3619,21.2439,12.0581,5.8119,7.0844,24.1764,6.2958,15.0745,12.9216,4.5105,5.7589,13.616,3.45,11.4851,8.604,21.8437,11.7237,3.5365,10.8219,13.1228,6.4318,13.1882,19.3391,4.02,9.7574,23.5231,13.1575,5.5438,10.0803,14.7613,5.2944,6.28,7.1228,8.1194,5.1891,9.056,33.33,4.871,4.4878,12.1536,5.7629,8.6715,6.4879,10.4288,4.7827,21.1023,8.7086,5.6109,7.6423,7.6813,5.1297,9.103,11.1496
20180209,6.1208,6.137,6.5495,5.7663,6.8423,7.2897,7.0669,2.7007,3.083,5.6396,6.19,15.8178,6.9858,3.36,13.216,31.2267,8.3705,2.46,4.7021,15.9725,14.6984,19.4849,4.5794,18.343,5.39,10.7893,7.5559,10.5372,8.9187,9.4527,3.0183,23.4604,14.6583,13.5877,4.6027,7.8155,5.2498,9.9445,5.9642,3.8972,4.3483,6.6512,2.8509,29.4553,41.0811,5.0194,9.0149,8.4713,73.9743,3.2626,12.1594,10.3065,35.7132,7.2819,12.841,13.5259,15.8054,21.8014,5.6885,3.2345,7.7254,3.4176,19.3861,5.4037,6.5477,3.9794,8.9683,15.885,4.5087,32.2045,6.966,8.1151,5.0055,5.6862,2.1127,3.4128,33.5404,2.9452,8.1125,7.1364,30.4094,3.826,14.088,4.5267,5.2914,2.1773,11.2192,5.6778,7.5831,10.2704,9.5098,21.3384,5.8649,3.5222,24.4828,8.4299,20.2209,2.4173,6.6451,2.4597,4.6379,9.436,9.1312,31.2952,14.3026,9.7204,8.2392,5.4545,2.4477,3.476,9.1753,7.8164,23.8437,35.3392,7.516,3.2803,28.0214,8.3978,26.2057,13.5679,5.9419,4.2957,9.9271,6.8422,7.9597,4.8743,15.3451,2.6118,11.5158,2.2763,8.26,9.1037,11.946,11.6889,19.149,7.3857,5.5,6.9449,5.9897,8.5097,28.0652,6.1469,23.6168,8.423,11.0192,8.9374,8.1711,11.7025,6.4355,5.6852,16.8801,4.5708,15.6654,6.3323,21.3617,4.9512,6.7094,14.2409,6.7547,20.2269,3.7445,15.2511,6.5256,8.652,4.5222,5.5475,10.2383,8.465,122.3002,5.3898,15.8723,11.5643,5.6151,7.0844,23.3231,5.3254,13.152,11.8356,3.9627,4.7956,12.3572,3.23,9.8528,7.8828,21.2549,10.1537,3.1767,10.2573,12.5654,5.5467,11.3898,15.3838,3.78,9.0799,20.3627,11.8061,4.6994,9.0187,13.76,4.5515,5.72,6.4526,7.36,4.7966,8.636,29.75,4.5994,4.0325,11.8425,5.1486,7.7695,5.6806,10.1315,4.476,18.4775,8.262,4.8661,7.0274,6.5048,4.6983,8.1264,11.6381
20180214,6.3377,6.1102,6.7673,5.7923,7.0469,7.5299,7.1205,2.8447,3.1878,5.7706,6.2492,16.5575,7.6995,3.36,13.6649,33.8182,8.876,2.651,4.5614,16.6114,16.5695,20.2272,4.6564,20.0325,5.3527,11.3031,7.5559,10.9737,9.4087,10.1162,3.0283,23.4799,14.5713,14.1538,4.6269,7.9121,5.4693,10.0467,6.1162,4.2077,4.4693,7.0158,2.9282,29.6413,44.5178,5.0706,9.2216,8.393,74.374,3.3104,10.5394,11.3297,36.4351,7.5724,13.1904,14.1282,16.4304,23.5569,5.7294,3.3818,7.4139,3.4251,19.5933,5.4491,6.7935,4.0803,9.1778,16.7475,4.6131,33.7262,8.2141,8.933,5.2458,5.8038,2.1769,3.4128,36.5942,2.977,8.3287,7.3007,34.2815,3.845,14.1673,4.4151,5.2296,2.2538,12.1281,5.7794,7.79,10.5722,9.7284,22.6645,5.9143,3.6809,25.7794,8.4299,20.7729,2.4735,6.8397,2.6007,5.1047,9.6243,9.2939,33.9607,15.2913,11.2178,8.3456,5.6162,2.4975,3.6642,9.4665,7.959,25.0777,37.889,7.8787,3.2452,29.3585,8.6332,26.2057,14.3779,6.0482,4.4665,9.9271,7.0802,8.2386,5.0742,16.5765,2.6459,11.554,2.3226,8.29,9.4006,11.6267,11.7342,20.0801,7.3786,5.5,7.3307,5.9022,8.751,29.3573,6.7082,24.4062,8.5848,11.4508,9.3352,8.1466,12.1694,6.5483,5.6852,17.5205,4.6153,15.7824,6.2865,23.7923,5.6173,6.7683,15.222,6.8929,20.4113,3.9221,15.8823,6.9305,8.8604,4.7483,5.6834,10.6348,8.9376,115.9424,5.4624,16.3386,11.9297,5.6965,7.0844,23.0476,5.7609,13.2604,11.9552,4.0911,4.9333,12.752,3.37,10.3838,7.6507,23.0594,10.7018,3.2996,11.283,13.2113,5.8523,12.3664,16.2775,3.83,9.3365,21.7047,12.2002,4.7086,9.7132,14.1166,4.7114,5.82,6.3591,7.6423,4.9019,8.7044,31.55,4.7493,4.1161,12.1678,5.3631,8.0285,5.807,10.3099,4.821,19.2261,8.4202,4.6575,7.6226,7.1271,4.8775,8.3843,11.8227
20180223,6.5095,6.2982,7.0903,5.9221,7.1492,7.4968,7.3351,2.8717,3.33,5.9343,6.2886,16.1082,7.6395,3.36,13.8426,33.9266,9.6343,2.6909,4.6359,17.1681,17.0018,20.4746,4.8191,20.8965,5.4645,11.4776,7.5559,11.1876,9.3511,10.7797,3.0482,23.6558,14.6777,14.5739,4.6915,8.0183,5.517,11.6677,6.3398,4.5033,4.633,7.1922,2.9765,30.116,46.208,5.2584,9.2697,8.6221,77.425,3.3283,11.0169,11.6583,38.5437,7.6983,13.1307,13.9413,17.3285,23.0468,6.0491,3.6124,7.4384,3.599,21.2511,5.6402,6.9213,4.1261,9.6068,17.6006,4.6741,34.5109,8.456,9.4477,5.2938,5.9136,2.2091,3.4128,37.7837,3.0246,8.6056,7.3093,35.0214,3.902,14.5438,4.5353,5.3798,2.2832,12.4663,6.0287,8.0963,11.4023,9.7185,22.9984,6.0294,3.911,26.3248,8.4299,21.2022,2.5137,6.9602,2.653,5.3714,9.5845,9.5428,34.7244,15.8289,11.615,8.3456,5.9102,2.5273,3.7868,9.6661,8.0541,25.3245,38.3453,7.9281,3.3066,29.9591,8.6084,26.2057,15.1397,6.2342,4.5256,10.2955,7.2587,8.4678,5.1694,16.5765,2.68,11.7758,2.3688,8.16,9.6876,11.9548,12.0149,20.5781,7.499,5.5,7.5898,6.1161,8.9132,30.4324,6.7171,26.3387,8.8227,11.959,9.5412,8.6777,12.3667,6.6772,5.7635,17.8865,4.7767,16.141,6.4881,23.2371,5.7068,6.8664,15.5865,7.0496,22.2746,4.0084,16.2629,7.8577,9.1769,4.786,5.7362,10.8925,8.8285,119.0083,5.6437,16.9541,11.9199,5.6456,7.0844,24.5326,6.0283,13.7731,12.2221,4.5532,5.1053,13.1617,3.41,10.7181,7.9906,22.3091,10.869,3.3347,11.1325,14.1405,6.0434,12.8885,17.0667,3.91,9.547,22.2492,12.3973,4.9472,9.9315,14.4096,4.8712,5.87,7.2943,7.7299,5.0359,9.1147,32.5,4.8055,4.1719,12.097,5.5484,8.1803,5.9529,10.5632,4.8689,19.823,8.7365,4.8164,7.8394,7.1465,5.0169,8.4396,12.6514
20180302,6.1904,6.1236,6.7898,5.9827,7.0348,7.6707,7.1435,2.8987,3.315,5.9261,6.3182,16.2119,9.1483,3.36,14.6563,33.5128,8.7099,2.6909,4.5862,16.5931,16.941,20.722,4.7677,21.6254,5.6285,12.8638,7.5559,11.6241,9.8296,11.0382,3.0582,24.9554,15.0841,14.1082,4.6754,8.2116,5.6602,10.9302,6.0715,4.1877,4.3981,8.2213,2.9958,29.4357,48.4053,5.3352,9.4043,8.4433,84.1216,3.4717,10.9808,12.0168,37.3469,8.134,13.2756,13.6194,18.0253,25.8436,6.2786,3.3562,7.6094,3.4932,21.544,5.4128,7.3637,4.1353,9.6168,17.3317,4.7524,38.2721,9.2009,9.4017,5.2938,5.992,2.2171,3.4128,37.392,3.0008,8.1733,7.3526,34.4953,3.9874,15.0986,4.5697,5.5741,2.2597,12.5339,5.964,7.8977,12.6851,10.0663,26.0493,6.0952,3.9744,26.5305,8.4299,21.6254,2.5378,7.5533,2.6791,4.9639,10.3231,11.4284,35.1566,15.5409,11.8038,8.4121,5.822,2.6069,3.7132,10.3399,8.3014,27.4222,40.6535,7.9281,3.3768,29.0081,9.0009,26.2057,15.5543,6.2607,4.6176,10.1727,7.1843,9.8126,5.4551,16.5481,2.6886,12.6016,2.3781,8.79,10.1328,12.6909,12.1779,20.5709,7.5982,5.5,7.689,6.1939,9.1469,30.882,7.1091,26.5278,8.9274,12.755,9.456,8.9474,12.3823,7.1363,5.9899,19.1125,4.6765,16.0971,6.9463,23.517,5.856,8.7399,16.7732,7.455,23.5232,4.3331,16.3279,8.3741,9.7017,4.8896,5.9098,11.953,8.7558,126.2779,5.4551,17.5603,13.2432,5.9849,7.0844,24.3175,5.5623,15.1238,12.9768,4.4933,5.1603,14.9195,3.58,12.4684,7.9325,24.2275,10.8597,3.6945,11.9512,13.8131,6.3682,13.2076,17.8939,4.23,9.6907,21.9964,12.0688,4.9197,10.1696,15.9287,5.0217,6.24,6.676,8.4017,5.3231,9.7594,33.38,4.8804,4.1812,11.9981,5.8019,8.3589,6.1474,10.9355,4.9456,23.7649,9.0715,5.2435,7.9221,7.1951,4.9439,9.2596,12.5175
20180309,6.2763,6.043,6.7598,6.2944,7.1251,7.8447,7.1665,2.9527,3.3599,6.0817,6.4266,16.7165,9.3921,3.36,17.163,33.4734,8.2549,2.6988,4.7435,16.6479,15.7319,21.6885,4.8619,21.2344,5.5614,13.3291,7.5559,12.2919,10.1582,10.8917,3.0681,24.5548,15.5001,14.4917,4.748,8.3565,5.8702,10.8718,6.0179,4.1877,4.3768,8.4036,3.1698,30.1796,49.6259,5.6255,9.688,8.5216,86.6949,3.5435,10.9538,11.845,38.7906,8.3374,13.5653,13.5934,18.2624,25.1576,6.1639,3.2793,7.6521,3.5007,22.866,5.4673,7.4522,4.1995,10.1255,17.6099,4.7176,39.679,8.5817,9.2363,5.422,6.0548,2.2814,3.4128,38.2697,3.0722,8.5989,7.6984,37.7343,4.0254,15.4354,4.5955,5.6536,2.2773,11.5067,5.8717,8.2371,13.1228,10.4936,26.3925,6.2186,4.1569,27.0402,8.4299,23.7474,2.602,7.5718,2.7313,4.7713,10.5114,11.0072,36.2661,15.6465,12.4028,8.2924,6.1602,2.597,3.7214,10.4813,8.4535,28.248,43.0334,8.2001,3.4996,30.8314,9.2239,26.2057,15.2265,6.4998,4.7292,10.2671,7.3702,10.0617,5.6169,17.0785,2.7483,12.8386,2.4243,8.76,10.2813,12.7441,12.9565,21.6536,7.669,5.5,7.6173,6.3884,9.3882,34.133,7.1536,28.082,9.1558,13.5127,9.6549,8.784,13.7343,7.1685,6.1118,19.4967,4.7545,17.2239,7.2854,24.4267,5.9156,10.3388,16.4462,7.6025,25.0318,4.4447,17.1911,8.1335,9.7171,5.0498,5.9325,12.0323,9.3998,134.5561,5.6292,17.9986,13.7666,6.1783,6.5417,25.1104,5.1802,15.8534,13.2621,4.6132,5.2842,15.3814,3.64,12.3209,7.974,24.9873,10.9805,3.6331,12.9393,15.5917,6.3745,14.0971,18.3597,4.22,10.3169,21.8797,12.8196,5.2593,10.4176,17.4772,5.1627,6.24,6.3124,8.6159,5.3806,10.0427,34.23,4.8617,4.1254,12.295,5.7727,8.6268,6.4101,11.238,4.9168,22.6089,9.3971,6.1273,8.6079,7.4188,5.0766,9.5729,12.6731
20180316,6.2272,6.0162,6.5194,6.1905,6.9626,7.7038,7.0439,2.8987,3.1578,5.9343,6.3083,16.2741,8.7596,3.36,16.4147,33.0694,8.3271,2.6829,4.7932,16.4106,16.0156,20.8689,4.7934,21.7557,5.4049,12.9317,7.5559,11.9645,9.7431,10.1592,3.0482,23.5483,14.8325,15.1765,4.7077,8.1149,5.8034,11.1639,5.991,4.363,4.2487,8.4683,3.1795,31.9609,49.2879,5.5572,9.6062,8.1528,86.0613,3.4658,10.6836,11.8674,38.7716,8.134,13.267,13.7232,18.169,24.5208,6.0081,3.1897,7.4689,3.6368,22.0871,5.4037,7.3146,4.117,9.7365,17.5079,4.9352,37.6213,8.4753,9.2179,5.3339,5.9685,2.2492,3.4128,38.5671,3.0246,8.3084,7.4779,36.3368,3.9779,15.2472,4.5783,5.4063,2.2656,11.4221,5.8902,8.3364,13.236,10.5035,25.7897,6.0623,4.0141,26.5662,8.4299,24.6551,2.594,7.8684,2.6477,5.1121,10.0516,10.9689,35.1854,15.2913,12.7934,8.3123,6.0425,2.6268,3.6314,10.5396,8.425,26.9856,42.6844,8.1506,3.4119,32.3902,9.0546,26.2057,15.0336,6.7566,4.9263,10.5033,7.4074,9.6433,6.0739,16.586,2.7056,12.3875,2.3966,8.41,10.0735,12.1677,12.5219,21.2927,7.4849,5.5,8.3284,6.2522,9.2223,35.3425,7.2516,26.5114,9.1749,12.8318,9.5697,8.5879,13.8535,6.9832,5.9377,19.3961,4.632,17.6043,6.9555,24.1888,5.8162,10.79,16.0163,7.5472,25.0271,4.2671,16.662,8.0455,9.6785,4.8802,5.8646,11.844,8.8649,128.1417,5.5494,17.5603,13.2629,5.9611,6.7424,25.1172,5.2566,16.0999,13.1148,4.4249,5.3392,15.0313,3.65,12.6061,8.0071,25.3292,11.027,3.6067,12.177,14.3528,6.4,13.6233,19.5768,4.03,9.9011,22.2881,12.5475,5.1492,10.2886,17.0424,5.5295,6.13,6.5513,8.5575,5.4093,9.7301,33.35,5.0022,4.1068,12.3657,5.7629,8.6447,6.1474,11.3802,4.7156,21.9456,9.0436,6.1074,8.5094,7.2924,4.9306,9.8862,11.8987
