trade_date,601229.SH,601006.SH,601009.SH,600886.SH,600926.SH,600674.SH,600015.SH,601058.SH,600256.SH,601168.SH,601901.SH,600066.SH,600845.SH,600157.SH,600233.SH,601021.SH,601699.SH,600219.SH,600023.SH,600362.SH,601233.SH,600741.SH,601898.SH,600885.SH,601128.SH,600372.SH,600515.SH,600161.SH,600183.SH,600352.SH,601099.SH,600482.SH,600079.SH,600060.SH,600642.SH,600109.SH,601727.SH,600985.SH,600497.SH,600348.SH,601666.SH,600536.SH,600839.SH,603816.SH,601799.SH,601717.SH,600529.SH,601997.SH,603160.SH,600236.SH,600803.SH,600141.SH,600702.SH,600862.SH,603198.SH,600559.SH,600549.SH,603338.SH,600018.SH,600282.SH,600061.SH,600546.SH,600699.SH,601001.SH,600879.SH,600369.SH,600155.SH,601966.SH,600705.SH,600038.SH,600673.SH,600499.SH,600704.SH,600820.SH,600863.SH,601216.SH,600486.SH,600170.SH,600153.SH,600998.SH,600566.SH,601179.SH,600129.SH,601018.SH,600143.SH,600039.SH,600516.SH,600583.SH,600970.SH,600392.SH,600100.SH,603899.SH,600909.SH,600008.SH,600511.SH,600711.SH,600535.SH,601016.SH,600580.SH,601000.SH,601636.SH,603005.SH,603000.SH,603658.SH,600004.SH,600884.SH,601677.SH,600325.SH,600166.SH,600582.SH,600380.SH,600312.SH,600498.SH,600563.SH,600655.SH,601991.SH,600771.SH,603568.SH,600685.SH,603885.SH,600737.SH,600483.SH,601808.SH,600755.SH,600416.SH,600131.SH,600739.SH,601866.SH,600373.SH,601880.SH,600707.SH,600435.SH,601231.SH,600329.SH,600201.SH,600390.SH,600399.SH,600801.SH,601375.SH,600750.SH,603883.SH,601222.SH,600258.SH,601611.SH,600171.SH,601098.SH,600598.SH,603737.SH,600330.SH,600572.SH,600271.SH,600123.SH,600062.SH,600667.SH,603858.SH,601118.SH,600728.SH,600977.SH,600116.SH,603228.SH,600057.SH,600993.SH,600596.SH,600641.SH,600517.SH,601928.SH,600316.SH,603456.SH,603444.SH,600606.SH,600456.SH,600718.SH,603027.SH,600273.SH,600338.SH,600782.SH,600446.SH,600633.SH,601992.SH,600500.SH,600562.SH,601106.SH,600072.SH,600409.SH,603678.SH,600827.SH,600481.SH,600967.SH,600216.SH,600328.SH,600267.SH,603026.SH,601519.SH,603218.SH,600138.SH,600597.SH,600185.SH,600773.SH,600211.SH,601718.SH,600478.SH,600740.SH,600110.SH,600095.SH,600206.SH,600259.SH,600006.SH,600339.SH,603919.SH,601890.SH,601858.SH,600776.SH,603866.SH,601908.SH,603888.SH,600787.SH,600556.SH,600195.SH,601969.SH,601139.SH,600335.SH,603025.SH
20200821,7.0003,5.3059,7.494,8.5421,10.6303,9.0495,5.3544,4.2494,2.4932,6.7454,8.8532,11.4823,31.2136,1.53,14.6168,44.03,5.13,2.2806,3.4104,14.695,16.0832,21.4459,3.7458,32.501,6.6251,19.2107,5.1321,36.5066,22.4143,13.4561,4.75,20.4327,37.3053,13.0101,5.2362,14.1991,5.6299,8.1805,3.9736,2.8326,4.7438,60.2285,3.146,47.5251,161.5586,6.9345,49.0579,7.0744,186.7986,4.2026,11.4511,11.0364,31.6607,26.1354,21.3786,12.5062,14.2226,103.472,3.9849,2.5042,9.2699,11.8504,22.8028,4.6486,7.7585,5.582,13.96,24.4514,4.6639,58.2556,6.4796,4.1993,4.2567,5.3451,2.3296,8.0144,70.4053,2.8336,7.414,7.8431,22.4798,5.027,16.28,3.5676,15.2284,2.6464,6.5288,4.6736,5.9542,7.7552,7.877,62.106,7.646,2.8753,45.2444,6.2896,15.9383,2.476,12.7726,1.8452,7.5976,39.2037,20.4767,110.6823,15.2896,11.2233,8.035,6.158,2.86,2.7681,17.8971,7.8035,26.9556,58.6547,8.751,2.4322,15.55,19.3552,32.8898,10.876,8.6925,5.9013,13.1481,5.7603,20.7,22.2409,25.3169,1.8933,11.2275,1.9251,4.76,10.1944,21.67,16.6474,27.1053,7.0986,6.68,24.126,5.8437,10.1592,57.3334,6.3529,19.2665,8.6448,17.945,8.9733,18.853,84.2655,10.923,5.2493,16.9471,3.2828,12.564,10.9406,23.6028,5.5685,10.1003,15.3332,9.4624,33.2088,6.181,22.5744,6.0522,21.728,7.2388,6.0027,36.1019,31.1813,548.6958,6.789,29.5946,11.7459,29.215,7.9371,11.079,3.7635,19.6135,11.0916,3.0565,5.6517,17.8993,3.35,14.8174,5.2902,38.3496,17.0272,3.0115,12.2691,17.1075,5.4353,17.8155,36.4889,10.62,18.6503,12.5224,19.6522,13.2905,7.4361,75.2187,3.7529,4.14,3.4756,5.2381,16.485,13.9972,34.0,4.6203,2.7221,17.6559,6.7862,9.1916,15.0812,24.9333,4.8175,25.9867,4.9356,23.4309,17.8273,6.427,7.658,5.1102,6.5738
20200828,6.9753,5.314,7.7625,8.514,11.5984,9.1777,5.3544,4.1633,2.5104,6.7116,8.764,11.546,33.7564,1.51,14.6842,44.39,5.0739,2.4011,3.5889,14.563,16.0151,22.3182,3.7277,33.0507,6.8586,17.5444,5.1388,35.7137,22.5312,13.1113,4.33,19.9189,36.353,13.9482,5.1731,14.8766,5.4626,8.023,3.8414,2.8037,4.6059,58.3628,3.1068,48.3114,164.5965,7.9148,49.891,7.1522,177.3117,4.1937,11.328,10.9053,35.3843,24.0355,22.4713,12.9074,14.3283,104.8732,3.9405,2.5042,9.4763,9.1765,22.4679,4.5212,7.5207,5.3724,13.73,23.1594,4.5565,54.9278,6.3722,4.1438,4.5313,5.2415,2.3208,7.9442,70.5008,2.8692,7.6075,7.751,22.2498,4.8115,18.0,3.4857,16.4041,2.7204,6.3218,4.7117,5.8337,7.6666,7.8171,67.8444,7.1277,2.8668,43.2617,5.9021,16.1099,2.4336,12.3372,2.0076,7.4114,38.1154,19.6479,121.4986,15.1204,11.1079,7.876,6.0308,2.53,2.7941,18.7058,7.7244,25.7451,57.6566,8.5989,2.4044,15.34,19.1377,32.4377,10.8068,8.7477,5.737,12.8671,5.9155,19.27,21.4179,25.4903,1.8669,11.2955,1.9441,4.53,9.6291,21.9097,16.7795,27.9436,7.1876,6.65,23.6869,5.7158,11.0851,64.5613,6.7946,18.4575,8.0315,17.38,9.3951,18.0604,81.5735,11.0607,5.1767,17.293,3.2328,12.5732,10.9311,25.041,5.4688,9.7524,14.8749,9.3088,32.9508,6.064,24.2946,6.1413,20.7573,7.0549,6.078,33.7183,35.6999,561.7838,6.5003,29.206,11.5867,30.0006,8.3968,10.244,3.6959,19.7421,10.8326,3.0018,5.4795,17.4311,3.29,14.4319,5.2628,39.8309,15.4079,3.0307,11.7666,17.3258,5.3211,17.4652,38.961,10.63,19.6482,12.2545,20.786,12.4942,7.2866,71.5223,3.5153,4.0,3.4194,5.2774,16.2344,14.5947,32.85,4.4156,2.7897,17.3489,6.796,9.1636,14.8635,24.7654,4.8473,24.7362,4.9732,20.6971,18.2896,5.9797,7.1561,5.4181,8.0168
20200904,7.042,5.2495,7.286,8.4673,11.5246,9.1594,5.1879,4.0293,2.459,6.6609,8.6649,12.183,32.8023,1.55,15.6375,47.99,5.0659,2.3733,3.6452,14.563,16.0637,21.6398,3.7095,34.2127,6.5849,16.6525,4.8613,34.3179,22.2256,13.2656,4.15,19.2668,35.2437,14.1092,5.1461,14.9846,5.4724,8.0313,3.7848,2.7633,4.7668,56.3141,3.0186,47.8964,164.1081,9.1039,47.2366,6.8841,177.1829,4.301,12.1135,10.6339,35.9954,24.1045,22.6993,12.9074,13.684,100.7873,3.8784,2.389,9.4263,8.4016,23.7681,4.2847,7.5108,5.2581,13.94,24.3829,4.3774,54.7916,6.382,3.9588,4.4398,5.0775,2.3031,7.9179,68.6353,2.8246,7.2747,7.6809,22.443,4.8311,17.68,3.5039,16.1542,2.7513,6.1054,4.5499,5.6296,7.3315,8.0068,67.2839,7.4166,2.8499,40.4428,5.8524,17.3207,2.3658,12.1727,1.8747,7.1632,36.8636,19.2091,116.8313,14.8616,10.9252,7.5717,5.929,2.54,2.7768,18.1089,7.4969,25.007,70.7384,8.6615,2.3182,17.0,18.6125,30.5209,12.4382,9.3548,5.6584,12.2373,5.8257,19.48,19.9752,25.4422,1.8493,10.964,1.906,4.51,9.5201,20.9326,17.0343,26.5498,6.983,7.55,22.8947,5.5388,11.1777,65.2588,6.7852,18.3776,7.7005,17.1754,9.4282,17.8111,77.0954,11.2868,5.1676,16.9663,3.1954,12.2508,10.7105,25.2686,5.2796,9.6231,15.6221,9.4336,34.2122,5.7717,24.3907,6.1477,20.6396,6.7936,6.1115,37.691,34.6459,525.2591,6.3271,29.6325,12.084,26.6145,9.0986,9.3506,3.569,19.2968,10.6023,2.9653,5.3074,18.4943,3.14,13.9673,5.9126,38.7465,15.9897,3.0307,11.5296,17.1645,5.2875,18.0393,42.0265,10.55,19.3285,12.2843,19.4293,12.2878,6.3496,65.5048,3.436,4.13,3.3984,5.503,15.7909,14.6927,32.3,4.5618,2.9634,18.318,6.668,10.5447,14.4083,23.3458,4.6685,24.0914,4.7194,19.5638,19.7535,5.7561,6.8587,5.6491,8.8265
20200911,6.9085,5.2495,7.2601,8.5794,11.5154,9.1044,5.1795,3.9145,2.4418,7.3625,8.1394,11.6097,32.2524,1.54,14.559,47.77,4.9937,2.2992,3.5889,14.2897,14.2334,23.3139,3.6823,31.847,6.5527,15.5646,5.8498,33.1037,20.4281,12.449,4.08,17.765,31.7193,12.5363,5.065,13.7768,5.2264,8.512,3.7471,2.7228,4.5522,50.7759,2.9696,45.5158,153.4313,8.6682,45.2507,6.7717,160.3777,4.4619,10.8643,9.6604,32.6441,23.8876,20.2574,11.7429,13.434,94.6044,3.8251,2.3813,9.1698,7.9231,21.2367,4.221,7.0252,4.9342,12.77,24.1774,4.091,51.5709,6.2551,3.9125,4.4123,4.9997,2.3473,6.4256,67.4215,2.8068,6.911,6.9974,21.7899,4.5469,17.04,3.5312,15.2654,2.7204,6.0208,4.3881,5.6111,7.5089,7.4877,65.6973,6.8814,2.7992,40.4052,5.8325,16.2906,2.5863,12.5017,1.9264,6.5515,32.6893,18.5168,110.9193,14.4336,9.8096,7.1776,5.8951,2.65,2.8806,16.6552,7.2299,23.5308,63.4126,8.1962,2.2799,15.94,17.0371,27.631,11.5286,8.4166,5.6655,11.3362,5.7358,16.26,18.5712,24.9218,1.9902,10.2331,1.9346,4.45,8.8457,21.0893,15.7131,25.1463,6.6805,7.17,22.0079,5.2535,10.0835,60.5095,6.6724,18.0081,7.2429,16.2207,9.0891,16.5019,72.261,10.2938,4.9496,15.7846,3.2266,11.8086,9.8092,23.7848,5.0704,9.2156,14.028,9.2992,32.1098,5.6046,21.7959,5.8993,18.7473,6.542,6.011,31.4836,31.8352,492.9,5.7826,26.9981,11.7558,25.1788,9.518,8.7486,3.5098,18.2578,9.8923,2.9288,5.1544,17.2653,3.05,12.7712,5.7387,36.0744,14.6419,3.1549,10.809,15.6368,5.0456,16.2003,45.6457,9.58,21.053,11.4706,17.1811,11.1573,6.2001,54.838,3.3667,4.06,3.3352,5.1499,13.9689,13.2822,31.31,4.6885,2.8958,18.2125,6.0376,10.2087,12.9041,21.0296,5.0857,23.2024,4.5032,18.689,16.0841,5.5616,6.6636,5.3411,9.4759
20200918,7.0504,5.2415,7.5026,8.785,11.921,9.2693,5.2795,4.1824,2.6046,7.6837,8.4071,13.0191,32.76,1.57,14.4435,48.92,5.106,2.327,3.6828,15.072,15.0999,24.4064,3.7458,33.2038,7.0035,16.1429,7.0346,33.368,21.5605,12.7302,4.22,17.8836,31.8666,12.9343,5.1912,15.0141,5.3248,9.0341,3.8037,2.85,4.7438,53.728,2.9598,45.6541,154.4277,9.1946,44.1172,7.0657,164.2992,4.4172,12.2555,9.9693,32.9305,24.1439,20.457,11.4591,13.7321,99.9446,3.9228,2.3736,9.3262,7.9534,24.3,4.4394,7.1243,5.02,12.95,26.0078,4.2432,53.0304,6.2454,3.9495,4.3574,5.0775,2.3737,7.0576,69.6242,2.8336,7.0967,7.7028,21.3117,4.5959,17.08,3.695,15.5987,2.8191,6.1525,4.4547,6.3623,7.3217,7.3579,64.0727,7.1447,2.6639,39.5313,6.2399,16.128,2.4421,13.0436,1.9854,6.9593,34.2886,18.4485,114.1939,14.6127,10.4635,7.3919,6.0902,2.66,2.8806,16.8478,7.4574,24.3279,65.6123,8.2589,2.2991,15.78,17.3297,27.6605,11.9241,8.7937,5.7298,11.9369,5.7766,17.51,18.8036,26.3673,1.9726,10.641,1.9251,4.37,9.0242,21.7253,15.6187,26.4133,6.6361,7.47,22.9205,5.4797,10.2097,60.1088,6.9638,20.1355,7.3695,16.7273,9.3124,16.7958,82.1994,10.4216,4.9769,15.9095,3.2703,12.1771,10.2407,23.2478,5.17,9.3846,14.4863,9.3184,33.0655,5.5712,21.4211,5.9375,19.5709,6.7743,6.0027,32.8741,30.2737,537.321,5.9146,27.7656,12.2332,24.996,9.6068,9.2633,3.5606,18.6932,10.0554,2.947,5.2883,17.8505,3.1,12.9788,6.114,42.0674,16.8721,4.2926,10.7616,15.4281,5.1262,16.7549,55.4749,10.19,21.9928,12.2347,16.5222,11.5505,6.23,56.6934,3.3865,4.42,3.3984,5.6011,15.5885,13.7229,31.88,4.9225,3.0986,17.9054,6.0475,10.638,13.013,22.0179,5.3738,21.1899,4.6536,18.4902,14.5912,5.7075,6.7844,5.8223,7.5038
20200925,6.8334,5.1046,6.9828,8.3738,11.0636,8.967,5.1462,3.8953,2.5446,7.4301,8.3179,12.7086,33.0984,1.45,13.4517,44.85,4.9136,2.1323,3.4573,13.7524,13.5812,22.6354,3.5644,30.8172,6.4722,15.9076,6.3372,34.45,21.1202,12.2493,4.25,17.2512,31.2775,12.0815,5.1731,15.0141,5.0591,8.0147,3.5583,2.7459,4.4833,48.6445,2.8324,44.3509,147.8438,8.2053,47.1204,6.789,162.3285,4.1668,10.7792,9.3234,26.8199,24.9326,19.1552,10.5588,12.857,95.5549,3.7275,2.3429,9.6389,7.2622,22.3793,4.1756,6.8766,5.1819,12.79,26.047,3.9925,52.5244,5.9819,3.7368,4.1926,4.8788,2.2678,6.8469,67.5639,2.7534,6.6556,7.5889,20.2263,4.4391,17.62,3.4584,14.4508,2.6773,5.8138,4.3024,6.2788,6.9472,7.0684,64.3672,7.6035,2.6639,43.149,5.2761,15.1522,2.2895,11.9018,1.8747,7.2696,32.3164,18.2535,118.6463,13.5675,9.9346,7.4818,5.6406,2.42,2.6816,16.6071,7.0617,23.2847,67.4922,7.892,2.1937,16.13,16.6695,28.2896,10.6881,8.1314,5.6012,11.2296,5.5152,16.6,17.9515,24.6519,1.8317,10.0716,1.906,4.01,8.816,22.3982,15.3073,26.0917,6.4404,7.01,22.0509,5.4994,9.9404,62.3573,6.5878,17.5786,7.1066,15.6459,8.8906,17.0363,81.3191,9.5564,4.8225,15.0737,3.133,11.8363,9.8475,22.7836,4.921,9.0366,13.8985,8.877,31.1637,5.1703,20.1045,5.5616,18.2374,6.5807,6.0613,33.5693,29.4441,545.0868,5.3372,26.7706,12.1835,24.2036,7.8161,8.6515,3.4168,17.8916,9.4605,2.8193,4.9631,17.831,2.94,12.8898,6.0316,44.5653,17.289,4.9905,10.4008,14.5647,4.9346,16.5019,44.1327,9.93,20.9755,11.0539,16.3381,10.7641,5.8811,64.8672,3.3073,4.41,3.1316,5.1499,16.4754,13.0765,29.65,4.7178,2.9538,17.0802,5.8997,10.0221,12.6468,21.1517,5.046,20.1543,4.4185,18.0031,14.1193,5.2894,6.4591,5.3315,6.8063
20200930,6.7917,5.1288,6.8355,8.4299,10.8608,8.9854,5.1046,4.2781,2.4332,7.2188,8.3278,12.5175,34.0008,1.31,13.4613,45.0,4.8895,2.1137,3.4104,13.3565,13.4643,21.9394,3.5644,31.7913,6.287,16.7015,6.019,32.8312,20.9584,12.331,4.07,17.518,31.631,12.2994,4.9568,15.0141,4.9409,8.0396,3.5111,2.769,4.2687,49.0224,2.8128,43.8996,146.2614,8.5048,43.7103,6.6679,155.7629,4.2831,10.6088,9.1736,29.837,24.5678,19.2788,10.8719,12.8763,97.152,3.7098,2.3429,9.5701,7.7863,21.8178,4.3302,6.9757,5.0104,12.47,28.5822,3.9299,54.4997,6.0404,3.7738,4.2292,4.8529,2.259,6.3378,65.7058,2.7534,6.6246,7.4049,20.3735,4.2431,15.57,3.3947,14.5619,2.6402,5.7385,4.2929,6.5293,6.7994,7.0584,64.5192,7.4506,2.6185,40.9502,5.2165,15.2516,2.3488,11.7566,1.8378,7.5355,32.5105,18.078,119.5131,13.5476,10.0212,7.7169,5.5897,2.42,2.6297,16.3953,7.0024,23.3832,67.715,7.9009,2.1745,14.73,16.5645,29.2136,10.6684,7.8646,5.6655,11.2296,5.5152,17.81,17.7579,22.4354,1.8317,9.9186,1.8679,4.06,8.935,23.5227,15.3828,26.3159,6.4044,7.38,21.6376,5.3027,9.7636,61.5781,6.6536,17.7284,7.0872,15.4121,8.9816,16.4752,81.7007,9.7334,4.7316,15.1506,3.1392,11.6521,9.8284,22.6652,4.9608,8.967,14.038,8.6658,31.8709,4.9197,20.1141,5.4915,17.5314,6.4452,6.0027,37.254,30.2542,541.6952,5.2547,29.8694,12.3028,25.382,8.7437,8.4476,3.3999,17.8619,9.4221,2.801,4.9058,18.2895,2.93,13.0875,6.0499,44.6524,16.5133,4.111,10.6004,14.1472,4.9688,15.743,43.7273,9.81,21.9637,10.915,16.2121,10.8133,5.7715,53.9855,3.3073,4.43,3.1526,5.2479,15.4824,13.0177,29.16,4.747,2.8862,17.1761,6.0081,9.8448,12.6171,22.7391,5.2049,19.5486,4.3339,17.4166,13.9267,5.3672,6.3755,5.0235,6.9506
20201009,6.8001,5.1851,6.8442,8.3551,10.8055,9.0037,5.1296,4.3164,2.459,7.5653,8.4567,12.9395,35.016,1.24,13.7695,44.35,5.13,2.1601,3.5231,13.7147,13.8538,22.5561,3.6188,33.2525,6.2951,16.7113,5.7956,33.9297,22.0099,12.5578,4.13,17.8144,31.9058,12.631,4.9929,15.0141,5.0787,8.1887,3.596,2.8847,4.2993,50.097,2.8618,44.9916,146.066,8.4322,45.3185,6.7284,161.9324,4.3725,10.9306,9.6135,29.5506,24.696,19.5353,11.0089,13.1936,99.8564,3.7453,2.3659,9.7202,8.2877,22.8915,4.5667,7.1045,5.1247,12.72,28.4353,3.9925,55.0933,6.0697,3.8478,4.3299,4.922,2.2943,6.6363,65.3687,2.7712,6.7175,7.6853,20.9805,4.3901,16.61,3.5403,15.8579,2.6587,5.8985,4.3405,6.5385,6.9768,7.1982,64.4147,7.5185,2.6456,42.0684,5.4748,15.5407,2.5099,12.7823,1.8673,7.9345,33.8492,18.39,114.6013,13.5775,10.4251,7.7377,5.6661,2.66,2.6816,16.6263,7.1804,24.0032,74.4885,7.9367,2.2128,16.2,16.2794,29.5183,10.6585,8.205,5.8513,11.4912,5.6132,18.7,18.1355,22.8016,1.8757,10.1821,1.887,4.18,9.1135,25.2924,15.8169,26.6083,6.5123,7.5,21.6893,5.4109,10.0161,60.747,7.1423,17.219,7.2819,15.792,9.0147,17.3302,86.6878,10.0775,4.8225,15.4099,3.1954,11.8639,10.0873,23.0566,5.0803,9.0863,14.0579,8.8866,32.5016,5.2037,20.8349,5.6189,17.9629,6.5614,6.1283,37.1546,30.7714,553.3222,5.2629,29.8978,12.5515,25.619,8.6711,8.7001,3.4591,18.2083,9.8155,2.8375,5.0205,18.4553,2.99,13.2655,6.178,45.4076,15.5145,4.3022,10.7145,14.6595,5.0578,16.3657,46.862,9.99,22.7582,11.0737,16.842,11.059,5.9908,57.0659,3.3667,4.59,3.293,5.7286,15.3089,13.3997,29.97,4.8347,2.9055,17.56,6.077,10.442,13.0624,22.9948,5.7115,20.0273,4.4279,18.023,14.2349,5.5228,6.6078,5.216,7.0548
20201016,7.0003,5.2334,7.2601,8.5701,12.2161,8.9854,5.2212,4.6993,2.7931,7.1343,8.4468,13.1306,33.0138,1.38,14.145,44.69,5.3705,2.1786,3.4855,13.8184,16.1027,23.2962,3.7912,34.7137,6.9391,16.4369,5.3352,32.0713,21.8751,13.3745,4.19,17.5674,32.0924,12.8111,5.074,15.4854,5.1772,8.6197,3.6338,3.087,4.5905,47.1153,2.8618,47.1684,159.3216,9.6394,48.3313,6.8927,164.5864,4.2652,11.0063,10.5684,33.3029,26.0565,20.685,11.0774,13.5398,107.4698,3.7719,2.3813,9.5389,8.4396,21.7292,4.9397,6.9658,5.1819,12.81,30.3147,4.0462,54.0521,5.9526,3.8015,4.2659,4.8529,2.3737,6.7065,64.5071,2.7801,6.7252,7.8781,21.4128,4.6449,16.02,3.4584,15.645,2.7513,5.8514,4.3119,6.993,6.9078,7.0983,73.4783,7.2467,2.6727,44.6618,5.6437,15.7124,2.5354,13.1791,1.8452,8.0497,35.055,18.3023,126.1955,13.3486,10.4828,9.0653,5.7509,3.06,2.7508,17.1847,7.2694,23.9343,81.7658,7.892,2.2607,16.48,16.4069,28.3289,10.2136,8.3062,5.9442,11.5106,5.6459,18.95,17.7869,22.6859,1.8669,10.1821,1.8774,4.08,9.1036,22.7208,16.0434,26.2769,6.5303,7.39,21.0005,5.4601,10.1676,58.9808,7.4806,15.9006,7.5739,15.6459,9.147,16.965,79.8891,9.9497,4.8406,15.2851,3.3389,11.9929,10.1927,23.9214,5.2796,9.0863,14.8649,8.8962,32.9794,5.2872,21.3058,5.4023,18.2962,6.5517,5.9859,38.2968,33.7968,510.4667,5.3042,30.7317,12.3824,27.1156,8.5017,8.7583,3.4929,18.3369,9.6236,2.8284,5.0779,19.7819,2.98,12.9294,7.1116,45.5044,15.0588,4.1492,10.7526,14.9062,4.9688,17.0274,43.2131,9.92,26.3042,10.3593,17.0067,10.9902,5.921,67.0593,3.3766,4.45,3.602,6.0719,14.4702,13.8895,29.49,5.0394,2.9055,20.0356,5.88,10.1714,12.8348,23.6969,5.5824,20.0957,4.4091,18.5399,15.1209,5.4061,7.3048,5.6972,6.8865
20201023,7.0921,5.2334,7.3207,8.4019,12.548,8.9029,5.2961,4.6514,2.7674,7.1681,8.6351,13.7119,29.1127,1.31,14.0102,42.12,5.0258,2.1694,3.4198,13.988,15.6256,24.6003,3.6733,33.6143,6.8586,16.1232,4.8951,31.3775,20.8505,13.0297,4.11,17.2413,30.4922,12.451,4.8397,15.5542,5.0295,8.6529,3.6055,2.8789,4.2457,41.9728,2.7638,45.3702,146.8181,10.0841,46.4326,7.1262,172.4988,4.0685,10.9684,10.6713,40.0723,23.7594,22.1768,12.7802,13.0878,92.0862,3.8251,2.3275,9.1698,7.8015,20.8624,4.6486,6.8964,5.0771,12.52,28.6702,3.9828,51.4249,5.9136,3.7275,4.2384,4.8529,2.3296,6.7943,63.9452,2.7623,6.6246,7.8737,20.8058,4.5763,15.47,3.4311,14.8118,2.7081,5.7668,4.2167,6.993,6.7008,6.9585,70.8752,7.2212,2.6817,41.0535,5.7332,15.1341,2.3743,12.0953,1.8009,7.1898,33.9054,18.039,119.6465,13.0499,11.2329,9.8605,5.7,3.01,2.6903,15.8465,7.0815,24.0327,80.4286,8.1157,2.1937,15.16,16.0619,26.8152,10.9452,8.1038,5.5441,11.3168,5.5969,17.4,16.5282,21.4427,1.955,10.0206,1.8679,4.17,8.8259,21.6516,15.43,22.8071,6.4764,7.47,20.3375,5.3715,9.8562,51.8494,7.2175,16.7196,7.6615,15.6654,9.056,16.3416,74.551,9.7137,4.7316,15.3235,3.1891,11.6889,10.3174,22.6197,5.3493,9.0267,14.2273,8.5699,32.5876,5.2037,20.6715,5.568,17.3157,6.484,6.1701,34.2446,31.9621,397.5707,5.2134,30.2011,11.8254,26.6213,8.5662,8.1855,3.4929,17.9213,9.3934,2.8102,5.0875,19.4795,2.92,12.6625,6.3153,41.1089,15.117,3.9293,10.4768,13.8056,4.9141,17.1539,45.9819,9.54,23.136,10.3692,16.4253,9.8892,5.7914,56.98,3.337,4.28,3.3913,5.9542,13.6508,14.3106,29.18,5.1467,2.8862,28.5181,5.8603,10.2927,12.627,23.8495,5.2248,20.1446,4.3527,18.023,14.3793,5.2894,6.9238,5.6202,6.7101
20201030,6.5498,5.161,6.6276,8.6355,11.9579,9.2235,5.0463,4.728,2.4675,7.633,9.2101,12.7404,29.86,1.32,13.4324,42.62,4.7132,2.1786,3.3728,13.9503,14.73,27.4198,3.5644,35.7644,5.4498,15.7508,4.604,28.4619,21.4886,12.0588,3.76,17.1623,32.2789,11.9298,4.7045,14.6704,4.8622,8.3545,3.5772,2.7286,3.9928,41.3942,2.6756,52.0461,158.6281,9.358,43.6038,6.5987,170.132,3.9701,12.1514,10.5215,42.9558,23.089,21.9107,12.4474,12.9051,89.1858,3.7098,2.2891,8.7382,7.2926,23.6204,4.2665,6.5496,4.8009,11.75,29.2673,4.0011,48.7199,5.5525,3.8478,4.0461,4.8184,2.2678,6.171,69.7516,2.7088,6.4698,7.957,20.3275,4.3313,14.28,3.3128,14.1175,2.7513,5.8985,4.0264,6.993,6.4841,6.5892,76.3856,6.7624,2.6276,40.2078,5.5941,15.8118,2.298,11.8244,1.7714,8.1384,34.0893,16.3034,128.9811,12.4925,11.8292,9.2728,5.4964,3.11,2.6211,14.4987,6.5771,23.2355,86.8725,7.7846,2.1266,14.54,16.4069,25.4882,10.5794,7.5887,5.4583,10.5223,5.4661,17.07,16.809,21.7318,1.8405,9.8336,1.8012,4.05,8.1912,20.1399,15.0997,23.0605,6.2155,8.33,20.8196,5.0567,9.7215,53.0813,7.3867,17.2989,7.0093,15.1003,8.6756,15.4956,75.3448,9.0353,4.55,14.9104,3.133,11.606,9.7612,22.0372,5.2397,8.9074,12.6132,7.8501,30.5999,5.0032,20.4505,5.7846,16.4921,6.2614,5.8018,33.4302,32.5769,408.9455,5.1062,31.0539,11.3281,25.8493,7.9693,7.7679,3.5098,17.5453,8.8177,2.7463,5.0014,17.8993,2.78,11.5257,6.3794,46.6566,13.9243,3.6903,10.3152,13.5304,4.2913,15.8306,44.8348,8.89,23.3589,9.7738,15.0202,9.5058,5.4924,59.4514,3.1984,4.16,3.5388,6.2387,11.8576,13.4781,28.14,6.0629,2.6545,31.8862,5.5845,9.9848,12.2609,24.2617,5.2645,17.6045,4.1929,17.5955,13.7533,5.0074,6.8402,5.7646,6.181
