trade_date,600338.SH,600998.SH,600171.SH,601233.SH,601601.SH,300438.SZ,601118.SH,600348.SH,600787.SH,601168.SH,300118.SZ,000959.SZ,300146.SZ,000898.SZ,000768.SZ,600316.SH,002472.SZ,300024.SZ,600754.SH,002030.SZ,000977.SZ,300136.SZ,000001.SZ,600482.SH,002152.SZ,600859.SH,300487.SZ,600845.SH,300363.SZ,300568.SZ,600143.SH,601633.SH,600021.SH,002493.SZ,300595.SZ,600236.SH,600909.SH,000563.SZ,000401.SZ,603027.SH,002430.SZ,601016.SH,601872.SH,000513.SZ,600674.SH,600773.SH,601328.SH,601988.SH,300073.SZ,603369.SH,601111.SH,600185.SH,601608.SH,300003.SZ,002594.SZ,000983.SZ,600126.SH,600392.SH,603885.SH,600820.SH,600406.SH,002049.SZ,002505.SZ,300285.SZ,600028.SH,002841.SZ,600585.SH,603899.SH,002025.SZ,600211.SH,600741.SH,600497.SH,603000.SH,002831.SZ,000800.SZ,600373.SH,601919.SH,002600.SZ,600006.SH,600556.SH,600970.SH,600862.SH,603737.SH,002439.SZ,000408.SZ,601699.SH,601969.SH,002670.SZ,000723.SZ,600900.SH,600031.SH,600728.SH,601058.SH,600153.SH,601211.SH,300373.SZ,600511.SH,600208.SH,300058.SZ,603019.SH,600123.SH,600699.SH,002532.SZ,600256.SH,601006.SH,600919.SH,600776.SH,300114.SZ,600886.SH,601991.SH,600867.SH,300223.SZ,600111.SH,601611.SH,600685.SH,600988.SH,600328.SH,600161.SH,300253.SZ,603005.SH,000423.SZ,002294.SZ,002142.SZ,000708.SZ,000967.SZ,002739.SZ,600580.SH,600839.SH,600299.SH,000785.SZ,000778.SZ,002050.SZ,002500.SZ,002821.SZ,000166.SZ,002281.SZ,601021.SH,002407.SZ,600633.SH,600201.SH,600048.SH,000089.SZ,600271.SH,300413.SZ,600038.SH,600536.SH,600066.SH,002252.SZ,000733.SZ,002429.SZ,002179.SZ,000301.SZ,600782.SH,000651.SZ,600872.SH,600104.SH,601689.SH,600546.SH,600016.SH,600690.SH,002459.SZ,601766.SH,002340.SZ,600438.SH,000930.SZ,601618.SH,600195.SH,601877.SH,600118.SH,600233.SH,002007.SZ,600763.SH,002557.SZ,600893.SH,601998.SH,601668.SH,601636.SH,300316.SZ,000538.SZ,603868.SH,300274.SZ,600416.SH,002372.SZ,000333.SZ,600415.SH,002371.SZ,601398.SH,002138.SZ,002468.SZ,600027.SH,300207.SZ,601727.SH,600057.SH,600498.SH,600559.SH,600009.SH,600196.SH,002074.SZ,000933.SZ,603218.SH,601229.SH,600529.SH,600079.SH,600760.SH,600352.SH,000598.SZ,601966.SH,000157.SZ,600871.SH,300357.SZ,600535.SH,601677.SH,601818.SH,600177.SH,600801.SH,600015.SH,601607.SH,603338.SH,300502.SZ,600129.SH,300296.SZ,600409.SH,600596.SH,601155.SH,000999.SZ,603444.SH,002385.SZ,600958.SH,600267.SH,600737.SH,600655.SH,000786.SZ,002131.SZ,300037.SZ,000876.SZ,000100.SZ,600583.SH,002326.SZ,000591.SZ,601186.SH,000725.SZ,002192.SZ,601992.SH,002244.SZ,002714.SZ,601880.SH,002080.SZ,000858.SZ,600000.SH,600183.SH,000050.SZ,601088.SH,601117.SH,002531.SZ,600705.SH,600808.SH,600667.SH,300088.SZ,000739.SZ,600885.SH,601555.SH,002423.SZ,600150.SH,603883.SH,601139.SH,002399.SZ,600562.SH,002756.SZ,300212.SZ,600369.SH,000750.SZ,002078.SZ,601788.SH,000519.SZ,002761.SZ,002603.SZ,601225.SH,600167.SH,002353.SZ,002558.SZ,002008.SZ,000039.SZ,601808.SH,002241.SZ,300347.SZ,601997.SH,002673.SZ,000783.SZ,000537.SZ,002056.SZ,002506.SZ,600732.SH,002414.SZ,300394.SZ,000425.SZ,000547.SZ,603678.SH,600517.SH,002273.SZ,601958.SH,002311.SZ,001914.SZ,002408.SZ,601375.SH,002203.SZ,601928.SH,600155.SH,002128.SZ,603919.SH,300070.SZ,000831.SZ,601000.SH,600332.SH,601899.SH,600019.SH,600549.SH,002064.SZ,000402.SZ,603589.SH,002001.SZ,600765.SH,600895.SH,000729.SZ,300015.SZ,601098.SH,002266.SZ,002736.SZ,600460.SH,002304.SZ,000887.SZ,600022.SH,600572.SH,601360.SH,002624.SZ,600309.SH,600315.SH,002368.SZ,300498.SZ,002648.SZ,600481.SH,000002.SZ,002563.SZ,600398.SH,600259.SH,600010.SH,601890.SH,300009.SZ,600779.SH,600060.SH,000581.SZ,603568.SH,601009.SH,300529.SZ,601669.SH,603658.SH,300450.SZ,600350.SH,600600.SH,601012.SH,000155.SZ,002812.SZ,601100.SH,002444.SZ,300012.SZ,002653.SZ,603986.SH,002028.SZ,601288.SH,600588.SH,002373.SZ,603606.SH,002497.SZ,002508.SZ,603799.SH,000069.SZ,000539.SZ,601858.SH,600039.SH,002044.SZ,300142.SZ,603888.SH,603228.SH,600642.SH,600312.SH,600486.SH,600519.SH,000683.SZ,600750.SH,002156.SZ,600362.SH,601908.SH,600803.SH,603939.SH,600188.SH,002223.SZ,600547.SH,601688.SH,601717.SH,600873.SH,002185.SZ,601985.SH,600160.SH,601222.SH,600329.SH,000938.SZ,002236.SZ,600110.SH,601179.SH,600072.SH,000060.SZ,002463.SZ,600298.SH,601933.SH,002268.SZ,002738.SZ,600745.SH,000709.SZ,600377.SH,600848.SH,300059.SZ,300496.SZ,000987.SZ,603993.SH,000895.SZ,600030.SH,600887.SH,601198.SH,600707.SH,600335.SH,600995.SH,000629.SZ,601901.SH,600372.SH,600740.SH,300122.SZ,000963.SZ,002466.SZ,600584.SH,600029.SH,002195.SZ,600115.SH,000596.SZ,600863.SH,300257.SZ,002601.SZ,600435.SH,000630.SZ,600660.SH,600330.SH,601866.SH,600702.SH,600109.SH,600096.SH,601989.SH,000027.SZ,002690.SZ,002518.SZ,002487.SZ,601377.SH,600157.SH,600598.SH,002568.SZ,002271.SZ,600515.SH,000559.SZ,000009.SZ,002595.SZ,600739.SH,600570.SH,000617.SZ,000878.SZ,601519.SH,600926.SH,600219.SH,600500.SH,600050.SH,002299.SZ,600132.SH,000997.SZ,600985.SH,300017.SZ,600325.SH,002797.SZ,002608.SZ,603026.SH,000400.SZ,002180.SZ,601169.SH,000958.SZ,600062.SH,600100.SH,601600.SH,600170.SH,000625.SZ,002092.SZ,600339.SH,600999.SH,600637.SH,002153.SZ,300383.SZ,600483.SH,600755.SH,603456.SH,002511.SZ,600399.SH,000975.SZ,002032.SZ,600206.SH,000553.SZ,000988.SZ,600276.SH,300144.SZ,300026.SZ,002120.SZ,600875.SH,600061.SH,300558.SZ,601231.SH,600011.SH,600967.SH,600258.SH,601099.SH,000937.SZ,601106.SH,300014.SZ,000728.SZ,600764.SH,601800.SH,000031.SZ,603025.SH,000825.SZ,600606.SH,002432.SZ,600837.SH,600141.SH,002625.SZ,600023.SH,000776.SZ,300408.SZ,601128.SH,600378.SH,600131.SH,601158.SH,002129.SZ,600282.SH,601216.SH,002202.SZ,600036.SH,600566.SH,000893.SZ,002409.SZ,600516.SH,600489.SH,600390.SH,300433.SZ,002065.SZ,600018.SH,601898.SH,601238.SH,600663.SH,300001.SZ,600993.SH,600771.SH,601718.SH,600095.SH,000830.SZ,601001.SH,600116.SH,600446.SH,600089.SH,601336.SH,601666.SH,002240.SZ,000568.SZ,600166.SH,002352.SZ,600436.SH,600004.SH,002230.SZ,601088,000960.SZ,603816.SH,002027.SZ,601318.SH,603160.SH,600138.SH,300395.SZ,002415.SZ,002507.SZ,603866.SH,601857.SH,000066.SZ,600418.SH,001979.SZ,300033.SZ,002465.SZ,002422.SZ,600346.SH,600879.SH,600884.SH,002010.SZ,601166.SH,000738.SZ,002709.SZ,000021.SZ,600809.SH,600704.SH,001872.SZ,600563.SH,300418.SZ,600827.SH,601390.SH,600582.SH,603077.SH,002460.SZ,000877.SZ,600959.SH,002384.SZ,000063.SZ,603198.SH,300390.SZ,002410.SZ,000998.SZ,000338.SZ,002572.SZ,600216.SH,300124.SZ,300474.SZ,600718.SH,600977.SH,000636.SZ,601881.SH,300251.SZ,002607.SZ,600521.SH,601018.SH,600795.SH,601799.SH,603858.SH,000623.SZ,300244.SZ,600426.SH,600176.SH,002019.SZ,603288.SH,600456.SH,600597.SH,002475.SZ,600641.SH,000792.SZ,600273.SH,002517.SZ,601628.SH,300308.SZ,600478.SH,002155.SZ,603806.SH,000970.SZ,600499.SH,600056.SH,002262.SZ,000703.SZ,600380.SH,000661.SZ,603688.SH,600026.SH,603355.SH,000883.SZ,601939.SH,000156.SZ,600085.SH,002555.SZ,002683.SZ,600528.SH,002791.SZ,601888.SH,600673.SH,600711.SH,000932.SZ,600008.SH
20170602,21.0959,8.4721,9.1683,7.7263,23.7139,15.6724,5.1898,3.1257,7.0161,5.3368,12.9209,6.5118,9.6282,3.2474,16.9719,14.8666,9.8747,18.5682,24.4764,7.8851,14.735,35.0179,8.2307,24.0564,6.752,13.8252,7.0264,5.2437,13.9268,8.4234,4.7879,10.8973,11.4802,3.8878,8.0413,3.2231,7.8087,4.2717,13.4732,5.4097,7.2376,3.1642,,23.2136,7.7198,10.2986,4.126,2.5284,16.2297,11.1605,9.8862,5.8559,,18.7517,48.62,4.2247,4.4324,8.615,14.8936,7.5077,,,,11.9828,3.8516,39.5421,15.71,15.0509,,21.9889,15.0496,5.0343,12.3303,27.9,8.5449,14.9004,,,5.1723,,7.5169,8.9959,12.8225,17.6992,11.3758,4.9685,10.044,10.4693,6.47,11.463,6.1579,7.2293,2.9347,7.4546,15.9651,17.2267,30.8315,4.665,7.5033,14.7281,3.9528,20.9865,6.7912,3.0828,5.4831,6.6344,6.5576,12.8456,6.6641,4.3416,11.8454,17.4229,10.4412,10.9745,24.8246,5.7975,6.7049,15.0452,5.6246,10.4499,58.1188,27.6825,11.6993,4.88,8.7733,37.3875,6.284,3.2297,10.6412,9.0956,5.393,7.2279,8.0803,46.1693,5.0679,20.0147,33.5029,11.9994,16.6673,16.769,7.3144,8.8385,16.6056,,38.1278,10.6913,13.5642,,14.6504,3.0789,11.2774,,2.4621,24.0399,15.2912,22.3667,20.0668,3.1983,4.8429,12.4914,8.6384,8.5238,4.8152,4.5189,8.891,4.3035,7.0656,16.3334,26.437,17.7171,17.0823,22.9267,12.0442,23.3601,4.3959,5.3285,3.039,8.547,52.826,46.8918,9.3405,11.9983,8.2635,29.2514,7.044,23.2024,3.6929,15.7265,23.4751,3.799,10.6727,6.3284,4.5995,20.1468,,36.6977,29.5772,23.6441,5.2244,17.9673,7.6422,10.3387,18.173,14.2197,7.8019,4.9226,17.3781,3.3167,3.59,11.8845,24.0765,8.053,2.8164,4.8726,4.391,6.8041,21.8105,19.9262,9.0575,12.5688,10.8203,7.0373,4.4071,14.7773,26.9366,218.0717,5.4268,12.0139,10.0912,7.5303,,12.1192,3.459,9.8652,7.2111,,5.7816,11.4902,4.8972,10.2888,3.4447,21.777,5.5722,5.9132,5.0928,2.6012,6.8668,43.5273,10.1236,6.1156,16.3742,12.5452,5.495,6.3605,4.7755,2.38,6.5064,,6.7778,16.8949,8.837,9.4249,22.0782,23.0383,5.445,,18.6173,15.4048,13.842,4.9077,4.4976,6.2132,14.015,11.5455,8.8249,10.6195,4.0759,6.5654,15.0706,39.3844,29.5787,7.4938,10.6822,16.4846,14.2273,8.7253,12.7591,7.9667,6.9996,5.9734,4.06,,2.5073,8.8441,3.0187,9.5764,24.237,7.3822,10.5002,5.8485,15.5166,,6.5446,9.6378,7.1247,7.1132,15.4626,,12.9126,17.5478,10.0271,2.7261,25.1494,2.8318,4.2079,13.553,4.3382,9.671,30.7732,5.9297,9.2946,15.0835,6.259,3.732,12.0273,4.4902,11.058,,73.7904,,1.8346,5.8256,8.1447,18.7171,18.5557,26.5448,17.8559,17.5205,4.3102,4.9104,15.3094,6.0958,6.7486,35.63,2.1097,8.077,6.2137,21.2883,12.3916,15.6788,8.53,5.767,14.1256,7.0902,29.1848,11.6273,4.3149,30.5332,4.2122,,17.1416,6.7767,14.2876,4.5585,11.3263,31.7767,15.9273,2.4186,6.3249,13.3355,6.0758,8.0914,36.2562,17.1758,7.0689,4.6834,10.9893,2.3143,10.3077,12.0929,30.57,20.6583,4.7115,12.4282,25.3764,398.774,2.397,12.8185,9.1579,13.5677,4.3907,11.3107,11.333,4.3453,20.1788,13.9194,14.962,,3.9588,5.3343,6.662,7.7591,6.3881,14.6135,18.8031,17.7647,11.5949,4.9719,15.4872,5.7552,3.6223,20.8328,6.4129,17.1917,8.4588,,3.5955,6.7922,14.0988,3.9993,29.5202,5.2435,3.7133,15.1722,13.4087,16.4284,15.6245,8.48,9.544,8.0496,,8.9893,14.4825,3.0705,11.8293,23.5123,29.8823,14.1392,8.3948,3.47,6.6186,43.615,2.3792,17.4597,9.9199,13.5967,2.4476,19.6568,6.4839,2.9702,22.5392,11.0808,6.4036,,4.8593,11.804,12.4983,5.99,,3.4905,8.596,7.8431,12.0638,6.5674,7.7245,6.0055,19.7321,16.1408,11.9167,9.0621,10.4863,3.83,9.4529,2.4948,6.1743,,10.7229,19.0259,17.8323,9.9957,10.6517,6.1272,8.9787,11.7955,22.9799,15.4074,24.2291,5.0482,8.3234,15.5108,,4.2023,2.8341,6.6179,10.1455,6.8664,12.1223,12.9272,8.0006,11.515,6.659,6.148,7.7193,6.3455,5.75,5.5017,28.9076,8.0205,13.003,13.1867,21.9278,11.4479,4.1662,16.9419,8.5997,9.2959,54.0107,12.2796,6.9471,11.2755,16.841,3.9547,3.6678,3.03,7.4753,9.156,29.7029,13.3991,6.9158,8.7611,3.2227,5.622,10.4806,12.9771,8.7474,,4.5862,13.9204,18.7942,8.4391,11.4085,6.8034,5.5186,,2.024,3.5083,9.3692,17.3588,29.0859,,,4.4894,8.9294,8.0584,18.3706,10.1451,5.0034,4.5513,16.181,15.8673,16.37,18.1471,26.6701,7.9386,6.9507,4.3427,4.6213,9.4675,16.3575,6.0489,42.8793,3.4658,10.5379,42.2616,2.757,50.9289,52.5509,10.9243,19.7942,12.5452,10.9343,24.7035,6.6851,35.414,88.1278,18.7365,8.5293,23.9998,7.527,9.1905,6.0748,7.665,9.9847,15.6802,58.2562,9.6764,13.2514,4.5873,7.2946,8.6397,14.653,11.8609,18.2345,6.2274,7.935,20.4103,5.6781,19.9519,37.7101,21.2486,13.8944,7.5585,3.3822,2.1413,17.9159,8.3763,10.2505,15.6846,19.0385,15.4484,3.8905,12.1637,21.1435,4.5918,30.9688,8.1337,14.3306,19.5961,13.5201,17.4054,7.3145,10.5742,7.4406,3.833,14.7187,4.8327,3.0646,37.8195,33.0569,19.4803,28.4363,7.3074,6.1787,13.6327,18.374,17.0173,10.9145,8.3017,7.9997,9.4291,6.683,10.7149,25.2319,22.636,9.09,8.6844,6.9881,10.8092,6.8196,15.3116,12.6721,6.6531,6.9341,52.9887,5.894,5.7255,30.7529,4.14,4.4565,11.9066,30.105,19.1447,7.633,12.8367,22.6255,27.0805,,6.0325,2.2859,5.2358
20170609,22.1301,8.5802,9.6766,7.9179,25.2817,16.7756,5.4782,3.2259,7.2107,5.6969,13.0422,6.6083,9.8608,3.2724,17.3787,15.342,10.0296,18.9172,25.3467,8.1594,14.6934,37.2473,8.2128,25.9813,7.0802,14.3698,7.4801,5.5759,14.7373,8.4008,5.0264,11.4166,11.4444,3.9089,8.6939,3.3516,8.0294,4.3799,14.1347,5.9577,7.6555,3.124,,24.0216,7.7519,10.5466,4.0597,2.4876,18.4749,11.7013,9.8862,6.2859,,19.3177,49.4068,4.476,4.5193,8.9693,15.4043,7.662,9.1935,,,11.7922,3.7593,42.0444,16.1881,15.5795,,23.0649,17.0152,5.222,12.6643,29.1046,8.7418,15.9419,,,5.2655,,7.7652,9.5865,12.6324,18.8609,11.586,5.1113,10.2968,11.4986,6.8403,11.3865,6.4867,7.2097,2.9797,7.6642,16.0569,17.9063,31.4485,4.5712,7.8027,14.3352,4.0307,21.5655,7.1341,3.0754,5.4506,6.6055,6.5962,13.0512,6.7569,4.1662,12.0191,19.6431,10.7422,11.2015,25.6986,6.007,7.0281,16.1196,5.8993,10.5657,61.188,30.0553,11.7187,4.9597,9.6137,38.8369,6.3117,3.3157,10.7739,9.6937,5.615,7.7965,8.1672,52.1174,5.1398,20.3124,32.1332,12.4482,16.6765,17.394,7.5084,9.0294,17.365,,40.3275,11.2088,14.3314,,15.4384,3.1539,11.8213,,2.5001,25.8626,16.5976,22.8467,20.5866,3.2134,4.9156,13.1116,8.8091,8.4071,5.0482,4.6724,9.4282,4.3294,7.089,16.6987,26.5442,18.0234,17.5796,23.3839,12.5274,26.1691,4.439,5.49,3.0748,8.8367,54.8794,49.1548,10.5469,12.6831,9.1474,32.3944,6.8409,25.7694,3.5954,16.6602,23.8227,3.8687,11.1949,6.5002,4.7042,21.9247,,37.3896,30.6624,24.3937,5.3658,18.0133,7.7472,10.8821,18.375,14.9137,7.9792,5.0028,18.5649,3.3696,3.6,12.008,24.3245,8.5716,2.7884,5.093,4.641,6.8733,22.892,21.6149,9.1888,12.8793,11.9593,7.1783,4.4541,15.7173,27.7719,229.7708,5.6261,11.9966,10.6689,7.8186,,12.9392,3.7265,10.673,7.2566,,5.918,12.0603,4.9152,10.3649,3.5864,23.8096,5.8355,6.125,5.4989,2.7303,7.2708,47.3482,10.1551,6.4629,17.354,12.5452,5.8137,6.4903,4.8442,2.4019,6.6704,,6.9876,18.0437,8.7887,9.8454,22.643,23.4802,5.6549,,19.5289,16.4436,14.641,4.9798,4.581,6.443,13.9596,12.0976,8.8249,10.8011,4.2095,7.0279,15.2717,44.4071,30.8619,7.8755,10.748,18.5476,15.5007,8.6703,12.7872,8.0346,7.2173,6.0266,4.17,4.8735,2.61,9.1809,3.1428,9.8413,24.9398,7.4007,10.8389,5.9175,16.0617,,6.5512,9.6568,7.4013,7.1875,16.3305,,13.5323,18.4143,10.3253,2.9089,25.8754,2.8665,4.2939,13.8875,4.4299,9.9989,31.5044,6.1498,9.5518,15.4084,6.5312,3.8253,12.3798,4.6329,11.3055,,76.0923,,1.8845,5.8427,8.6359,21.1288,20.2649,27.3306,19.1716,17.3066,4.4957,4.7375,15.251,6.2473,6.792,37.02,2.1393,8.3103,6.5557,22.5437,12.9504,16.3273,8.6456,5.7775,14.7529,7.2329,28.5058,12.4368,4.3977,32.5804,4.4421,,18.4672,7.1078,14.393,4.9619,11.8235,31.5987,16.5133,2.3712,6.7786,14.0047,6.1631,8.3138,38.6049,18.6438,7.5385,4.7993,11.2834,2.3899,11.0193,12.1527,32.9726,21.5555,4.8363,12.8847,27.0993,415.2042,2.4431,13.0124,9.3262,14.0832,4.5333,12.0415,11.731,4.4056,21.2602,14.5329,14.8426,,3.966,5.9934,6.7733,7.8832,6.6013,15.1162,19.0277,20.4834,11.9357,5.1491,15.9592,5.8846,3.7236,22.7971,6.6412,17.1663,8.8866,,3.6542,6.8135,14.789,4.0982,29.3931,5.6248,3.8604,16.1275,13.5642,17.4808,15.452,8.47,10.5084,8.3842,,8.8415,14.7145,3.2055,12.6351,25.8065,32.4879,15.4971,8.7337,3.5329,6.677,47.0693,2.4031,18.3679,10.174,14.0513,2.5026,21.1042,6.7013,3.03,23.7835,11.274,6.5392,,5.0274,12.3732,12.6419,6.2663,6.1393,3.5204,8.8248,8.1188,12.9575,6.7705,7.8237,6.2185,19.9597,16.747,13.4533,9.1614,10.8914,4.14,9.3216,2.5183,6.6037,,12.0841,20.0377,18.583,10.1188,10.8605,6.2925,9.2414,12.6086,23.5661,16.4288,24.2291,5.0709,8.5638,16.2153,,4.2121,2.8976,6.8754,10.416,6.6062,12.1223,13.3112,7.9616,12.3894,6.9746,6.3461,7.9872,6.9909,5.98,5.5597,31.4423,8.5383,13.1204,13.7969,22.3919,11.8153,4.2709,17.0186,8.7846,9.1257,56.9775,12.8683,6.9211,11.8952,18.3951,4.0145,3.8081,3.1,7.8444,9.291,30.344,13.9059,7.0958,9.2823,3.3116,5.7696,10.6559,12.9166,8.9696,,4.5226,14.1823,19.843,8.6776,11.5124,6.9737,5.4312,,2.0624,3.53,9.6703,17.9463,31.0507,9.55,,4.5612,9.1952,8.4692,19.2418,10.0556,4.9554,4.6959,16.7986,15.4683,16.5281,18.855,27.6496,7.948,8.09,4.4719,4.6486,9.6689,16.9459,6.4706,44.5253,3.5299,11.0208,44.3898,2.8062,50.6995,54.9603,11.7687,20.5889,12.5452,11.1477,26.7148,7.3307,37.9188,91.8319,19.6463,8.8921,26.8943,8.3972,9.3249,6.0435,8.2755,9.7339,16.5005,56.8135,9.8135,13.8677,4.6601,7.6734,9.1971,14.5246,11.9981,18.8755,6.5822,8.0578,22.8492,5.6382,22.4615,40.6714,23.0356,13.9862,7.6176,3.4716,2.1853,17.9705,9.161,10.1095,16.1071,20.2242,15.9937,3.9585,12.1157,21.5237,4.652,33.0744,8.3168,14.9434,22.0218,14.5895,18.2733,7.6094,10.5565,7.7379,4.0677,14.4949,4.8073,3.0646,40.4423,33.6993,20.4949,29.9231,7.9233,6.6807,14.502,19.216,17.1755,11.5715,8.5249,8.4818,9.509,6.906,11.3723,25.5461,24.6088,9.52,9.1247,7.1949,11.3069,6.956,16.1148,12.8515,6.4904,7.253,57.0318,6.1893,5.7711,33.2999,4.106,4.3582,12.2977,30.774,21.7447,7.9541,13.2196,23.5818,28.1372,,6.1105,2.3094,5.5293
20170616,22.4682,8.4418,9.6862,8.2348,24.9272,16.8996,5.5577,3.276,7.3037,6.229,13.285,6.3382,9.5784,3.3161,17.7261,15.55,10.0683,18.9172,24.6059,8.2003,14.4601,37.9772,8.0961,25.7664,7.2736,14.4251,7.4801,5.9186,14.6636,9.3234,5.0264,11.7121,11.0424,3.9467,8.5682,3.2991,8.0294,4.452,13.5318,5.9069,7.7444,3.0919,,24.0622,7.6394,11.003,4.0132,2.4604,22.0847,11.8878,9.4255,6.4506,,19.3281,50.2033,4.7506,4.5327,9.1652,15.1783,7.5,8.8637,,,12.43,3.6486,42.8995,15.4085,15.8392,,22.9776,16.7927,5.3741,12.7311,29.0678,8.9118,16.6008,,,5.5265,,7.7735,9.635,12.5074,19.1175,11.3926,5.3326,10.3746,12.6508,7.3411,11.0192,6.4512,7.1803,2.9978,7.8017,16.0318,18.4066,30.8762,4.4585,7.6578,13.9621,4.0753,22.1014,6.9841,3.068,5.2747,6.4295,6.6348,13.1687,6.5713,4.0872,12.2542,19.4698,10.8976,10.9555,26.2092,6.1717,7.1231,16.1196,6.1359,10.5983,61.3118,29.1475,11.4334,4.9819,9.4505,37.9765,6.3301,3.3826,10.8472,9.8257,5.6547,8.3323,8.2793,50.3934,5.0595,20.783,31.5716,13.9245,17.0447,17.6875,7.2835,9.0103,17.3558,,41.9273,11.2676,14.5527,,15.4384,3.0553,12.0832,,2.5001,25.8267,15.7987,22.7037,21.3103,3.4856,4.8611,12.2294,8.4774,8.2988,5.8249,4.8894,9.5178,4.2345,7.2292,16.6987,26.6245,18.3389,17.2046,23.7217,12.5721,26.6275,4.3959,5.2376,3.1895,9.1626,54.3587,46.9574,10.4107,13.0702,8.8853,31.3976,6.8132,25.1187,3.5118,16.7065,24.4987,3.7449,11.2329,6.6434,4.7993,22.954,,34.7278,29.6978,26.5393,5.5821,18.192,7.4845,11.1824,18.5189,17.0457,7.962,4.9761,18.5741,3.3167,3.53,12.1641,24.2197,8.7778,2.7465,5.0629,4.674,6.7349,22.3942,21.5199,9.1001,12.9376,11.858,7.6176,4.548,14.6757,27.1163,242.1074,5.5446,11.8496,10.64,7.871,,13.1464,3.5606,11.7049,7.2749,,5.8348,12.3364,4.8011,9.883,3.5244,24.5694,5.7845,5.9725,5.5161,2.8133,7.4808,47.2121,9.6995,6.4108,17.2861,12.5452,5.8309,6.5471,4.8271,2.4311,6.4699,,6.8234,19.5063,8.9496,10.8013,22.5637,24.3022,5.6805,,20.0847,16.603,14.624,5.0068,4.6662,6.5165,13.9135,12.2356,9.7065,10.9707,4.2095,7.1854,15.5406,42.5575,30.1416,8.0105,10.7205,17.6689,15.5136,8.4657,13.1512,8.1294,7.1215,6.1064,4.27,4.7263,2.6569,9.525,3.1606,10.4398,24.7119,7.2344,10.8658,6.1328,16.0429,,6.5842,9.6569,7.6779,7.2766,16.3605,,13.5606,18.3667,10.524,2.8723,25.3914,2.91,4.3605,14.6563,4.4758,9.4845,30.2828,6.3183,9.6561,15.3244,6.3854,4.0348,12.4144,4.6614,11.0982,,74.7764,,1.8845,5.7984,8.6359,21.3229,20.7147,27.7235,18.5816,17.2918,5.1871,4.772,15.3021,6.2978,6.7124,38.44,2.1491,8.5046,6.5927,22.3891,12.7286,16.3344,8.8852,5.6568,15.0539,6.9386,29.6137,13.2493,4.2804,31.478,4.4392,,22.7448,7.2813,14.4313,4.957,12.1295,29.0818,15.6968,2.3373,7.3732,13.8768,6.261,9.2901,36.8113,22.9647,7.6519,4.7637,11.2923,2.3899,11.344,11.7642,33.0597,21.4613,4.8285,12.704,27.3865,412.4317,2.4616,12.7062,9.2569,14.1737,4.5428,11.8505,11.8907,4.6671,20.9761,14.4527,14.7062,,4.009,6.3054,6.6363,7.8832,6.6904,15.5381,19.4162,18.8429,12.9774,5.1077,16.0477,6.2495,3.7574,22.0686,6.3558,16.9678,9.8622,19.2921,3.6207,6.7352,16.1306,4.1048,29.2464,5.5717,4.6324,15.7312,13.3514,16.9674,15.5791,7.97,10.4265,8.4746,,9.4132,14.8692,3.3354,12.2741,25.0245,35.4361,15.871,8.6078,3.5958,6.5894,45.89,2.3712,18.7585,10.2408,14.1106,2.5301,20.2794,6.7497,3.047,23.812,11.3802,6.5754,,4.9324,12.6162,13.2166,6.3057,6.1812,3.5104,8.8248,8.076,12.7613,6.8315,8.171,6.3906,19.8869,16.747,14.0303,9.3229,11.1492,4.18,8.9966,2.534,6.5969,,12.4348,19.2421,18.6836,9.5683,11.5725,6.1455,9.3581,12.0155,26.0781,15.9952,24.2291,5.0539,8.4159,16.1546,,4.2516,2.8976,6.7288,10.9568,6.439,12.0434,13.9064,8.016,13.1558,6.7556,6.5295,8.1742,6.9909,6.15,5.5955,30.5192,8.5187,12.9345,13.7772,22.4883,11.3669,4.2804,17.9572,8.7291,9.2291,57.9795,13.1255,6.6869,12.5148,18.905,4.0145,3.8336,3.05,8.5263,9.4185,32.4684,13.2961,7.0769,9.304,3.3519,5.5236,11.2279,12.8217,9.0592,,4.4869,14.0978,19.569,8.6776,11.503,7.0683,5.4087,,2.1008,3.4434,9.5699,16.8585,30.0066,9.33,,4.7007,9.1952,8.5683,18.7975,10.1781,4.8993,4.7385,17.3693,15.4511,16.3799,18.9837,28.3503,7.8825,8.0326,4.5868,4.7123,9.9253,17.3774,6.3213,41.5204,3.5868,10.7311,43.909,2.8357,48.2243,53.6945,11.5219,20.8516,12.5452,11.4776,26.5191,7.0813,36.7846,93.2453,19.7914,9.1022,25.447,8.1071,9.661,5.981,8.2464,10.3513,15.8677,55.3708,9.8867,14.2815,4.745,8.0472,10.3637,14.4054,11.834,18.9741,7.0437,7.9822,22.8358,5.7263,23.683,44.9569,23.5663,13.7659,7.3476,3.6505,2.1985,19.5938,10.9371,10.0313,15.6846,20.6676,16.0023,3.9968,12.0334,21.5137,4.6119,31.6816,8.3953,15.3328,23.0079,14.9231,17.7101,7.6855,10.5389,7.8862,4.123,14.2841,4.6985,3.0646,40.0012,33.6401,20.2378,29.9623,7.8468,6.4018,14.7122,18.4106,17.9849,11.3838,8.3285,8.7601,9.7687,6.9134,11.5718,24.3102,25.8445,9.27,9.2519,7.2682,11.7824,6.9663,15.7335,13.2197,6.4412,7.204,58.4188,6.8262,5.7893,32.8547,4.1571,4.2951,12.3393,30.4395,21.5273,7.9908,12.7637,23.8058,27.0925,,6.4321,2.2859,5.6324
